"discount","gender","age","marital_status","education","city_level","purchase_power","original_unit_price"
1,"F","16-25","S",3,2,3,69
1,"F","16-25","S",-1,1,3,69
0,"F","46-55","M",2,3,2,58
1,"F","36-45","M",3,4,2,461
1,"M","26-35","M",3,2,2,79.9
1,"M","26-35","M",3,2,2,79
1,"F","16-25","S",3,1,3,48
1,"M",">=56","M",3,1,2,99.9
1,"F","16-25","U",-1,1,-1,60
1,"F","26-35","U",-1,2,-1,159
1,"F","26-35","U",-1,2,-1,68
1,"F","26-35","M",2,1,3,78
1,"M","36-45","M",3,-1,2,298
1,"F","36-45","M",1,3,3,85
1,"M",">=56","M",2,1,2,68
1,"F","26-35","S",3,1,2,78
0,"F","46-55","M",3,2,3,55
1,"F","26-35","M",4,1,2,59
1,"F","36-45","S",2,3,3,79
1,"M","26-35","M",4,1,2,139.9
1,"F","46-55","S",3,1,2,59.9
1,"F","36-45","M",4,3,3,99
1,"F","26-35","S",3,1,2,118
1,"M","26-35","S",3,2,2,148
1,"M","36-45","M",3,2,3,79
1,"F","26-35","S",3,2,1,78
1,"M","36-45","M",3,1,3,69
1,"F","16-25","U",-1,4,-1,79
1,"F","26-35","M",4,1,2,200
1,"F","26-35","M",4,1,2,139
1,"F","26-35","M",4,1,2,298
1,"F","26-35","M",3,1,2,78
1,"F",">=56","U",-1,2,-1,209
1,"F","26-35","M",2,-1,1,68
0,"F","26-35","M",3,1,2,0
0,"F","26-35","M",4,1,2,0
1,"F","26-35","M",4,1,2,245
1,"M","26-35","S",2,4,2,139
1,"F","16-25","S",3,2,2,99
1,"F","16-25","M",3,3,3,298
0,"F","16-25","S",3,3,2,0
1,"F","26-35","S",3,1,2,99
1,"F","26-35","M",4,2,2,298
1,"F","26-35","M",4,2,2,78
1,"F","26-35","S",3,2,2,166
1,"F",">=56","U",-1,2,-1,209
1,"F","36-45","M",3,1,2,298
1,"M","26-35","M",3,2,2,298
0,"M","36-45","S",3,-1,2,39.9
1,"F","16-25","S",3,2,2,79
1,"F","16-25","U",-1,2,-1,78
0,"F","26-35","M",-1,1,3,55
1,"F","26-35","M",3,1,2,149
1,"F","26-35","M",3,4,3,59.9
1,"F","26-35","M",2,2,2,298
0,"M","26-35","S",2,2,3,0
0,"F","16-25","S",2,1,1,0
1,"F","16-25","S",2,1,1,129
1,"F","26-35","S",3,1,2,188
0,"M",">=56","S",3,1,1,0
1,"M","26-35","S",2,2,2,59
1,"M","26-35","S",2,2,2,78
1,"F","16-25","S",2,3,4,99
1,"F","16-25","S",3,-1,2,78
1,"F","26-35","M",3,1,2,59
0,"M","16-25","S",3,3,2,0
1,"M","36-45","M",4,3,2,78
1,"F","16-25","S",2,4,3,169
0,"F","16-25","S",-1,4,3,58
1,"F","26-35","M",3,3,2,109
0,"F",">=56","S",3,-1,3,0
0,"F",">=56","S",3,-1,3,0
1,"M","36-45","M",3,2,2,49
1,"M","36-45","M",3,2,2,138
0,"M","26-35","S",3,3,3,0
1,"F","26-35","M",2,2,2,169
1,"F","16-25","U",-1,2,-1,53
1,"F","16-25","S",3,2,2,288
0,"F","16-25","S",3,2,2,0
1,"F","16-25","M",3,2,2,39.9
1,"M","26-35","M",3,2,3,78
1,"M","46-55","M",3,1,2,258
1,"F","26-35","M",3,1,2,355
0,"F","46-55","M",3,2,2,0
0,"F","46-55","M",3,2,2,0
0,"F","46-55","M",3,2,2,0
0,"F","46-55","M",3,2,2,0
0,"F","46-55","M",3,2,2,0
1,"F","46-55","M",3,2,2,0
0,"F","46-55","M",3,2,2,0
1,"F","46-55","M",3,2,2,0
1,"F","16-25","M",3,1,2,68
1,"F","16-25","U",-1,1,-1,139
1,"F","26-35","M",2,1,2,49
1,"M",">=56","M",3,3,1,59
1,"F","16-25","S",1,4,4,79.9
1,"F","26-35","U",-1,2,-1,64
1,"F","26-35","M",3,2,2,59.9
1,"F","26-35","M",3,2,2,59
1,"M","26-35","M",4,4,2,248
0,"M","26-35","M",4,4,2,0
0,"M","26-35","M",4,4,2,0
0,"M","26-35","M",4,4,2,0
1,"F","16-25","S",4,2,3,298
1,"M","36-45","M",3,3,2,78
1,"F","16-25","S",3,2,2,159
1,"M","36-45","S",3,4,2,76
1,"F","26-35","S",2,2,3,79.8
1,"M","36-45","M",4,2,2,79.9
1,"M","16-25","M",3,4,2,79.9
1,"M","16-25","M",3,4,2,89.9
1,"F","36-45","M",-1,-1,3,89
1,"M","16-25","S",2,3,3,159
1,"F","36-45","M",3,1,2,59.9
1,"F","36-45","M",3,1,2,199
1,"F","26-35","S",2,4,2,78
1,"M","36-45","S",4,2,2,79.9
1,"F","16-25","S",2,5,3,110
0,"F","16-25","S",2,3,3,69
1,"F","16-25","M",-1,1,4,99
0,"M","46-55","S",4,1,2,0
1,"F","36-45","M",3,1,2,119
1,"F","36-45","M",3,1,2,119
1,"F","36-45","M",3,1,2,119
1,"M","26-35","S",3,2,2,129
1,"F","26-35","M",3,2,2,135
1,"F","46-55","S",3,3,2,69
0,"F","26-35","M",3,-1,2,0
1,"M","46-55","M",3,3,2,167
1,"M","46-55","M",3,3,2,99
0,"F","36-45","M",3,1,2,145
0,"F","16-25","S",3,4,2,58
1,"F","16-25","S",3,1,2,99
1,"F","26-35","M",3,1,2,89
0,"F","26-35","M",3,1,2,0
0,"F","26-35","S",3,2,2,0
1,"F","26-35","S",3,2,2,10
0,"F","26-35","S",3,2,2,0
1,"M","26-35","M",3,2,2,69
0,"F","46-55","S",-1,1,4,0
0,"F","26-35","S",4,3,2,58
0,"F","26-35","S",2,-1,3,76
1,"M","16-25","S",3,1,2,298
1,"F","16-25","U",-1,4,-1,138
1,"F","26-35","S",-1,4,3,129
0,"F","36-45","M",3,2,3,69
1,"F","26-35","M",3,2,2,69
1,"F","26-35","S",3,3,2,80
1,"F","16-25","U",-1,2,-1,78
0,"F","46-55","S",2,-1,3,69
0,"F","16-25","U",-1,-1,-1,69
1,"F","36-45","S",3,-1,2,79
1,"F","26-35","S",3,2,2,329
1,"F","26-35","M",3,2,2,129
1,"F","16-25","M",2,2,2,59
1,"M","26-35","S",2,3,2,298
1,"M",">=56","M",3,1,2,0
1,"F","26-35","S",2,2,3,78
1,"F","36-45","S",2,3,3,59.9
1,"F","26-35","U",-1,2,-1,79
1,"F","36-45","S",3,1,2,79.9
1,"F","36-45","S",3,1,2,298
0,"M","16-25","U",-1,2,-1,128
0,"F","16-25","U",-1,-1,-1,0
0,"F","16-25","U",-1,-1,-1,0
0,"F","16-25","U",-1,-1,-1,0
1,"F","26-35","S",3,3,2,99.9
1,"F","26-35","S",3,3,2,59.9
1,"F","26-35","M",3,4,2,79
1,"F","26-35","M",3,2,3,79
0,"F","26-35","S",2,1,3,0
0,"F","26-35","M",1,4,2,0
1,"M","36-45","M",4,1,2,38
1,"F","16-25","U",-1,2,-1,59.9
1,"F","36-45","M",4,1,2,298
1,"M","16-25","S",3,3,2,89
0,"F","26-35","S",3,1,2,0
1,"F","26-35","S",3,4,2,298
0,"F","26-35","S",3,4,2,0
1,"F","36-45","M",3,3,2,80
0,"M","26-35","M",3,2,2,319.8
0,"F","26-35","M",3,1,2,61
1,"F","26-35","M",3,2,2,69
1,"F","26-35","M",3,2,2,22.3
1,"M","16-25","S",3,2,2,79.9
1,"F","26-35","S",2,1,3,89
0,"F","26-35","M",3,2,2,59
1,"M","16-25","M",-1,-1,4,259
1,"F","36-45","M",3,3,2,78
0,"F","26-35","U",3,3,-1,55
1,"F","26-35","M",3,2,2,69
1,"F","26-35","U",-1,4,-1,98
1,"F","16-25","S",2,4,2,69.9
1,"F","16-25","S",2,4,2,16
1,"F","36-45","M",3,1,3,184
1,"M","16-25","S",2,2,2,129
0,"M","16-25","S",2,2,2,0
0,"F","16-25","S",3,3,3,135
0,"F","36-45","S",3,1,3,24.6
1,"F","16-25","M",1,3,2,100
1,"F","26-35","M",4,2,2,298
1,"M","16-25","S",-1,3,4,119
0,"M","26-35","S",3,1,1,0
1,"F","36-45","S",-1,5,3,139.9
1,"M","26-35","S",3,3,2,59.9
1,"M","26-35","S",3,3,2,69.9
1,"F","36-45","M",4,1,2,119
1,"F","26-35","M",3,1,2,0
1,"M","26-35","M",4,2,2,195
0,"F","36-45","M",4,2,2,0
0,"M","46-55","S",3,1,2,58
0,"F","26-35","S",3,2,2,69
0,"F","26-35","S",3,2,2,0
0,"F",">=56","S",-1,1,3,0
1,"F","36-45","S",3,3,3,99
1,"F","26-35","U",3,3,-1,298
0,"F","16-25","S",-1,4,3,145
1,"F","26-35","S",3,4,1,89
1,"F","36-45","S",3,3,2,168
0,"F","16-25","S",3,2,3,0
1,"M","26-35","S",4,5,2,298
1,"F","26-35","S",3,2,4,79
1,"F","16-25","S",3,2,2,79.9
0,"M","26-35","S",2,4,2,0
1,"M","36-45","S",3,4,3,221
0,"M","36-45","S",3,4,3,0
0,"F","46-55","U",-1,2,-1,208
0,"F","46-55","U",-1,2,-1,0
1,"F","16-25","M",2,2,2,78
1,"F","16-25","S",3,2,2,139
1,"M","26-35","M",4,2,2,139
1,"F","26-35","M",3,2,2,78
1,"F","26-35","M",3,2,2,78
1,"M","36-45","M",3,3,2,82
1,"F","26-35","M",3,3,2,178
1,"M","36-45","S",3,2,1,78
1,"F","26-35","S",2,4,2,178
0,"F","26-35","S",3,3,3,0
1,"F","36-45","M",3,2,2,69
1,"F","36-45","M",3,2,2,29
1,"F","36-45","M",3,2,2,129
1,"F","36-45","M",3,2,2,29
1,"F","36-45","M",3,2,2,79.9
1,"F","36-45","M",3,2,2,69
1,"F","16-25","S",3,1,5,158
1,"F","26-35","S",3,2,2,298
1,"F",">=56","M",2,2,1,110
1,"F","16-25","S",3,3,2,298
0,"F","36-45","M",2,4,1,69
1,"F","16-25","S",3,1,3,119
1,"M","16-25","S",-1,-1,2,100
0,"F","16-25","U",-1,3,-1,0
1,"F","26-35","M",3,-1,2,250
1,"M","26-35","M",4,1,2,238
1,"F","16-25","M",2,4,2,49
1,"M","26-35","M",1,4,2,138
1,"F","16-25","S",3,3,2,129
0,"F","16-25","S",3,3,2,0
1,"F","16-25","S",3,1,2,49
1,"M","36-45","M",3,1,2,320
0,"F","26-35","M",3,3,2,145
1,"F","36-45","M",3,1,2,149
1,"F","16-25","S",3,2,2,59.9
1,"F","26-35","S",3,4,1,78
1,"F","26-35","M",3,2,3,69.9
1,"F","16-25","S",3,2,3,139
1,"F","16-25","S",2,2,2,69
1,"F","16-25","S",2,2,2,69
1,"F","16-25","S",2,2,2,69
1,"F","46-55","M",4,2,2,336
0,"F","16-25","S",2,3,3,0
1,"F","36-45","M",3,-1,1,168
0,"F","26-35","S",-1,4,3,69
1,"F","36-45","M",4,1,2,298
1,"F","36-45","M",3,1,2,198
1,"F","46-55","M",3,2,2,188
0,"F","16-25","M",-1,2,4,54
1,"F","46-55","M",-1,5,3,153
1,"F","26-35","S",3,2,2,99
0,"F","36-45","M",3,1,2,0
1,"F","26-35","M",3,3,2,355
1,"M","26-35","M",4,1,2,99
1,"M","26-35","M",4,1,2,198
1,"F","26-35","M",4,4,2,162.9
1,"F","16-25","U",-1,2,-1,98
1,"F","26-35","S",3,2,2,185
1,"F","26-35","S",3,2,2,105
1,"F","46-55","S",3,2,2,161
1,"M","36-45","M",4,1,3,59.9
0,"M","26-35","M",3,2,2,0
1,"F",">=56","U",-1,4,-1,209
0,"M","36-45","M",3,1,2,229
1,"F","26-35","M",4,4,2,78
1,"F","26-35","M",3,1,2,109
1,"F","36-45","M",3,2,2,245
1,"F","26-35","M",3,2,2,298
0,"F","26-35","M",4,2,2,270
1,"F","16-25","S",3,2,3,79.9
1,"F","26-35","M",3,2,2,95
1,"F","26-35","M",-1,-1,-1,78
1,"F","16-25","S",2,2,2,70
1,"F","36-45","M",3,3,3,89
1,"M","16-25","M",3,-1,2,118
1,"F","16-25","M",2,1,3,100
1,"M","26-35","M",3,2,2,49
1,"F","16-25","S",3,2,2,78
1,"F","16-25","S",3,2,2,55
1,"F","26-35","U",-1,1,-1,59.9
1,"F","26-35","U",-1,2,-1,49
1,"M","26-35","S",3,3,1,245
1,"F","26-35","S",3,3,3,78
0,"F","26-35","S",3,2,2,68
1,"M","36-45","S",3,-1,2,59.9
1,"F","26-35","M",3,2,3,16
0,"F","16-25","M",-1,3,4,0
1,"F","36-45","M",3,2,2,298
1,"F","26-35","M",3,4,2,298
1,"F","26-35","M",3,2,2,150
1,"F","26-35","S",3,2,3,269
1,"F","26-35","S",3,2,2,258
1,"F","36-45","M",4,1,2,79.9
1,"F","36-45","M",4,1,2,139.9
1,"F","26-35","S",3,2,3,298
1,"F","26-35","M",3,-1,2,119
1,"M","16-25","S",2,1,2,298
1,"M","16-25","S",3,-1,2,89
1,"F","16-25","S",3,4,3,69
1,"M","26-35","M",3,2,3,245
1,"M","36-45","M",4,1,2,79.9
1,"F","26-35","M",3,-1,2,215
1,"F","36-45","M",3,4,1,139
0,"F","46-55","U",-1,2,-1,208
0,"F","46-55","U",-1,2,-1,0
1,"M",">=56","M",3,2,2,129
1,"F","26-35","M",3,2,2,118
1,"F","16-25","S",3,4,3,59
0,"M","36-45","M",4,2,2,0
1,"M","36-45","M",4,2,2,129
1,"M","26-35","U",-1,4,-1,68
1,"F","26-35","M",3,2,2,79.9
0,"M","16-25","S",3,3,2,0
1,"F","16-25","M",2,1,3,298
1,"F","26-35","M",3,2,2,79
1,"F","16-25","M",3,-1,2,259
0,"M","36-45","S",3,3,2,0
1,"M","16-25","S",3,-1,2,129
0,"F","16-25","S",3,4,3,145
0,"F","26-35","M",3,1,2,0
0,"M","26-35","M",4,1,2,0
0,"M","26-35","M",4,1,2,0
1,"F","26-35","U",-1,3,-1,0
0,"M","16-25","S",3,3,3,28
0,"F","26-35","S",3,2,2,0
1,"M","16-25","S",2,2,3,59.9
1,"F","26-35","S",3,2,2,60
0,"F","26-35","S",2,-1,2,58
1,"F","16-25","M",4,-1,2,129
1,"M","26-35","S",3,2,2,78
1,"F","26-35","M",3,1,2,28
1,"F","26-35","S",3,2,2,298
1,"F","26-35","M",2,4,3,156
1,"F","26-35","M",3,-1,2,79
1,"M","36-45","S",3,3,2,59.9
1,"F","26-35","S",3,1,3,78
1,"F","16-25","S",3,4,3,298
1,"M","26-35","S",3,4,2,298
0,"M","26-35","S",3,4,2,0
1,"F","36-45","M",4,1,2,69.9
0,"M","36-45","M",4,4,2,89
1,"F","36-45","M",4,2,2,150
1,"F","26-35","U",-1,2,-1,188
0,"F","16-25","S",3,2,3,39
1,"F","26-35","S",3,1,2,78
1,"F","16-25","S",3,1,2,329
0,"M","26-35","U",-1,-1,-1,138
1,"M","26-35","M",4,1,2,150
1,"F","36-45","S",3,-1,3,159
1,"F","26-35","M",3,2,2,189
1,"F","26-35","U",-1,4,-1,88
1,"F","46-55","U",-1,1,-1,300
0,"F","16-25","M",3,3,2,0
1,"F","16-25","U",-1,4,-1,88
0,"M","16-25","S",2,3,2,79.8
0,"M","16-25","S",2,1,2,0
0,"F","26-35","S",3,2,2,188
1,"F","16-25","S",3,4,3,129
1,"F","36-45","M",3,4,3,69
0,"F","16-25","S",3,3,2,70
1,"F","46-55","U",-1,-1,-1,59
0,"F","46-55","U",-1,-1,-1,69.9
0,"F","46-55","U",-1,-1,-1,99
0,"F","26-35","M",3,3,2,0
1,"F","26-35","M",3,3,2,49
1,"F","36-45","S",3,2,3,79
1,"F","46-55","S",3,3,2,79.9
0,"F",">=56","M",2,3,2,69
1,"M","46-55","U",-1,2,-1,79.9
0,"F","46-55","M",3,5,2,59
1,"F","16-25","U",-1,2,-1,59
1,"M","16-25","S",3,2,2,298
0,"M","16-25","S",3,2,2,0
1,"F","26-35","S",3,2,2,298
1,"F","26-35","S",3,2,2,178
1,"F","26-35","M",3,2,3,78
1,"F","36-45","M",3,-1,3,150
1,"M","36-45","M",3,2,2,69
1,"F","16-25","S",3,-1,2,78
1,"F","26-35","U",-1,3,-1,59
1,"F","26-35","S",3,4,2,85
1,"F","26-35","M",3,2,2,119
1,"F",">=56","S",3,-1,2,139
1,"F","26-35","M",3,4,2,78
1,"F","26-35","U",4,1,-1,199
1,"F","26-35","M",4,2,2,79.9
1,"F","46-55","M",3,2,2,139
1,"F","46-55","M",3,2,2,139
1,"F","26-35","M",3,4,2,105
1,"F","16-25","U",-1,1,-1,238
1,"F","26-35","S",2,3,2,49
1,"M","36-45","M",4,3,2,135
1,"M","36-45","S",3,1,2,79
1,"F","26-35","S",3,3,2,79
0,"F","16-25","S",3,3,2,58
0,"F","36-45","S",2,4,3,145
1,"F","26-35","M",3,1,2,168
1,"M","46-55","U",-1,3,-1,49
1,"M","16-25","S",2,2,2,167
1,"F","26-35","S",2,2,2,129
0,"M","36-45","M",4,2,2,0
1,"F","16-25","M",3,4,2,56
1,"F","16-25","M",3,4,2,77
1,"F","26-35","M",3,2,2,78
1,"M","16-25","M",2,4,2,49
0,"F","16-25","S",3,1,2,0
0,"F","16-25","S",3,1,2,0
0,"M","26-35","M",4,2,2,98
1,"F","16-25","S",-1,1,3,79.9
0,"M","36-45","M",3,2,3,0
0,"M","36-45","S",2,3,4,0
0,"M","36-45","S",2,3,4,0
1,"F","26-35","S",3,4,2,300
1,"F","26-35","M",3,3,2,167
1,"F","16-25","S",3,2,2,109
1,"F","36-45","S",3,-1,3,58
1,"F","26-35","M",3,-1,2,59
1,"F","26-35","M",3,-1,2,150
1,"F","26-35","M",3,-1,2,79.9
0,"F","26-35","M",3,-1,2,0
1,"F","26-35","S",3,2,2,245
1,"F","16-25","S",3,2,2,69.9
1,"F","26-35","M",4,1,2,245
1,"F","16-25","M",-1,4,3,52
1,"M","36-45","M",3,2,2,245
1,"M","36-45","M",3,2,3,79.9
1,"F","16-25","S",3,1,3,59.9
0,"F","16-25","S",3,2,2,99
0,"F","26-35","S",2,2,3,0
1,"M","26-35","M",3,2,1,59.9
1,"F","16-25","S",2,4,2,149
1,"F","26-35","U",-1,4,-1,269
0,"F","16-25","S",3,2,2,0
0,"F","16-25","S",3,2,2,0
1,"F","26-35","M",2,4,3,110
0,"M","26-35","U",-1,3,-1,0
1,"M","26-35","M",4,4,2,55
1,"M","26-35","M",4,4,2,55
1,"M","26-35","M",4,4,2,39.9
1,"M","16-25","S",2,2,3,79.9
1,"F","16-25","M",-1,2,3,119
0,"F","36-45","M",3,4,2,59
1,"M","36-45","M",3,2,3,85
1,"F","26-35","S",3,3,2,245
1,"F","46-55","S",3,4,2,110
1,"F","36-45","M",3,1,3,78
1,"F","26-35","M",-1,4,3,79
1,"F","26-35","M",2,2,2,39.9
1,"F","16-25","S",3,2,2,69
1,"F","16-25","S",3,2,2,78
1,"F","16-25","M",4,3,2,135
1,"F","36-45","M",3,1,1,336
0,"F","26-35","S",-1,1,4,57
0,"F","36-45","S",2,3,2,49
1,"F","26-35","S",3,1,3,298
1,"F","16-25","S",3,2,3,198
1,"M","16-25","S",3,2,2,78
1,"M","16-25","S",3,3,2,109
1,"M","16-25","S",3,3,2,109
0,"M","26-35","U",-1,1,-1,0
1,"M","16-25","S",-1,-1,4,76
1,"M","26-35","M",1,2,2,68
1,"F","26-35","M",2,1,1,78
1,"F","16-25","S",2,1,2,79.9
1,"M","16-25","S",2,2,3,59.9
1,"F","26-35","U",-1,1,-1,59.9
0,"F","16-25","M",3,2,2,0
1,"F","46-55","M",4,2,2,139
1,"F","46-55","M",4,2,2,65
0,"M","36-45","M",2,-1,2,0
1,"F","36-45","M",4,1,2,79.9
1,"M","16-25","S",3,2,2,65
1,"F","16-25","U",-1,2,-1,99
0,"F","26-35","S",3,4,2,0
0,"F","26-35","S",3,4,2,0
0,"F","26-35","S",2,4,3,89
1,"M","26-35","S",3,1,3,249.9
1,"F","26-35","M",3,2,2,129
0,"M","16-25","S",3,1,2,58
1,"F","36-45","S",-1,2,3,0
1,"M","36-45","M",4,1,2,55
1,"F","16-25","S",3,2,2,59.9
0,"F","26-35","M",4,2,2,145
1,"M","26-35","M",4,2,2,59.9
1,"F","16-25","S",3,4,3,69.9
0,"F","16-25","S",2,1,3,0
1,"F","16-25","S",2,1,3,89
1,"M","26-35","S",4,-1,2,79.9
0,"F","26-35","S",3,2,3,42
1,"M","26-35","S",2,4,2,78
0,"F","26-35","U",-1,1,-1,58
1,"M","26-35","M",4,1,2,69.9
0,"F","16-25","U",-1,3,-1,68
1,"F","46-55","U",-1,4,-1,209
0,"M","16-25","S",1,-1,2,0
1,"M","26-35","S",3,2,2,330
1,"M","16-25","S",3,2,2,298
1,"F","26-35","S",2,2,2,128
0,"M","26-35","S",2,1,3,188
0,"M","36-45","M",4,1,3,59
1,"F","26-35","S",2,3,3,69
1,"F","26-35","S",2,3,3,69
1,"F","36-45","M",3,1,2,0
1,"F","26-35","S",4,4,3,59.9
1,"F","26-35","U",2,1,-1,65
0,"F","16-25","M",1,3,2,58
1,"M","26-35","S",4,3,2,79.9
0,"F","36-45","M",3,2,3,39.9
1,"F",">=56","M",3,1,2,79.9
1,"F","26-35","S",2,1,3,79
1,"F","26-35","U",-1,4,-1,69
1,"F","26-35","U",-1,4,-1,65
1,"F","26-35","S",3,2,3,245
1,"F","26-35","S",-1,2,2,98
1,"F","36-45","S",1,4,3,78
1,"F","26-35","M",3,3,3,298
0,"M","26-35","U",-1,1,-1,49
0,"F","26-35","S",3,2,2,0
1,"F","26-35","S",3,2,2,69
1,"M","26-35","U",-1,2,-1,59
0,"F","16-25","S",2,2,2,35
1,"F",">=56","M",4,1,2,188
1,"F","16-25","S",3,1,2,59.9
1,"F","26-35","S",3,-1,1,69.9
1,"F","26-35","S",3,-1,1,79.9
1,"F","36-45","M",3,4,2,78
0,"F","36-45","U",-1,4,-1,76
1,"F","26-35","S",3,1,2,110
1,"M","26-35","M",3,3,2,89
0,"M","26-35","M",3,1,2,0
1,"F","26-35","M",1,3,2,110
1,"F","26-35","S",3,3,2,191
1,"F","36-45","M",3,2,3,69
1,"F","16-25","U",-1,2,-1,150
1,"F","26-35","M",3,1,2,128
0,"F","16-25","S",-1,4,4,55
1,"M","36-45","M",-1,4,4,69
1,"F","26-35","S",3,2,2,69.9
1,"F","26-35","S",3,2,2,79
0,"F","36-45","M",4,4,3,0
1,"F","36-45","M",4,4,3,129
1,"M","36-45","M",3,2,2,109
1,"F","26-35","S",2,3,2,59.9
1,"F","26-35","M",3,1,2,230
0,"F","26-35","M",3,1,2,79
0,"M","26-35","S",2,-1,3,59
1,"F","16-25","M",3,2,3,298
1,"M",">=56","M",3,3,2,0
1,"M",">=56","M",3,3,2,79
1,"M",">=56","M",3,3,2,129
0,"F","36-45","M",3,2,1,0
1,"F","36-45","M",3,2,1,280
0,"F","36-45","M",3,2,1,0
1,"F","16-25","S",2,2,3,249
1,"F","36-45","M",2,2,2,99
0,"M","16-25","S",2,2,2,189
1,"F","16-25","S",3,3,2,69
1,"F","26-35","M",3,1,2,299
1,"M","26-35","S",3,3,2,38
0,"M","26-35","S",3,1,2,0
0,"M","26-35","S",3,1,2,0
1,"F","26-35","S",3,2,1,298
1,"M","26-35","S",3,2,2,79.9
1,"M","26-35","S",3,2,2,129
1,"F","26-35","M",3,1,2,85
1,"M","26-35","M",3,4,3,128
1,"F","36-45","M",3,-1,3,36
0,"F","26-35","S",2,2,2,0
1,"F","26-35","S",2,2,2,10
0,"F","26-35","S",2,2,2,0
1,"F","26-35","S",2,2,2,20
0,"F","26-35","S",2,2,2,0
1,"F","26-35","S",2,2,2,298
1,"F","26-35","S",2,2,2,298
0,"F","26-35","S",2,2,2,0
1,"F","16-25","S",2,3,2,299
1,"F","36-45","M",4,5,2,170
1,"F","26-35","M",3,3,2,298
1,"F","16-25","S",2,2,2,245
1,"F","16-25","S",2,2,2,298
1,"F","26-35","M",3,3,2,78
1,"F","26-35","M",3,3,2,78
0,"M","26-35","S",-1,5,3,0
0,"M","26-35","S",-1,5,3,0
1,"F","16-25","M",3,4,3,69.9
1,"F","16-25","M",3,4,3,79.9
1,"F","26-35","M",-1,3,4,78
1,"F","36-45","U",-1,2,-1,138
1,"M","26-35","S",3,2,3,99
0,"M","26-35","S",3,2,3,0
1,"F","26-35","S",3,5,2,55
1,"F","26-35","M",3,2,2,79.9
1,"F","26-35","M",3,2,3,139.9
0,"F",">=56","M",3,1,2,0
0,"F",">=56","M",3,1,2,0
0,"F",">=56","M",3,1,2,0
1,"F","26-35","S",3,1,2,59.9
0,"F","36-45","M",3,-1,2,139
1,"F","16-25","S",-1,4,3,59.9
1,"M","16-25","S",2,1,3,139
0,"F",">=56","U",2,2,-1,69
1,"F","16-25","S",2,4,3,59
1,"F","16-25","S",3,-1,3,139.9
1,"M","26-35","S",3,2,3,80
0,"M","26-35","S",3,1,2,98
0,"M","26-35","S",2,1,3,0
1,"F","36-45","M",3,1,2,59
1,"F","26-35","S",-1,2,2,69
0,"F","26-35","S",-1,2,2,0
1,"M","46-55","M",3,4,2,118
1,"F","36-45","S",3,3,2,69.9
0,"F","36-45","S",3,1,2,0
1,"F","36-45","S",3,1,2,298
1,"F","36-45","S",3,1,2,298
1,"F","36-45","S",3,1,2,298
1,"F","16-25","U",-1,2,-1,79
1,"F","26-35","S",3,2,2,88
1,"F","26-35","S",3,2,2,78
1,"F","26-35","M",3,4,2,78
1,"F","26-35","M",4,3,3,79.9
1,"M","36-45","M",4,1,2,149
1,"F","26-35","M",3,1,2,109
1,"F","36-45","S",2,4,3,148
1,"F","26-35","M",3,2,2,199
1,"M","26-35","M",3,1,1,169
1,"F","16-25","S",4,2,2,79
1,"M","36-45","M",4,3,2,79.9
0,"M","26-35","S",3,2,2,0
1,"F","26-35","S",4,1,2,129
0,"F","26-35","S",4,1,2,0
1,"M","16-25","S",3,1,2,298
1,"M","26-35","M",3,2,2,298
1,"F","16-25","S",3,-1,2,69.9
1,"M",">=56","M",4,1,-1,0
1,"F","16-25","S",2,4,2,79.9
1,"F","16-25","S",3,2,3,105
1,"F","16-25","S",3,2,3,118
1,"F","16-25","S",2,2,2,89
0,"F","26-35","M",4,1,3,0
1,"F","26-35","M",4,1,3,135
0,"F","26-35","M",4,1,3,0
0,"F","36-45","U",-1,2,-1,0
1,"F","36-45","M",3,4,3,198
1,"F","36-45","M",3,4,3,198
1,"F","36-45","M",3,4,3,198
1,"M","26-35","M",4,1,3,78
1,"F","26-35","M",3,2,4,97.5
1,"F","26-35","S",2,1,2,99.9
1,"F","26-35","S",2,1,2,55
1,"F","26-35","M",3,4,3,58
1,"M","16-25","S",2,2,2,79
1,"F","36-45","M",3,4,2,129
0,"F","26-35","S",3,2,2,0
1,"F","26-35","S",3,2,2,129
1,"F","26-35","S",3,3,3,59.9
1,"F","26-35","S",1,1,3,80
1,"F","36-45","M",4,-1,2,66
1,"F","26-35","U",-1,2,-1,300
1,"M","16-25","S",3,2,2,399
0,"M","16-25","S",3,2,2,0
0,"F","26-35","M",3,3,2,0
0,"M","16-25","S",3,1,3,0
1,"F","16-25","S",3,1,3,139
1,"F","26-35","M",3,3,3,140
1,"M","26-35","M",3,5,2,298
1,"F","36-45","M",3,3,2,68
1,"F","36-45","M",3,3,2,49
1,"F","16-25","S",3,4,2,139
1,"F","16-25","S",3,4,2,298
1,"F","16-25","S",3,4,2,79.9
1,"F","46-55","U",-1,2,-1,162.9
0,"F","36-45","M",3,2,2,145
0,"F","26-35","S",2,3,2,38
0,"F","26-35","M",2,4,2,0
1,"F","16-25","S",3,4,2,336
0,"M","26-35","M",3,4,3,0
1,"F","36-45","S",3,3,3,85
1,"F","26-35","U",3,1,-1,69.9
1,"F","46-55","M",3,4,3,88
1,"F","16-25","U",-1,3,-1,19.9
1,"F","16-25","U",-1,3,-1,59.9
1,"F","26-35","S",3,2,3,69
1,"F","16-25","S",3,2,3,298
0,"F","16-25","S",3,2,3,0
