"Income","Country","Age","Height","Location","Gender","Sales"
13891,"Sylvania",36,67,"Rural","Female",237
29584,"Sylvania",48,68,"City","Female",687
21904,"Sylvania",76,64,"City","Male",1093
101171,"Sylvania",24,69,"Rural","Female",256
93406,"Sylvania",28,64,"City","Male",805
33964,"Freedonia",47,65,"Rural","Female",NA
11291,"Sylvania",77,65,"City","Male",941
36536,"Sylvania",25,61,"City","Male",760
12733,"Freedonia",28,64,"Rural","Male",NA
11495,"Freedonia",37,70,"Rural","Female",NA
615557,"Freedonia",21,66,"City","Male",NA
1183,"Sylvania",18,67,"Rural","Female",194
19961,"Sylvania",31,61,"Rural","Female",226
1667474,"Sylvania",20,66,"Rural","Male",322
255883,"Sylvania",56,63,"City","Male",882
222434,"Freedonia",28,66,"City","Female",NA
46717,"Sylvania",47,68,"City","Female",763
710636,"Sylvania",25,68,"City","Female",586
20188,"Sylvania",59,66,"City","Female",734
88398,"Sylvania",41,73,"City","Female",729
3322,"Sylvania",27,62,"Rural","Male",373
5503,"Freedonia",58,68,"Rural","Male",NA
2097,"Sylvania",68,60,"Rural","Male",348
77105,"Sylvania",20,66,"Rural","Female",-169
196987,"Freedonia",35,67,"Rural","Female",NA
65978,"Sylvania",46,66,"City","Male",876
51183,"Sylvania",76,68,"City","Male",846
242106,"Sylvania",54,64,"City","Female",695
8793,"Sylvania",26,67,"City","Male",798
17938,"Sylvania",25,65,"City","Female",755
31751,"Freedonia",36,65,"Rural","Female",NA
28516,"Sylvania",77,65,"City","Female",848
6898,"Freedonia",52,70,"Rural","Male",NA
25078,"Freedonia",71,65,"Rural","Female",NA
3886,"Sylvania",28,70,"Rural","Male",320
8457,"Sylvania",37,62,"City","Male",1031
94839,"Sylvania",33,71,"City","Male",773
83610,"Sylvania",77,63,"City","Female",794
34810,"Sylvania",40,68,"City","Male",896
62989,"Freedonia",59,65,"City","Male",NA
38081,"Freedonia",50,68,"Rural","Male",NA
68159,"Sylvania",26,64,"City","Female",662
54018,"Freedonia",26,63,"Rural","Male",NA
567035,"Sylvania",35,66,"City","Female",738
3108,"Freedonia",29,69,"Rural","Male",NA
411202,"Sylvania",32,64,"City","Male",702
121256,"Sylvania",29,63,"Rural","Female",198
34688,"Sylvania",41,68,"City","Female",726
208136,"Freedonia",35,67,"Rural","Male",NA
20960,"Freedonia",32,69,"Rural","Female",NA
74846,"Freedonia",42,64,"City","Male",NA
24893,"Freedonia",25,69,"Rural","Female",NA
42963,"Sylvania",18,65,"City","Female",571
499601,"Sylvania",41,62,"City","Male",805
845,"Sylvania",32,61,"City","Female",697
10534,"Sylvania",20,67,"Rural","Female",177
376803,"Sylvania",34,64,"Rural","Male",295
119563,"Sylvania",64,67,"City","Male",941
33412,"Sylvania",30,63,"City","Female",711
1637,"Sylvania",51,70,"City","Male",739
8729,"Freedonia",34,68,"City","Female",NA
154860,"Sylvania",55,62,"City","Female",812
17202,"Sylvania",26,67,"City","Female",559
48127,"Sylvania",29,65,"City","Male",705
342803,"Sylvania",23,61,"City","Female",592
5666,"Sylvania",52,65,"City","Female",749
847,"Sylvania",35,61,"City","Male",757
380788,"Sylvania",45,67,"City","Female",689
35039,"Freedonia",19,61,"Rural","Female",NA
54129,"Freedonia",58,69,"Rural","Male",NA
46448,"Sylvania",27,62,"City","Male",863
20045,"Freedonia",25,64,"Rural","Male",NA
10912,"Freedonia",21,65,"City","Female",NA
13303,"Freedonia",67,65,"Rural","Male",NA
39160,"Sylvania",25,68,"City","Female",604
13877,"Sylvania",33,65,"City","Male",802
38863,"Freedonia",21,63,"Rural","Male",NA
795699,"Freedonia",22,66,"Rural","Female",NA
9847,"Sylvania",27,65,"Rural","Female",188
40396,"Freedonia",49,70,"Rural","Male",NA
132789,"Freedonia",31,61,"Rural","Male",NA
18165,"Sylvania",64,61,"City","Male",801
29524,"Freedonia",71,64,"Rural","Male",NA
118093,"Sylvania",45,68,"City","Female",735
9088,"Sylvania",59,65,"City","Female",797
20536,"Freedonia",38,70,"City","Female",NA
705560,"Sylvania",60,71,"City","Female",791
34744,"Freedonia",18,71,"Rural","Male",NA
91144,"Sylvania",45,66,"City","Male",835
68230,"Sylvania",75,68,"City","Female",816
739894,"Freedonia",28,67,"Rural","Female",NA
20323,"Sylvania",41,65,"City","Female",725
38494,"Sylvania",90,64,"City","Male",1050
8788,"Freedonia",83,69,"Rural","Male",NA
1922,"Sylvania",18,65,"City","Female",639
435446,"Sylvania",33,66,"City","Female",642
41139,"Sylvania",20,68,"City","Male",892
3857,"Sylvania",33,65,"City","Male",712
180840,"Sylvania",31,65,"City","Female",753
23413,"Sylvania",96,64,"City","Male",1058
14273,"Sylvania",77,62,"Rural","Male",418
5723,"Sylvania",37,68,"City","Male",918
16810,"Sylvania",74,68,"City","Male",941
24760,"Sylvania",29,68,"City","Female",697
1660,"Sylvania",61,62,"Rural","Male",371
5822,"Sylvania",43,66,"City","Male",916
5279,"Sylvania",22,69,"City","Female",783
19598,"Sylvania",43,69,"City","Female",863
65277,"Freedonia",27,74,"Rural","Male",NA
20621,"Sylvania",83,65,"City","Female",872
19441,"Freedonia",53,62,"Rural","Male",NA
30127,"Sylvania",27,65,"City","Male",-881
11173,"Sylvania",22,65,"City","Male",702
2524,"Sylvania",20,64,"City","Male",615
111485,"Freedonia",21,66,"Rural","Male",NA
42645,"Sylvania",61,69,"City","Female",686
49708,"Freedonia",66,62,"Rural","Male",NA
25642,"Sylvania",24,66,"City","Male",790
75745,"Sylvania",23,65,"City","Female",668
216940,"Sylvania",44,65,"City","Female",633
3721,"Sylvania",30,65,"City","Male",-905
97765,"Sylvania",47,66,"City","Male",973
176015,"Sylvania",26,61,"City","Female",-756
307043,"Sylvania",76,71,"City","Male",-1032
10119,"Sylvania",23,69,"Rural","Female",208
7553,"Freedonia",28,64,"Rural","Female",NA
29665,"Sylvania",52,65,"City","Male",954
36107,"Sylvania",29,63,"Rural","Male",352
88013,"Sylvania",44,71,"City","Male",840
17486,"Freedonia",52,65,"City","Female",NA
22692,"Sylvania",19,65,"City","Male",690
3730,"Freedonia",20,62,"Rural","Female",NA
26088,"Freedonia",18,66,"Rural","Male",NA
389889,"Sylvania",58,64,"City","Female",802
18675,"Sylvania",31,68,"City","Male",784
9984,"Sylvania",67,66,"Rural","Female",278
150401,"Sylvania",46,67,"City","Female",692
22018,"Sylvania",32,67,"City","Male",802
76248,"Sylvania",20,65,"City","Female",627
5751,"Freedonia",33,68,"Rural","Female",NA
69533,"Sylvania",50,64,"City","Female",650
41164,"Sylvania",47,63,"City","Male",920
8826,"Sylvania",88,62,"City","Male",993
918337,"Sylvania",48,67,"Rural","Female",266
39833,"Sylvania",38,65,"City","Male",786
111707,"Freedonia",48,57,"Rural","Male",NA
14745,"Sylvania",19,65,"Rural","Female",210
11991,"Sylvania",71,68,"City","Male",867
9702,"Sylvania",50,66,"City","Male",816
62408,"Sylvania",25,62,"City","Male",875
150333,"Sylvania",25,60,"City","Male",757
65614,"Freedonia",19,61,"City","Female",NA
64580,"Sylvania",55,61,"City","Male",815
96630,"Sylvania",51,68,"City","Male",980
81516,"Freedonia",88,60,"Rural","Female",NA
13072,"Sylvania",22,64,"City","Female",628
740701,"Sylvania",67,71,"Rural","Male",316
17240,"Sylvania",50,57,"Rural","Female",256
31427,"Sylvania",22,62,"City","Female",659
47774,"Freedonia",28,67,"Rural","Male",NA
66643,"Sylvania",24,64,"City","Male",773
28171,"Sylvania",22,65,"City","Male",624
13632,"Sylvania",38,64,"City","Male",816
11664,"Sylvania",23,64,"City","Male",601
169073,"Sylvania",37,66,"City","Female",738
26087,"Freedonia",20,60,"Rural","Male",NA
121255,"Sylvania",27,64,"City","Female",-529
79135,"Sylvania",29,65,"City","Male",763
2798,"Freedonia",57,64,"Rural","Male",NA
10067,"Sylvania",90,61,"City","Female",919
29273,"Sylvania",23,63,"City","Female",615
7886,"Sylvania",44,70,"City","Male",665
6047,"Sylvania",21,64,"Rural","Male",299
78259,"Sylvania",18,67,"City","Female",600
6576,"Sylvania",27,63,"City","Male",722
11847,"Freedonia",32,68,"Rural","Female",NA
8539,"Sylvania",28,63,"City","Female",619
84609,"Sylvania",33,63,"City","Female",530
3567,"Freedonia",18,62,"Rural","Male",NA
72411,"Sylvania",18,68,"City","Male",865
4343,"Sylvania",24,65,"City","Male",846
143358,"Sylvania",39,63,"Rural","Male",377
27816,"Sylvania",31,65,"City","Male",715
11123,"Sylvania",40,69,"City","Male",878
29947,"Sylvania",23,65,"City","Female",599
47630,"Sylvania",39,63,"City","Male",870
69271,"Sylvania",45,64,"City","Female",606
108132,"Sylvania",28,63,"City","Female",623
31947,"Sylvania",27,64,"Rural","Female",209
55436,"Sylvania",41,65,"City","Female",610
170740,"Freedonia",36,66,"Rural","Male",NA
768,"Sylvania",25,65,"Rural","Female",213
73513,"Sylvania",18,64,"City","Female",605
154771,"Sylvania",24,67,"City","Male",745
69412,"Sylvania",35,67,"Rural","Male",384
9534,"Sylvania",37,71,"City","Male",841
356977,"Sylvania",50,56,"City","Female",811
6030,"Freedonia",53,63,"City","Male",NA
1718,"Sylvania",30,62,"City","Female",708
470354,"Freedonia",26,67,"Rural","Male",NA
61520,"Sylvania",27,67,"City","Female",667
61006,"Sylvania",19,62,"City","Female",659
37828,"Sylvania",24,66,"City","Female",669
38085,"Sylvania",34,67,"City","Male",722
31587,"Sylvania",23,68,"City","Male",889
1266,"Freedonia",35,69,"Rural","Male",NA
50252,"Sylvania",44,66,"City","Male",917
14105,"Sylvania",29,64,"City","Female",594
29087,"Sylvania",35,69,"City","Female",-702
1691,"Freedonia",37,64,"Rural","Female",NA
23742,"Sylvania",40,68,"City","Male",790
145204,"Sylvania",19,65,"City","Female",621
38438,"Freedonia",108,63,"Rural","Male",NA
5940,"Sylvania",39,70,"Rural","Female",202
49036,"Sylvania",18,62,"City","Female",647
2861,"Sylvania",51,65,"City","Male",764
152478,"Sylvania",28,68,"City","Female",819
134633,"Freedonia",35,65,"Rural","Male",NA
43546,"Sylvania",26,64,"City","Female",749
3425,"Freedonia",29,67,"Rural","Female",NA
203378,"Freedonia",36,62,"Rural","Female",NA
75163,"Sylvania",32,67,"Rural","Female",214
565721,"Freedonia",33,60,"Rural","Female",NA
25652,"Sylvania",67,70,"City","Female",838
47022,"Sylvania",44,55,"City","Male",878
33947,"Freedonia",55,62,"Rural","Female",NA
16482,"Sylvania",18,65,"City","Female",637
71746,"Freedonia",48,63,"Rural","Female",NA
3160,"Sylvania",18,70,"City","Male",608
540200,"Freedonia",38,69,"Rural","Male",NA
2060,"Sylvania",24,64,"City","Female",636
24629,"Freedonia",47,65,"Rural","Female",NA
5425,"Sylvania",21,65,"City","Female",743
5695,"Sylvania",38,64,"Rural","Female",224
2349,"Sylvania",77,61,"City","Female",818
163457,"Freedonia",68,66,"Rural","Male",NA
75370,"Freedonia",74,67,"Rural","Male",NA
14666,"Sylvania",106,64,"City","Female",1001
160514,"Sylvania",64,65,"City","Male",838
79976,"Sylvania",81,61,"City","Male",973
43786,"Sylvania",20,68,"City","Male",676
8018,"Sylvania",28,69,"City","Female",641
9060,"Sylvania",52,63,"City","Male",942
35056,"Freedonia",32,61,"Rural","Male",NA
15412,"Sylvania",43,67,"City","Female",668
51668,"Sylvania",32,65,"City","Female",623
321696,"Sylvania",46,62,"City","Male",812
65446,"Sylvania",30,65,"City","Female",608
23353,"Sylvania",83,65,"Rural","Female",244
2189,"Sylvania",18,64,"Rural","Male",259
53746,"Freedonia",67,67,"Rural","Male",NA
12373,"Freedonia",23,63,"Rural","Male",NA
54838,"Freedonia",40,65,"Rural","Male",NA
34844,"Sylvania",18,63,"City","Male",656
4511,"Sylvania",75,64,"City","Female",704
58268,"Sylvania",30,63,"City","Male",766
202358,"Sylvania",29,63,"City","Male",840
35337,"Sylvania",19,66,"City","Male",779
11865,"Freedonia",26,64,"Rural","Male",NA
3571,"Sylvania",24,61,"City","Female",512
223767,"Sylvania",70,62,"City","Female",786
347122,"Sylvania",57,68,"City","Female",759
105405,"Sylvania",34,66,"Rural","Female",207
6295,"Sylvania",27,63,"City","Female",-521
71089,"Freedonia",40,70,"Rural","Male",NA
12318,"Sylvania",18,66,"Rural","Female",167
108519,"Sylvania",26,65,"Rural","Female",239
55640,"Sylvania",41,65,"Rural","Male",308
42604,"Sylvania",32,62,"Rural","Female",204
252485,"Sylvania",39,68,"City","Male",921
26333,"Sylvania",31,69,"City","Female",610
63541,"Freedonia",18,68,"Rural","Male",NA
35556,"Sylvania",34,65,"City","Female",682
152878,"Freedonia",65,64,"Rural","Female",NA
90671,"Sylvania",50,64,"City","Female",691
7324,"Sylvania",24,66,"City","Female",533
22738,"Freedonia",18,65,"Rural","Female",NA
5520,"Freedonia",45,67,"Rural","Female",NA
15182,"Freedonia",24,65,"City","Female",NA
24880,"Sylvania",21,68,"City","Female",582
134293,"Sylvania",21,64,"City","Female",-653
11902,"Sylvania",20,69,"Rural","Male",342
107480,"Freedonia",25,69,"Rural","Female",NA
5198,"Sylvania",56,66,"City","Female",763
11770,"Sylvania",27,57,"City","Female",616
22958,"Sylvania",36,66,"City","Female",659
91814,"Freedonia",24,65,"City","Female",NA
48060,"Sylvania",51,69,"City","Female",756
9526,"Sylvania",30,70,"City","Female",709
17202,"Sylvania",24,63,"City","Female",652
155288,"Sylvania",28,65,"City","Female",594
24831,"Sylvania",47,61,"City","Female",628
136732,"Sylvania",37,63,"City","Male",927
1456361,"Freedonia",118,65,"Rural","Female",NA
7283,"Sylvania",33,66,"City","Female",702
55727,"Sylvania",32,68,"City","Male",859
150666,"Sylvania",19,64,"Rural","Female",219
428054,"Freedonia",43,64,"Rural","Female",NA
23984,"Sylvania",90,63,"City","Female",824
145273,"Sylvania",47,65,"City","Male",888
10404,"Freedonia",41,66,"Rural","Female",NA
3800,"Freedonia",26,60,"Rural","Female",NA
104873,"Freedonia",20,70,"Rural","Male",NA
106936,"Sylvania",35,68,"City","Female",695
171436,"Freedonia",29,66,"Rural","Female",NA
42864,"Sylvania",76,64,"City","Female",745
50573,"Sylvania",22,69,"City","Male",791
31489,"Sylvania",24,65,"City","Female",639
4941,"Freedonia",36,63,"Rural","Female",NA
56912,"Freedonia",92,70,"Rural","Female",NA
98898,"Freedonia",35,63,"City","Female",NA
597726,"Sylvania",42,60,"City","Male",733
55112,"Sylvania",45,65,"City","Male",677
75031,"Sylvania",39,67,"City","Female",694
107616,"Sylvania",49,65,"City","Male",841
11333,"Sylvania",44,65,"City","Male",-806
7987,"Sylvania",43,66,"City","Female",634
54972,"Sylvania",35,64,"City","Female",651
1047,"Freedonia",31,65,"Rural","Female",NA
23805,"Freedonia",20,64,"City","Male",NA
39698,"Freedonia",68,64,"City","Male",NA
8959,"Sylvania",21,69,"City","Male",686
87104,"Sylvania",29,65,"City","Male",643
3261,"Freedonia",46,64,"Rural","Female",NA
46498,"Sylvania",23,62,"City","Male",647
10217,"Freedonia",21,64,"Rural","Male",NA
10806,"Sylvania",66,67,"City","Male",-927
247607,"Freedonia",45,60,"Rural","Female",NA
15035,"Freedonia",40,60,"Rural","Male",NA
8682,"Freedonia",42,64,"Rural","Female",NA
723948,"Sylvania",33,61,"City","Male",805
76057,"Sylvania",62,61,"City","Male",956
68293,"Sylvania",28,63,"City","Male",770
69543,"Sylvania",31,62,"City","Female",689
16189,"Sylvania",62,68,"City","Male",865
53904,"Sylvania",41,66,"City","Female",613
936,"Freedonia",43,67,"Rural","Female",NA
93587,"Sylvania",39,67,"City","Female",-724
487074,"Sylvania",27,65,"Rural","Male",400
45214,"Sylvania",24,69,"City","Female",624
318036,"Sylvania",33,70,"City","Female",640
206124,"Sylvania",22,68,"City","Male",781
159375,"Sylvania",53,67,"City","Female",662
47824,"Sylvania",33,67,"Rural","Female",182
145258,"Freedonia",23,62,"Rural","Female",NA
29347,"Sylvania",30,61,"City","Male",722
59773,"Freedonia",21,65,"Rural","Female",NA
71296,"Sylvania",26,70,"City","Male",841
5155,"Sylvania",23,72,"Rural","Female",172
145819,"Freedonia",22,69,"Rural","Male",NA
255161,"Sylvania",49,65,"City","Male",823
189397,"Freedonia",22,61,"Rural","Male",NA
11456,"Freedonia",24,59,"Rural","Female",NA
4391,"Sylvania",59,66,"City","Female",646
11288,"Sylvania",27,70,"City","Male",893
5217,"Freedonia",48,66,"Rural","Female",NA
114955,"Sylvania",27,67,"City","Male",699
8002,"Sylvania",39,73,"City","Female",482
35567,"Freedonia",32,64,"Rural","Male",NA
3749,"Sylvania",34,65,"Rural","Male",394
49101,"Sylvania",86,59,"City","Male",1001
43547,"Freedonia",26,64,"Rural","Female",NA
75358,"Sylvania",25,62,"City","Male",722
13399,"Sylvania",32,65,"City","Female",649
610376,"Sylvania",25,62,"City","Male",863
41762,"Sylvania",28,63,"City","Female",581
102019,"Sylvania",22,65,"City","Male",874
11144,"Sylvania",60,68,"Rural","Male",286
1103,"Sylvania",50,64,"City","Male",865
154326,"Sylvania",28,68,"City","Female",513
19946,"Sylvania",21,67,"City","Male",794
153161,"Sylvania",32,62,"City","Male",716
28318,"Freedonia",35,65,"Rural","Female",NA
14787,"Freedonia",30,66,"Rural","Female",NA
67988,"Freedonia",67,65,"City","Male",NA
23479,"Sylvania",37,64,"City","Female",708
1766,"Sylvania",55,69,"City","Male",805
52192,"Sylvania",39,65,"Rural","Male",288
8221,"Sylvania",20,68,"City","Female",514
44536,"Sylvania",31,64,"City","Male",824
975418,"Freedonia",42,65,"Rural","Female",NA
290349,"Freedonia",32,67,"Rural","Male",NA
23813,"Sylvania",61,65,"Rural","Male",369
224863,"Freedonia",53,65,"Rural","Male",NA
423207,"Sylvania",23,64,"City","Female",718
225390,"Freedonia",51,63,"Rural","Female",NA
18313,"Sylvania",29,64,"Rural","Male",361
571204,"Sylvania",75,68,"City","Male",836
136122,"Sylvania",20,66,"City","Female",672
8310,"Freedonia",36,72,"Rural","Female",NA
140801,"Sylvania",41,67,"City","Female",721
12674,"Sylvania",41,65,"City","Female",733
138452,"Sylvania",21,65,"Rural","Male",355
8219,"Sylvania",21,64,"City","Female",-607
3589,"Sylvania",21,61,"City","Female",635
42466,"Sylvania",23,66,"City","Male",765
212375,"Sylvania",64,68,"Rural","Female",226
159927,"Sylvania",18,60,"City","Male",529
41152,"Sylvania",63,64,"City","Male",825
37072,"Sylvania",44,66,"City","Male",1042
232190,"Sylvania",42,69,"City","Male",762
65341,"Freedonia",40,68,"Rural","Female",NA
111617,"Sylvania",26,64,"City","Male",613
222609,"Sylvania",59,63,"City","Female",854
4578,"Sylvania",68,65,"City","Female",786
77421,"Sylvania",42,71,"City","Female",686
143267,"Sylvania",18,69,"City","Male",657
40982,"Sylvania",47,71,"City","Male",703
112368,"Sylvania",53,64,"City","Female",808
7586,"Sylvania",49,68,"City","Male",877
18082,"Sylvania",22,67,"City","Male",886
2335,"Sylvania",21,66,"Rural","Female",185
17801,"Sylvania",18,67,"City","Male",706
125336,"Sylvania",36,63,"City","Female",744
50794,"Sylvania",47,60,"Rural","Female",233
56277,"Sylvania",65,66,"Rural","Female",260
8266,"Sylvania",28,62,"City","Male",789
2445,"Sylvania",33,63,"City","Male",821
19816,"Freedonia",42,65,"Rural","Male",NA
7474,"Sylvania",53,66,"City","Male",906
178017,"Sylvania",18,64,"City","Female",687
22935,"Sylvania",41,66,"City","Female",723
159347,"Sylvania",19,67,"City","Male",555
5935,"Sylvania",70,67,"Rural","Female",295
8474,"Sylvania",27,61,"City","Male",764
125712,"Sylvania",74,67,"City","Female",720
4156,"Sylvania",32,63,"City","Female",704
8448,"Sylvania",32,61,"City","Male",895
5496,"Sylvania",35,71,"Rural","Female",194
17309,"Sylvania",36,66,"City","Male",705
483399,"Sylvania",68,63,"City","Female",818
44818,"Sylvania",19,65,"City","Male",735
98795,"Freedonia",38,68,"Rural","Female",NA
28946,"Sylvania",79,62,"City","Female",815
44544,"Freedonia",34,66,"City","Female",NA
118018,"Sylvania",35,63,"City","Male",844
35195,"Sylvania",43,68,"Rural","Female",221
7929,"Sylvania",32,61,"City","Male",725
35711,"Sylvania",48,63,"City","Male",969
8906,"Sylvania",22,65,"City","Male",740
26338,"Sylvania",56,63,"City","Male",958
32020,"Sylvania",18,67,"Rural","Male",293
58711,"Sylvania",33,65,"Rural","Male",291
5010,"Sylvania",34,68,"City","Female",646
1970,"Freedonia",38,66,"Rural","Male",NA
44905,"Sylvania",18,63,"City","Male",617
3589,"Sylvania",20,70,"City","Female",712
51818,"Sylvania",28,66,"Rural","Female",199
113420,"Sylvania",74,64,"Rural","Male",414
2129,"Sylvania",66,64,"City","Female",-744
1503,"Sylvania",24,63,"Rural","Male",311
66707,"Sylvania",84,62,"City","Female",922
51922,"Freedonia",28,67,"Rural","Female",NA
11259,"Sylvania",78,58,"City","Female",882
98501,"Freedonia",34,66,"Rural","Male",NA
33014,"Sylvania",69,66,"City","Female",722
35395,"Freedonia",22,64,"Rural","Male",NA
10489,"Sylvania",49,67,"City","Female",731
119264,"Sylvania",45,61,"City","Female",819
37395,"Sylvania",35,66,"City","Female",737
169938,"Sylvania",37,69,"City","Female",631
76475,"Sylvania",22,68,"City","Male",860
69877,"Sylvania",54,68,"City","Male",-776
33943,"Sylvania",21,65,"City","Male",669
99489,"Sylvania",19,75,"City","Male",735
50493,"Sylvania",28,66,"Rural","Female",184
6983,"Sylvania",43,66,"City","Male",823
64643,"Sylvania",85,60,"City","Male",927
47452,"Sylvania",25,67,"City","Female",742
26298,"Sylvania",26,67,"City","Female",633
8281,"Sylvania",35,64,"City","Female",586
133762,"Freedonia",96,64,"Rural","Female",NA
62341,"Sylvania",23,65,"City","Male",739
36542,"Freedonia",61,67,"Rural","Male",NA
8490,"Sylvania",52,64,"City","Male",814
20937,"Sylvania",27,65,"City","Female",684
4126,"Sylvania",35,62,"City","Female",618
86751,"Sylvania",29,66,"City","Female",696
5142,"Sylvania",44,64,"Rural","Male",354
9159,"Sylvania",41,65,"City","Female",686
3625,"Sylvania",43,63,"City","Female",681
26666,"Sylvania",37,64,"City","Male",721
72438,"Sylvania",64,68,"City","Male",805
237075,"Sylvania",29,68,"City","Male",788
29102,"Sylvania",32,71,"City","Male",839
38120,"Sylvania",19,69,"City","Male",827
22475,"Sylvania",55,61,"City","Male",971
72088,"Sylvania",29,65,"City","Male",923
33072,"Sylvania",54,71,"City","Female",788
124472,"Freedonia",31,65,"Rural","Female",NA
56982,"Freedonia",23,67,"Rural","Male",NA
44706,"Sylvania",21,61,"City","Female",624
6736,"Sylvania",27,67,"City","Female",587
10570,"Sylvania",48,67,"Rural","Male",333
49375,"Sylvania",37,63,"City","Male",986
1118,"Sylvania",21,68,"Rural","Male",258
31331,"Sylvania",34,68,"City","Male",773
194841,"Sylvania",42,67,"City","Male",841
19176,"Sylvania",28,65,"City","Male",889
8265,"Sylvania",28,66,"City","Female",609
4003,"Sylvania",34,64,"City","Male",699
69229,"Sylvania",22,67,"City","Female",643
30409,"Sylvania",32,61,"City","Female",698
78685,"Sylvania",18,67,"City","Female",564
552,"Sylvania",27,66,"Rural","Female",205
8876,"Sylvania",19,65,"City","Female",640
6737,"Freedonia",27,66,"Rural","Male",NA
1475,"Freedonia",20,62,"Rural","Female",NA
161686,"Sylvania",49,62,"City","Male",916
24808,"Sylvania",62,65,"City","Female",844
43102,"Freedonia",26,70,"Rural","Male",NA
401918,"Freedonia",37,65,"Rural","Male",NA
186020,"Sylvania",21,68,"City","Male",752
7046,"Sylvania",29,67,"City","Male",900
36579,"Sylvania",22,65,"City","Female",589
92750,"Freedonia",24,66,"Rural","Male",NA
112315,"Freedonia",63,63,"Rural","Male",NA
35731,"Sylvania",44,66,"City","Female",655
17163,"Sylvania",22,68,"City","Female",582
16343,"Sylvania",21,65,"City","Male",802
28231,"Freedonia",78,64,"Rural","Male",NA
1980587,"Sylvania",26,65,"City","Female",648
577,"Sylvania",26,62,"City","Female",515
101493,"Freedonia",23,65,"Rural","Female",NA
33993,"Sylvania",24,64,"Rural","Male",323
2871,"Sylvania",25,65,"City","Female",713
1393,"Sylvania",45,63,"City","Male",810
32737,"Sylvania",27,68,"City","Male",830
111892,"Sylvania",31,66,"City","Female",712
49277,"Sylvania",18,65,"City","Male",733
36037,"Sylvania",98,66,"City","Male",908
16543,"Sylvania",92,63,"City","Female",850
4276,"Sylvania",22,66,"Rural","Female",236
18574,"Sylvania",32,68,"City","Male",867
196704,"Sylvania",24,65,"Rural","Female",218
59473,"Sylvania",20,71,"City","Male",796
1717869,"Sylvania",47,61,"City","Male",797
581612,"Sylvania",38,65,"Rural","Female",231
2051,"Freedonia",27,67,"Rural","Female",NA
122545,"Sylvania",33,63,"City","Male",857
626402,"Sylvania",19,66,"City","Female",641
30210,"Sylvania",49,64,"City","Female",748
4194,"Freedonia",48,66,"Rural","Male",NA
46969,"Sylvania",47,64,"City","Male",887
6106,"Sylvania",72,68,"City","Female",816
16496,"Sylvania",32,62,"Rural","Male",347
113364,"Freedonia",62,66,"Rural","Male",NA
9278,"Sylvania",28,64,"City","Male",674
26638,"Sylvania",33,65,"City","Female",753
12895,"Freedonia",37,68,"Rural","Female",NA
21691,"Freedonia",53,66,"Rural","Male",NA
4075,"Sylvania",42,64,"Rural","Male",368
75156,"Freedonia",22,66,"City","Female",NA
11713,"Sylvania",55,58,"City","Female",852
11316,"Sylvania",53,63,"City","Male",1069
99204,"Sylvania",27,69,"City","Male",922
15114,"Sylvania",39,64,"City","Female",-671
52558,"Sylvania",21,61,"City","Female",612
14534,"Sylvania",31,68,"City","Female",590
54187,"Sylvania",44,65,"City","Female",739
17239,"Sylvania",90,66,"City","Female",910
32747,"Sylvania",26,68,"City","Female",726
64084,"Sylvania",50,63,"City","Female",669
45360,"Freedonia",26,66,"City","Female",NA
3545,"Freedonia",19,70,"Rural","Male",NA
13302,"Sylvania",21,68,"City","Male",673
1406,"Sylvania",31,66,"City","Male",717
436599,"Sylvania",38,68,"City","Male",780
22767,"Sylvania",22,68,"City","Male",788
83227,"Sylvania",39,63,"City","Female",-742
10057,"Sylvania",23,64,"City","Female",647
6740,"Sylvania",36,67,"City","Male",960
236602,"Sylvania",88,63,"Rural","Female",308
57494,"Sylvania",56,63,"City","Female",720
2826,"Freedonia",55,59,"Rural","Female",NA
207015,"Sylvania",63,66,"City","Male",1026
1244,"Sylvania",32,68,"City","Female",689
518647,"Freedonia",20,65,"City","Female",NA
4127,"Sylvania",23,68,"City","Female",655
114560,"Sylvania",82,66,"City","Female",885
174090,"Sylvania",40,66,"City","Female",729
26888,"Sylvania",18,66,"City","Male",664
17490,"Sylvania",54,58,"City","Male",1004
152678,"Freedonia",28,68,"Rural","Female",NA
359646,"Freedonia",25,68,"Rural","Female",NA
6950,"Sylvania",58,65,"Rural","Male",339
6659,"Sylvania",87,66,"City","Male",-1027
27545,"Freedonia",18,70,"Rural","Female",NA
45470,"Sylvania",31,65,"Rural","Male",317
959809,"Freedonia",32,66,"Rural","Male",NA
101256,"Sylvania",24,66,"City","Female",666
139954,"Sylvania",28,64,"City","Female",673
40071,"Sylvania",27,57,"City","Male",-698
284200,"Sylvania",25,66,"City","Male",793
65551,"Sylvania",31,64,"City","Female",661
99566,"Sylvania",42,63,"City","Female",650
300124,"Sylvania",53,67,"City","Female",630
62979,"Freedonia",58,66,"Rural","Female",NA
167407,"Freedonia",44,66,"Rural","Male",NA
8038,"Freedonia",19,62,"Rural","Female",NA
14386,"Sylvania",21,64,"City","Male",773
1669,"Freedonia",61,65,"City","Male",NA
9148,"Sylvania",26,60,"City","Female",479
15567,"Freedonia",61,71,"Rural","Male",NA
11701,"Sylvania",52,65,"City","Female",655
19494,"Sylvania",76,67,"Rural","Female",271
15580,"Sylvania",46,62,"Rural","Female",226
11452,"Sylvania",36,62,"City","Male",762
