"TARGET","GENDER","MARRIAGE","CREDIT_LIMIT","AGE"
"NOT_PAID",2,2,80000,25
"PAID",2,1,20000,22
"PAID",2,2,70000,25
"PAID",2,2,120000,26
"PAID",2,2,20000,26
"PAID",2,2,20000,22
"PAID",2,2,170000,23
"PAID",2,2,130000,24
"PAID",2,2,180000,32
"PAID",2,2,240000,30
"PAID",2,1,50000,27
"NOT_PAID",2,1,1e+05,39
"PAID",2,2,80000,33
"NOT_PAID",2,3,10000,46
"PAID",2,2,50000,35
"NOT_PAID",2,1,80000,35
"NOT_PAID",2,1,40000,39
"NOT_PAID",2,1,90000,40
"PAID",2,1,170000,40
"PAID",2,2,50000,49
"NOT_PAID",2,1,10000,41
"PAID",2,1,70000,34
"PAID",2,2,20000,38
"PAID",2,2,120000,36
"PAID",2,1,110000,38
"NOT_PAID",2,1,50000,36
"PAID",2,2,110000,34
"PAID",2,1,50000,37
"NOT_PAID",2,2,360000,31
"NOT_PAID",2,1,20000,38
"NOT_PAID",2,1,180000,42
"PAID",2,1,1e+05,37
"NOT_PAID",2,1,20000,37
"PAID",2,1,150000,39
"PAID",2,1,60000,27
"NOT_PAID",2,2,80000,29
"NOT_PAID",2,1,60000,47
"NOT_PAID",2,1,20000,43
"NOT_PAID",2,2,110000,33
"PAID",2,1,1e+05,41
"PAID",2,1,280000,37
"PAID",2,2,130000,36
"PAID",2,2,50000,29
"PAID",2,1,60000,33
"PAID",2,1,70000,34
"NOT_PAID",2,1,240000,46
"NOT_PAID",2,2,310000,31
"PAID",2,2,20000,33
"PAID",2,1,50000,37
"PAID",2,2,50000,33
"PAID",2,1,130000,34
"PAID",2,2,230000,30
"PAID",2,1,380000,31
"PAID",2,2,160000,32
"PAID",2,1,20000,32
"NOT_PAID",2,2,150000,33
"PAID",2,2,90000,32
"PAID",2,1,4e+05,33
"PAID",2,1,70000,34
"PAID",2,1,50000,34
"PAID",2,1,30000,35
"PAID",2,1,20000,46
"NOT_PAID",2,2,20000,39
"NOT_PAID",2,1,130000,37
"PAID",2,1,80000,41
"NOT_PAID",2,1,360000,41
"PAID",2,0,120000,47
"PAID",2,1,2e+05,41
"PAID",2,1,150000,38
"PAID",2,2,50000,44
"NOT_PAID",2,1,170000,40
"PAID",2,1,230000,34
"NOT_PAID",2,2,50000,46
"PAID",2,1,280000,36
"PAID",2,1,50000,44
"PAID",2,1,30000,31
"PAID",2,1,360000,32
"NOT_PAID",2,2,4e+05,32
"PAID",2,2,80000,33
"PAID",2,2,150000,34
"PAID",2,1,260000,36
"PAID",2,1,110000,39
"PAID",2,1,50000,41
"PAID",2,2,3e+05,40
"NOT_PAID",2,1,20000,37
"NOT_PAID",2,2,290000,37
"PAID",2,1,120000,45
"PAID",2,2,20000,40
"NOT_PAID",2,2,360000,36
"PAID",2,1,150000,41
"NOT_PAID",2,1,1e+05,42
"PAID",2,1,170000,45
"NOT_PAID",2,2,2e+05,49
"NOT_PAID",2,1,60000,48
"PAID",2,1,80000,29
"PAID",2,1,40000,30
"NOT_PAID",2,1,50000,30
"NOT_PAID",2,2,50000,39
"PAID",2,1,40000,39
"PAID",2,2,120000,25
"NOT_PAID",2,2,2e+05,25
"PAID",2,2,30000,29
"PAID",2,1,260000,33
"PAID",2,2,390000,31
"NOT_PAID",2,1,140000,31
"PAID",2,2,150000,32
"PAID",2,1,30000,32
"PAID",2,3,90000,36
"PAID",2,1,150000,39
"PAID",2,1,30000,39
"PAID",2,2,2e+05,36
"PAID",2,2,30000,38
"NOT_PAID",2,1,30000,48
"PAID",2,1,50000,29
"PAID",2,1,310000,29
"PAID",2,1,5e+05,37
"PAID",2,1,5e+05,36
"PAID",2,1,3e+05,36
"PAID",2,2,430000,30
"PAID",2,1,30000,30
"PAID",2,2,30000,31
"PAID",2,2,2e+05,32
"PAID",2,1,130000,32
"PAID",2,2,120000,33
"PAID",2,2,170000,31
"PAID",2,1,210000,34
"PAID",2,1,130000,34
"PAID",2,1,420000,35
"PAID",2,1,180000,39
"PAID",2,2,240000,40
"NOT_PAID",2,1,1e+05,44
"PAID",2,2,130000,45
"NOT_PAID",2,1,20000,43
"PAID",2,2,50000,46
"PAID",2,1,70000,38
"PAID",2,1,30000,41
"NOT_PAID",2,1,50000,48
"PAID",2,1,5e+05,41
"PAID",2,2,2e+05,41
"NOT_PAID",2,1,120000,42
"PAID",2,1,2e+05,49
"NOT_PAID",2,2,150000,36
"PAID",2,1,1e+05,42
"PAID",2,2,50000,38
"NOT_PAID",2,1,50000,36
"NOT_PAID",2,1,50000,43
"PAID",2,2,550000,33
"PAID",2,1,30000,35
"PAID",2,1,150000,39
"PAID",2,2,140000,27
"PAID",2,2,50000,48
"PAID",2,2,160000,39
"PAID",2,1,50000,26
"PAID",2,1,50000,28
"PAID",2,2,110000,33
"NOT_PAID",2,1,50000,46
"PAID",2,2,350000,31
"PAID",2,1,70000,42
"PAID",2,1,210000,38
"PAID",2,1,180000,36
"PAID",2,1,30000,28
"PAID",2,1,630000,31
"PAID",2,1,220000,41
"PAID",2,1,280000,44
"PAID",2,1,340000,40
"NOT_PAID",2,2,180000,33
"PAID",2,1,250000,35
"NOT_PAID",2,2,20000,48
"PAID",2,1,140000,40
"NOT_PAID",2,2,130000,44
"PAID",2,1,120000,38
"PAID",2,1,360000,42
"PAID",2,1,240000,43
"PAID",2,1,310000,40
"NOT_PAID",2,1,1e+05,46
"PAID",2,1,2e+05,37
"PAID",2,1,80000,29
"PAID",2,2,210000,32
"PAID",2,2,180000,31
"PAID",2,1,70000,33
"PAID",2,2,60000,36
"PAID",2,1,2e+05,49
"PAID",2,2,50000,48
"NOT_PAID",2,1,50000,46
"PAID",2,1,70000,41
"PAID",2,1,130000,48
"PAID",2,1,140000,47
"PAID",2,1,350000,36
"PAID",2,2,150000,30
"PAID",2,1,50000,39
"PAID",2,1,50000,47
"PAID",2,2,30000,36
"PAID",2,1,20000,38
"PAID",2,2,50000,33
"NOT_PAID",2,2,30000,47
"PAID",2,2,230000,47
"NOT_PAID",2,1,70000,43
"PAID",2,2,30000,49
"PAID",2,1,150000,33
"PAID",2,1,40000,38
"PAID",2,1,250000,31
"PAID",2,1,2e+05,46
"PAID",2,1,190000,31
"PAID",2,1,390000,33
"NOT_PAID",2,1,20000,36
"PAID",2,1,2e+05,47
"PAID",2,1,60000,38
"PAID",2,2,30000,39
"PAID",2,2,230000,38
"PAID",2,1,130000,33
"NOT_PAID",2,1,140000,44
"PAID",2,1,360000,45
"NOT_PAID",2,2,20000,31
"PAID",2,2,1e+05,35
"PAID",2,2,210000,45
"PAID",2,1,50000,32
"PAID",2,1,380000,44
"PAID",2,2,50000,39
"PAID",2,2,2e+05,30
"PAID",2,1,50000,30
"PAID",2,1,150000,31
"NOT_PAID",2,1,30000,32
"NOT_PAID",2,2,30000,34
"PAID",2,1,110000,39
"PAID",2,1,30000,38
"PAID",2,1,130000,39
"NOT_PAID",2,1,260000,39
"NOT_PAID",2,1,30000,43
"PAID",2,2,220000,47
"NOT_PAID",2,1,120000,33
"PAID",2,2,1e+05,43
"NOT_PAID",2,1,1e+05,38
"NOT_PAID",2,2,70000,44
"NOT_PAID",2,1,20000,46
"PAID",2,1,320000,36
"PAID",2,1,210000,45
"PAID",2,1,90000,37
"PAID",2,1,120000,36
"PAID",2,1,360000,35
"PAID",2,1,140000,30
"PAID",2,1,3e+05,32
"NOT_PAID",2,1,90000,43
"NOT_PAID",2,2,170000,44
"PAID",2,1,190000,46
"NOT_PAID",2,1,140000,40
"PAID",2,1,2e+05,37
"PAID",2,1,5e+05,43
"PAID",2,1,3e+05,38
"PAID",2,2,180000,29
"PAID",2,1,360000,44
"PAID",2,1,90000,32
"PAID",2,1,150000,44
"PAID",2,1,5e+05,30
"PAID",2,2,80000,29
"NOT_PAID",2,2,10000,46
"PAID",2,1,180000,46
"PAID",2,2,150000,36
"PAID",2,1,80000,44
"NOT_PAID",2,1,60000,30
"PAID",2,1,240000,35
"PAID",2,1,50000,35
"PAID",2,2,230000,33
"PAID",2,2,40000,33
"NOT_PAID",2,1,250000,33
"PAID",2,1,50000,32
"NOT_PAID",2,1,120000,39
"NOT_PAID",2,2,50000,41
"PAID",2,1,60000,38
"PAID",2,2,160000,35
"NOT_PAID",2,1,50000,43
"PAID",2,1,4e+05,48
"PAID",2,3,50000,39
"PAID",2,2,1e+05,31
"PAID",2,2,1e+05,34
"PAID",2,2,360000,35
"PAID",2,2,30000,41
"PAID",2,1,50000,32
"NOT_PAID",2,1,80000,28
"PAID",2,2,150000,28
"PAID",2,1,10000,33
"PAID",2,1,2e+05,35
"PAID",2,2,30000,42
"PAID",2,1,220000,37
"PAID",2,2,180000,28
"PAID",2,2,220000,30
"PAID",2,2,220000,29
"PAID",2,2,390000,33
"PAID",2,1,350000,36
"NOT_PAID",2,1,560000,45
"NOT_PAID",2,1,240000,37
"PAID",2,1,410000,43
"NOT_PAID",2,2,90000,36
"PAID",2,2,30000,31
"NOT_PAID",2,1,40000,33
"PAID",2,2,60000,46
"PAID",2,1,390000,41
"PAID",2,1,130000,35
"NOT_PAID",2,2,90000,32
"PAID",2,1,3e+05,36
"PAID",2,1,220000,33
"PAID",2,2,20000,33
"PAID",2,1,140000,35
"PAID",2,1,150000,47
"PAID",2,1,120000,44
"PAID",2,1,2e+05,37
"NOT_PAID",2,1,20000,40
"NOT_PAID",2,1,110000,41
"PAID",2,2,290000,34
"PAID",2,1,210000,45
"PAID",2,2,370000,40
"PAID",2,0,80000,41
"PAID",2,1,2e+05,42
"PAID",2,1,180000,35
"PAID",2,2,260000,35
"NOT_PAID",2,1,50000,43
"PAID",2,1,150000,40
"PAID",2,1,190000,45
"PAID",2,2,160000,42
"PAID",2,1,180000,37
"PAID",2,2,130000,32
"PAID",2,1,30000,47
"NOT_PAID",2,1,1e+05,36
"NOT_PAID",2,2,20000,37
"PAID",2,1,1e+05,43
"PAID",2,1,20000,40
"NOT_PAID",2,1,20000,35
"PAID",2,2,20000,48
"NOT_PAID",2,1,50000,42
"NOT_PAID",2,1,110000,38
"NOT_PAID",2,1,60000,48
"PAID",2,2,50000,35
"NOT_PAID",2,2,2e+05,40
"PAID",2,1,360000,48
"PAID",2,1,110000,35
"PAID",2,1,230000,46
"PAID",2,2,180000,39
"PAID",2,2,180000,31
"PAID",2,2,50000,42
"PAID",2,1,570000,39
"PAID",2,1,30000,45
"PAID",2,1,140000,46
"NOT_PAID",2,1,50000,44
"NOT_PAID",2,1,50000,35
"NOT_PAID",2,2,120000,35
"NOT_PAID",2,2,120000,35
"PAID",2,2,50000,45
"PAID",2,1,180000,40
"PAID",2,1,80000,42
"PAID",2,1,3e+05,43
"PAID",2,1,80000,37
"NOT_PAID",2,2,70000,34
"PAID",2,1,320000,40
"PAID",2,2,5e+05,35
"PAID",2,2,250000,35
"PAID",2,1,230000,46
"PAID",2,1,80000,45
"NOT_PAID",2,1,170000,40
"PAID",2,0,110000,31
"PAID",2,2,240000,31
"PAID",2,1,150000,46
"PAID",2,1,90000,37
"NOT_PAID",2,1,1e+05,36
"NOT_PAID",2,1,30000,42
"NOT_PAID",2,1,80000,40
"NOT_PAID",2,1,260000,49
"PAID",2,1,2e+05,43
"NOT_PAID",2,1,20000,39
"NOT_PAID",2,2,160000,31
"PAID",2,2,70000,38
"PAID",2,1,20000,43
"PAID",2,1,2e+05,45
"PAID",2,1,440000,49
"PAID",2,1,20000,43
"PAID",2,1,110000,35
"PAID",2,1,130000,44
"PAID",2,1,50000,33
"NOT_PAID",2,1,290000,35
"PAID",2,1,480000,38
"PAID",2,2,310000,29
"NOT_PAID",2,1,30000,30
"PAID",2,1,5e+05,39
"PAID",2,2,80000,31
"PAID",2,1,1e+05,32
"PAID",2,1,70000,37
"PAID",2,1,210000,43
"PAID",2,1,180000,43
"PAID",2,1,50000,43
"PAID",2,2,60000,34
"PAID",2,1,50000,40
"PAID",2,1,70000,38
"PAID",2,2,50000,36
"PAID",2,1,350000,42
"PAID",2,1,170000,45
"PAID",2,1,180000,32
"PAID",2,2,220000,30
"NOT_PAID",2,1,80000,30
"PAID",2,1,360000,33
"PAID",2,2,5e+05,31
"PAID",2,2,410000,31
"NOT_PAID",2,1,80000,32
"NOT_PAID",2,2,180000,33
"PAID",2,2,280000,31
"PAID",2,2,20000,31
"NOT_PAID",2,2,30000,31
"PAID",2,1,2e+05,31
"NOT_PAID",2,2,180000,32
"PAID",2,2,140000,33
"PAID",2,2,130000,29
"PAID",2,1,20000,30
"NOT_PAID",2,2,120000,29
"PAID",2,2,50000,30
"PAID",2,1,310000,30
"PAID",2,2,420000,30
"PAID",2,2,60000,30
"PAID",2,1,140000,30
"NOT_PAID",2,2,80000,30
"PAID",2,1,220000,31
"PAID",2,1,360000,33
"PAID",2,2,290000,29
"PAID",2,2,260000,30
"PAID",2,2,170000,29
"NOT_PAID",2,2,2e+05,34
"PAID",2,1,140000,35
"PAID",2,2,170000,39
"PAID",2,1,220000,45
"NOT_PAID",2,1,230000,44
"PAID",2,2,360000,38
"PAID",2,1,340000,36
"NOT_PAID",2,1,360000,37
"PAID",2,2,90000,42
"NOT_PAID",2,1,130000,47
"NOT_PAID",2,1,80000,41
"PAID",2,1,4e+05,41
"PAID",2,2,240000,43
"NOT_PAID",2,1,10000,46
"PAID",2,1,240000,41
"PAID",2,1,130000,40
"PAID",2,1,20000,44
"PAID",2,1,80000,40
"PAID",2,1,250000,39
"PAID",2,1,30000,44
"PAID",2,1,280000,42
"PAID",2,1,290000,49
"PAID",2,2,5e+05,46
"PAID",2,1,80000,40
"PAID",2,1,120000,47
"PAID",2,1,80000,48
"PAID",2,2,210000,41
"NOT_PAID",2,2,1e+05,30
"PAID",2,1,210000,41
"PAID",2,1,5e+05,44
"PAID",2,1,230000,39
"PAID",2,1,110000,40
"PAID",2,1,210000,46
"PAID",2,2,320000,35
"PAID",2,2,140000,37
"PAID",2,1,40000,48
"PAID",2,1,280000,35
"PAID",2,1,220000,47
"PAID",2,1,250000,37
"PAID",2,2,70000,34
"PAID",2,1,70000,35
"NOT_PAID",2,1,3e+05,47
"PAID",2,1,50000,40
"PAID",2,2,70000,36
"PAID",2,1,50000,35
"NOT_PAID",2,1,250000,35
"PAID",2,1,120000,34
"NOT_PAID",2,1,70000,35
"PAID",2,1,440000,40
"PAID",2,1,280000,41
"PAID",2,1,360000,42
"PAID",2,1,150000,43
"NOT_PAID",2,2,3e+05,44
"PAID",2,1,20000,42
"PAID",2,1,380000,38
"PAID",2,1,340000,44
"PAID",2,2,210000,41
"NOT_PAID",2,1,60000,41
"PAID",2,1,130000,46
"PAID",2,1,340000,43
"PAID",2,1,170000,49
"PAID",2,1,360000,43
"PAID",2,1,60000,35
"PAID",2,1,360000,37
"PAID",2,1,280000,41
"PAID",2,1,240000,34
"PAID",2,2,120000,34
"PAID",2,2,90000,33
"PAID",2,1,1e+05,34
"PAID",2,1,410000,34
"PAID",2,1,190000,43
"PAID",2,1,220000,36
"NOT_PAID",2,2,90000,44
"PAID",2,2,120000,30
"NOT_PAID",2,2,10000,50
"PAID",2,1,5e+05,50
"PAID",2,1,120000,51
"PAID",2,1,120000,50
"NOT_PAID",2,1,220000,51
"PAID",2,1,240000,50
"PAID",2,2,150000,36
"PAID",2,1,5e+05,50
"PAID",2,1,150000,50
"PAID",2,1,60000,49
"NOT_PAID",2,1,30000,50
"PAID",2,1,320000,53
"PAID",2,1,470000,61
"PAID",2,2,440000,51
"PAID",2,1,50000,51
"PAID",2,1,220000,51
"PAID",2,1,360000,54
"PAID",2,1,90000,58
"NOT_PAID",2,2,50000,60
"PAID",2,1,50000,56
"PAID",2,1,290000,58
"NOT_PAID",2,1,350000,50
"PAID",2,1,110000,52
"NOT_PAID",2,1,40000,53
"NOT_PAID",2,1,50000,59
"PAID",2,1,110000,55
"PAID",2,1,360000,70
"NOT_PAID",2,2,2e+05,63
"PAID",2,2,140000,53
"NOT_PAID",2,2,80000,61
"PAID",2,1,260000,56
"NOT_PAID",2,1,340000,56
"NOT_PAID",2,1,30000,58
"PAID",2,1,30000,54
"PAID",2,1,440000,50
"PAID",2,1,10000,52
"PAID",2,1,230000,55
"PAID",2,1,50000,61
"PAID",2,3,150000,54
"PAID",2,1,330000,55
"PAID",2,2,370000,50
"PAID",2,2,130000,53
"NOT_PAID",2,1,10000,51
"PAID",2,1,360000,54
"NOT_PAID",2,1,20000,61
"PAID",2,2,180000,52
"PAID",2,1,80000,62
"NOT_PAID",2,1,50000,55
"PAID",2,2,150000,64
"PAID",2,1,30000,56
"PAID",2,1,50000,52
"PAID",2,3,20000,56
"PAID",2,2,130000,55
"PAID",2,2,320000,53
"PAID",2,1,3e+05,62
"PAID",2,1,330000,53
"PAID",2,2,50000,53
"PAID",2,2,70000,60
"PAID",2,3,70000,58
"PAID",2,1,1e+05,58
"NOT_PAID",2,1,110000,54
"NOT_PAID",2,1,1e+05,58
"PAID",2,1,160000,53
"PAID",2,2,70000,55
"PAID",2,1,60000,59
"PAID",2,1,80000,61
"PAID",2,1,1e+05,60
"NOT_PAID",2,1,230000,66
"PAID",2,3,60000,64
"PAID",2,1,160000,58
"NOT_PAID",2,1,30000,55
"PAID",2,1,310000,62
"PAID",1,1,60000,46
"PAID",1,1,50000,64
"PAID",1,1,140000,58
"PAID",1,2,20000,27
"PAID",1,2,10000,38
"PAID",1,2,80000,29
"PAID",1,2,50000,24
"NOT_PAID",2,1,160000,51
"PAID",2,2,5e+05,51
"PAID",2,1,470000,54
"PAID",2,1,210000,54
"NOT_PAID",1,2,50000,23
"NOT_PAID",1,2,30000,24
"PAID",1,2,50000,23
"PAID",1,2,80000,24
"NOT_PAID",1,1,30000,23
"PAID",1,2,80000,24
"PAID",1,2,150000,28
"PAID",1,2,170000,27
"PAID",1,2,220000,30
"NOT_PAID",1,2,30000,35
"PAID",1,2,1e+05,23
"NOT_PAID",1,2,10000,24
"NOT_PAID",1,2,140000,24
"PAID",1,2,50000,24
"PAID",1,2,20000,22
"NOT_PAID",1,2,10000,22
"PAID",1,2,50000,24
"PAID",1,2,10000,22
"PAID",1,2,30000,23
"PAID",1,2,50000,23
"NOT_PAID",1,2,1e+05,24
"PAID",1,2,20000,24
"PAID",1,2,20000,25
"PAID",1,2,1e+05,25
"NOT_PAID",1,2,50000,25
"PAID",1,2,1e+05,24
"NOT_PAID",1,2,30000,25
"NOT_PAID",1,1,50000,25
"NOT_PAID",1,2,50000,25
"PAID",1,2,50000,25
"PAID",1,2,50000,23
"PAID",1,2,50000,25
"PAID",1,2,50000,25
"PAID",1,2,380000,26
"NOT_PAID",1,2,50000,24
"PAID",1,2,30000,24
"PAID",1,1,150000,25
"PAID",1,2,180000,25
"NOT_PAID",1,2,80000,26
"NOT_PAID",1,2,110000,24
"PAID",1,2,30000,25
"NOT_PAID",1,2,110000,25
"PAID",1,2,280000,26
"NOT_PAID",1,2,10000,23
"PAID",1,2,10000,23
"PAID",1,2,20000,24
"PAID",1,2,170000,26
"NOT_PAID",1,2,20000,26
"PAID",1,2,130000,22
"NOT_PAID",1,2,2e+05,26
"PAID",1,2,250000,26
"PAID",1,2,80000,27
"PAID",1,2,180000,27
"PAID",1,2,120000,28
"PAID",1,2,20000,26
"PAID",1,2,150000,26
"PAID",1,2,190000,26
"PAID",1,2,210000,27
"PAID",1,2,180000,27
"PAID",1,2,50000,28
"PAID",1,2,140000,25
"PAID",1,2,80000,26
"NOT_PAID",1,2,80000,27
"PAID",1,2,80000,25
"PAID",1,2,20000,28
"NOT_PAID",1,1,10000,26
"NOT_PAID",1,2,30000,26
"PAID",1,2,240000,27
"PAID",1,2,50000,28
"NOT_PAID",1,2,90000,26
"PAID",1,2,60000,28
"NOT_PAID",1,2,1e+05,28
"PAID",1,2,120000,28
"PAID",1,1,10000,28
"NOT_PAID",1,2,70000,28
"PAID",1,2,60000,28
"PAID",1,2,130000,29
"NOT_PAID",1,1,30000,30
"PAID",1,2,360000,30
"PAID",1,2,80000,30
"PAID",1,2,20000,27
"PAID",1,2,50000,28
"NOT_PAID",1,2,80000,27
"PAID",1,1,150000,27
"PAID",1,2,60000,27
"PAID",1,2,220000,28
"PAID",1,2,10000,23
"PAID",1,2,50000,26
"PAID",1,2,50000,26
"PAID",1,2,220000,28
"PAID",1,2,450000,29
"PAID",1,1,240000,33
"PAID",1,2,5e+05,29
"PAID",1,2,170000,28
"NOT_PAID",1,2,1e+05,29
"PAID",1,2,60000,29
"PAID",1,2,2e+05,30
"NOT_PAID",1,2,2e+05,27
"PAID",1,2,20000,28
"NOT_PAID",1,2,40000,27
"PAID",1,2,110000,27
"PAID",1,1,10000,27
"PAID",1,2,1e+05,28
"PAID",1,2,50000,28
"PAID",1,2,30000,28
"PAID",1,2,30000,28
"PAID",1,1,50000,29
"NOT_PAID",1,2,20000,29
"PAID",1,2,50000,30
"NOT_PAID",1,2,60000,28
"NOT_PAID",1,2,50000,32
"NOT_PAID",1,1,130000,34
"NOT_PAID",1,2,20000,25
"NOT_PAID",1,2,1e+05,28
"NOT_PAID",1,1,20000,38
"PAID",1,2,150000,44
"PAID",1,2,70000,33
"PAID",1,1,250000,40
"NOT_PAID",1,1,50000,32
"NOT_PAID",1,1,90000,34
"PAID",1,2,90000,32
"NOT_PAID",1,2,120000,33
"PAID",1,2,240000,25
"NOT_PAID",1,2,50000,25
"NOT_PAID",1,1,1e+05,29
"PAID",1,1,390000,49
"NOT_PAID",1,1,50000,36
"NOT_PAID",1,1,40000,44
"PAID",1,1,190000,38
"NOT_PAID",1,1,10000,40
"PAID",1,1,10000,44
"PAID",1,2,180000,30
"PAID",1,2,230000,31
"PAID",1,2,20000,31
"NOT_PAID",1,2,230000,32
"PAID",1,2,2e+05,32
"PAID",1,2,470000,34
"PAID",1,3,150000,45
"PAID",1,1,70000,37
"PAID",1,2,50000,37
"PAID",1,2,80000,35
"PAID",1,1,330000,40
"PAID",1,2,140000,33
"NOT_PAID",1,2,70000,44
"PAID",1,2,280000,32
"PAID",1,2,150000,30
"PAID",1,1,80000,35
"NOT_PAID",1,1,120000,42
"PAID",1,1,50000,45
"PAID",1,1,230000,43
"PAID",1,2,160000,36
"PAID",1,2,50000,37
"PAID",1,1,1e+05,49
"NOT_PAID",1,1,2e+05,43
"PAID",1,1,170000,36
"PAID",1,1,50000,43
"PAID",1,1,2e+05,46
"PAID",1,1,2e+05,39
"PAID",1,2,50000,41
"PAID",1,2,50000,45
"PAID",1,1,3e+05,39
"PAID",1,2,130000,32
"NOT_PAID",1,2,80000,33
"PAID",1,2,120000,34
"NOT_PAID",1,2,140000,32
"PAID",1,2,220000,48
"NOT_PAID",1,2,70000,32
"PAID",1,2,20000,45
"PAID",1,1,2e+05,49
"NOT_PAID",1,1,20000,31
"PAID",1,2,510000,32
"PAID",1,2,450000,34
"PAID",1,1,50000,34
"PAID",1,3,120000,48
"NOT_PAID",1,1,50000,45
"PAID",1,2,280000,31
"NOT_PAID",1,2,30000,33
"PAID",1,1,20000,35
"PAID",1,1,80000,42
"PAID",1,1,120000,45
"PAID",1,1,370000,38
"PAID",1,2,50000,45
"PAID",1,2,20000,39
"PAID",1,1,160000,36
"PAID",1,2,170000,44
"PAID",1,2,1e+05,36
"PAID",1,1,210000,42
"PAID",1,2,1e+05,32
"NOT_PAID",1,1,230000,33
"PAID",1,1,240000,38
"PAID",1,2,240000,36
"NOT_PAID",1,3,50000,48
"PAID",1,1,80000,46
"PAID",1,2,50000,41
"PAID",1,1,50000,36
"PAID",1,2,440000,37
"PAID",1,2,220000,42
"PAID",1,2,70000,30
"PAID",1,2,240000,32
"PAID",1,2,360000,42
"PAID",1,2,360000,32
"PAID",1,2,80000,33
"NOT_PAID",1,2,30000,36
"NOT_PAID",1,2,160000,37
"NOT_PAID",1,2,150000,39
"PAID",1,2,1e+05,30
"PAID",1,2,70000,33
"PAID",1,2,3e+05,35
"NOT_PAID",1,1,90000,39
"PAID",1,2,8e+05,46
"PAID",1,2,360000,40
"NOT_PAID",1,1,90000,41
"NOT_PAID",1,2,3e+05,43
"NOT_PAID",1,1,30000,46
"PAID",1,2,50000,37
"NOT_PAID",1,1,110000,30
"PAID",1,2,80000,37
"PAID",1,1,140000,31
"PAID",1,1,50000,44
"PAID",1,2,20000,40
"PAID",1,2,50000,46
"PAID",1,2,50000,34
"NOT_PAID",1,1,130000,48
"PAID",1,1,90000,45
"PAID",1,1,30000,44
"NOT_PAID",1,1,50000,49
"PAID",1,1,170000,39
"NOT_PAID",1,2,290000,31
"PAID",1,1,20000,47
"NOT_PAID",1,2,180000,38
"PAID",1,1,360000,35
"PAID",1,2,20000,31
"PAID",1,2,140000,33
"PAID",1,1,90000,34
"PAID",1,1,120000,40
"PAID",1,1,160000,31
"NOT_PAID",1,1,280000,32
"PAID",1,1,5e+05,46
"NOT_PAID",1,2,1e+05,38
"PAID",1,2,160000,31
"PAID",1,1,20000,42
"PAID",1,2,4e+05,39
"PAID",1,1,30000,45
"PAID",1,1,50000,47
"PAID",1,2,70000,40
"PAID",1,1,110000,42
"PAID",1,2,50000,44
"PAID",1,1,170000,40
"PAID",1,1,30000,33
"PAID",1,1,50000,29
"NOT_PAID",1,2,50000,30
"NOT_PAID",1,1,90000,44
"PAID",1,1,110000,40
"PAID",1,2,240000,46
"PAID",1,1,360000,42
"PAID",1,2,290000,45
"PAID",1,1,180000,39
"PAID",1,1,180000,43
"PAID",1,2,50000,43
"PAID",1,2,5e+05,47
"NOT_PAID",1,1,50000,35
"PAID",1,1,50000,37
"PAID",1,2,4e+05,32
"PAID",1,1,240000,34
"PAID",1,1,150000,31
"NOT_PAID",1,2,50000,31
"PAID",1,1,150000,34
"NOT_PAID",1,1,50000,41
"PAID",1,2,360000,40
"NOT_PAID",1,1,1e+05,38
"PAID",1,2,30000,44
"PAID",1,2,260000,36
"PAID",1,1,140000,29
"PAID",1,1,30000,48
"NOT_PAID",1,2,60000,36
"PAID",1,2,10000,29
"NOT_PAID",1,2,110000,34
"NOT_PAID",1,2,40000,34
"NOT_PAID",1,1,50000,47
"PAID",1,2,50000,40
"NOT_PAID",1,2,350000,32
"PAID",1,2,450000,34
"PAID",1,2,50000,42
"PAID",1,1,170000,39
"PAID",1,1,1e+05,41
"PAID",1,1,140000,36
"PAID",1,2,250000,29
"PAID",1,2,130000,29
"PAID",1,2,130000,33
"NOT_PAID",1,1,360000,36
"PAID",1,1,270000,39
"PAID",1,1,140000,40
"PAID",1,2,150000,32
"PAID",1,2,2e+05,33
"PAID",1,1,280000,34
"NOT_PAID",1,2,80000,35
"PAID",1,2,240000,40
"NOT_PAID",1,2,20000,42
"PAID",1,1,3e+05,38
"NOT_PAID",1,2,250000,41
"NOT_PAID",1,2,50000,49
"PAID",1,1,50000,41
"NOT_PAID",1,2,30000,39
"NOT_PAID",1,1,240000,38
"NOT_PAID",1,1,2e+05,40
"PAID",1,2,50000,39
"PAID",1,2,210000,38
"PAID",1,1,280000,42
"PAID",1,2,2e+05,33
"PAID",1,1,3e+05,41
"PAID",1,2,420000,36
"PAID",1,2,350000,34
"NOT_PAID",1,1,120000,43
"NOT_PAID",1,1,110000,48
"PAID",1,2,20000,31
"PAID",1,2,1e+05,32
"NOT_PAID",1,1,240000,36
"PAID",1,2,130000,37
"PAID",1,2,170000,48
"NOT_PAID",1,1,60000,42
"PAID",1,1,2e+05,42
"PAID",1,1,210000,48
"PAID",1,2,1e+05,35
"PAID",1,1,380000,37
"PAID",1,2,240000,38
"PAID",1,2,150000,33
"PAID",1,2,60000,35
"PAID",1,1,350000,37
"PAID",1,1,3e+05,33
"PAID",1,1,160000,42
"PAID",1,2,130000,37
"PAID",1,2,50000,38
"NOT_PAID",1,1,270000,40
"PAID",1,2,90000,36
"PAID",1,1,240000,37
"PAID",1,1,450000,45
