"ShowId","Week","AirDate","PriorWeekMkt","Viewers"
1422,24,2012-12-02,14,600000
1423,24,2014-10-27,53,200000
1425,24,2016-03-02,41,350000
1429,24,2011-11-06,35,30000
1430,24,2018-04-14,2,120000
1432,24,2016-11-06,22,320000
1434,24,2013-12-23,46,60000
1436,24,2014-09-28,60,20000
1438,24,2011-06-28,30,10000
1439,24,2015-03-24,75,140000
1440,24,2017-03-20,50,140000
1441,24,2014-06-17,3,60000
1442,24,2017-06-01,30,120000
1443,24,2010-07-02,86,30000
1444,24,2019-05-06,52,170000
1445,24,2014-10-12,18,140000
1446,24,2011-05-06,9,80000
1447,24,2015-04-14,71,10000
1449,24,2012-06-25,37,140000
1450,24,2020-01-21,96,80000
1451,24,2018-09-29,14,40000
1454,24,2010-06-21,42,330000
1455,24,2017-05-01,31,290000
1456,24,2016-03-14,8,70000
1457,24,2013-09-27,35,290000
1458,24,2015-09-29,74,20000
1459,24,2019-02-10,51,60000
1460,24,2018-10-04,51,60000
1461,24,2011-07-24,93,110000
1463,24,2011-04-23,14,20000
1464,24,2010-08-12,7,20000
1465,24,2018-06-04,21,170000
1467,24,2018-02-06,27,170000
1468,24,2017-08-11,73,120000
1469,24,2020-01-22,96,10000
1470,24,2017-05-18,89,150000
1471,24,2015-02-04,14,200000
1472,24,2017-04-13,6,110000
1473,24,2011-05-04,62,20000
1474,24,2010-11-04,32,110000
1475,24,2019-12-24,95,220000
1476,24,2012-05-13,41,70000
1477,24,2016-03-06,2,30000
1481,24,2015-08-11,10,120000
1482,24,2010-10-10,76,240000
1484,24,2018-09-14,55,160000
1485,24,2012-02-26,83,60000
1486,24,2019-02-22,41,170000
1487,24,2016-03-28,16,70000
1488,24,2014-02-25,69,60000
1489,24,2011-08-15,32,100000
1490,24,2016-10-10,42,80000
1491,24,2017-10-16,30,90000
1492,24,2019-03-30,68,30000
1493,24,2016-11-04,88,20000
1494,24,2015-06-19,43,120000
1495,24,2018-02-04,46,120000
1496,24,2015-12-10,41,190000
1497,24,2019-09-03,80,120000
1499,24,2018-07-23,45,100000
1500,24,2011-12-06,22,70000
1501,24,2015-01-26,59,80000
1503,24,2013-05-01,8,120000
1504,24,2013-09-10,55,70000
1505,24,2016-12-31,99,90000
1506,24,2013-04-26,69,60000
1507,24,2011-05-27,51,20000
1508,24,2011-11-06,88,20000
1509,24,2016-04-27,60,200000
1511,24,2018-08-04,16,30000
1512,24,2013-10-06,37,190000
1513,24,2016-08-06,98,40000
1515,24,2019-01-31,2,80000
1517,24,2015-08-11,83,220000
1518,24,2011-06-04,58,90000
1519,24,2015-07-08,51,50000
1520,24,2016-07-10,25,180000
1521,24,2012-04-08,96,190000
1522,24,2011-07-16,11,50000
1523,24,2014-08-29,85,70000
1524,24,2018-01-04,59,60000
1525,24,2011-07-31,57,230000
1526,24,2012-04-21,59,10000
1527,24,2012-03-30,40,240000
1528,24,2013-02-17,3,20000
1529,24,2016-09-11,81,230000
1530,24,2014-12-04,53,0
1531,24,2010-08-23,23,120000
1532,24,2017-03-06,24,180000
1534,24,2015-07-29,66,140000
1536,24,2019-02-25,29,70000
1538,24,2015-08-22,50,40000
1539,24,2017-02-11,57,70000
1540,24,2013-02-09,25,40000
1541,24,2011-07-23,7,10000
1543,24,2018-07-31,18,280000
1544,24,2013-07-27,64,70000
1547,24,2014-06-03,52,80000
1548,24,2019-01-30,34,130000
1549,24,2017-06-29,33,300000
1553,24,2017-10-22,13,150000
1554,24,2013-06-01,58,0
1555,24,2014-04-09,46,40000
1558,24,2018-06-25,8,180000
1559,24,2018-06-11,12,120000
1561,24,2011-02-18,54,230000
1562,24,2010-08-27,48,30000
1563,24,2011-03-23,48,120000
1564,24,2013-05-04,89,40000
1565,24,2018-03-27,21,110000
1566,24,2013-11-06,43,0
1567,24,2012-04-20,54,160000
1569,24,2012-06-03,41,50000
1570,24,2014-07-10,44,80000
1571,24,2016-07-10,26,20000
1572,24,2014-07-13,14,10000
1574,24,2016-07-15,74,80000
1575,24,2010-11-08,59,220000
1576,24,2017-10-08,93,10000
1577,24,2015-05-22,25,140000
1578,24,2019-06-28,71,80000
1579,24,2012-01-23,44,310000
1580,24,2017-06-11,87,90000
1581,24,2016-06-20,11,100000
1583,24,2017-12-14,14,30000
1585,24,2016-03-24,66,270000
1586,24,2018-12-28,45,20000
1587,24,2011-03-23,39,280000
1589,24,2019-12-20,70,220000
1591,24,2013-03-30,48,80000
1594,24,2016-10-05,48,60000
1595,24,2013-05-01,56,10000
1596,24,2016-08-31,35,90000
1597,24,2018-11-30,13,260000
1599,24,2018-05-25,78,20000
1601,24,2012-10-16,54,350000
1602,24,2016-08-04,39,190000
1603,24,2013-09-30,43,390000
1604,24,2015-05-03,83,100000
1606,24,2012-01-24,48,310000
1607,24,2014-02-21,10,180000
1608,24,2017-03-29,24,170000
1611,24,2012-03-23,2,20000
1612,24,2017-04-17,28,210000
1613,24,2011-06-10,96,130000
1614,24,2018-08-19,74,230000
1616,24,2017-10-11,82,130000
1617,24,2015-02-07,69,90000
1618,24,2019-12-19,21,80000
1619,24,2017-01-31,4,150000
1620,24,2017-12-23,47,60000
1622,24,2011-01-26,24,100000
1624,24,2017-09-30,34,220000
1625,24,2014-08-16,33,320000
1626,24,2011-05-15,99,260000
1627,24,2014-08-03,72,150000
1628,24,2019-05-08,3,200000
1629,24,2014-12-10,96,120000
1630,24,2014-07-31,22,60000
1631,24,2011-08-28,12,140000
1636,24,2015-05-08,47,20000
1638,24,2014-06-15,87,130000
1639,24,2013-03-23,39,100000
1640,24,2011-01-19,44,230000
1641,24,2016-01-25,56,140000
1642,24,2012-09-23,57,30000
1643,24,2016-10-07,95,50000
1644,24,2018-08-05,48,160000
1645,24,2011-08-09,29,420000
1647,24,2014-07-30,63,70000
1648,24,2011-08-24,65,490000
1650,24,2018-02-05,56,440000
1651,24,2012-01-16,78,550000
1653,24,2017-03-21,99,350000
1654,24,2012-05-08,93,50000
1655,24,2014-05-21,6,0
1656,24,2019-10-25,8,120000
1658,24,2018-04-25,63,50000
1659,24,2010-10-07,37,150000
1660,24,2019-04-21,62,470000
1661,24,2013-01-09,87,90000
1663,24,2014-03-25,33,0
1666,24,2019-04-24,53,80000
1668,24,2017-01-04,28,60000
1669,24,2019-07-22,36,110000
1671,24,2015-12-31,46,160000
1672,24,2018-06-16,42,120000
1674,24,2017-04-16,85,160000
1676,24,2019-09-06,72,20000
1678,24,2017-07-23,26,90000
1679,24,2010-10-24,19,10000
1680,24,2014-11-28,50,160000
1681,24,2017-06-04,47,210000
1682,24,2015-01-19,36,360000
1683,24,2018-03-30,3,220000
1685,24,2013-03-13,85,320000
1686,24,2012-10-29,87,120000
1687,24,2014-02-14,27,40000
1688,24,2017-05-31,51,250000
1689,24,2016-12-21,12,300000
1690,24,2012-01-21,60,90000
1691,24,2014-07-22,75,110000
1692,24,2011-01-14,54,110000
1693,24,2018-06-09,65,30000
1694,24,2012-01-06,24,160000
1695,24,2014-06-24,66,60000
1696,24,2016-12-30,74,30000
1697,24,2011-10-30,63,40000
1698,24,2014-10-08,21,60000
1699,24,2014-03-29,88,60000
1700,24,2014-01-16,13,400000
1701,24,2011-03-06,4,120000
1702,24,2010-12-06,52,200000
1704,24,2019-09-02,91,290000
1705,24,2018-06-24,57,10000
1706,24,2017-12-26,87,230000
1709,24,2011-08-02,47,120000
1710,24,2016-07-28,52,80000
1711,24,2014-08-12,79,20000
1712,24,2017-07-23,86,40000
1716,24,2012-10-29,59,70000
1717,24,2018-12-06,74,40000
1718,24,2019-01-23,70,30000
1719,24,2010-12-03,35,20000
1720,24,2016-02-20,91,10000
1723,24,2019-02-05,43,320000
1725,24,2019-08-05,24,100000
1727,24,2018-09-14,39,120000
1728,24,2015-09-27,11,520000
1729,24,2017-08-07,33,70000
1731,24,2019-05-02,35,10000
1732,24,2012-11-08,85,90000
1733,24,2012-02-06,72,480000
1734,24,2017-11-03,75,260000
1735,24,2012-07-25,96,20000
1736,24,2015-03-09,63,50000
1737,24,2018-03-23,34,70000
1738,24,2020-02-01,91,170000
1739,24,2015-05-04,86,80000
1740,24,2014-12-01,22,280000
1741,24,2013-09-28,16,100000
1742,24,2018-07-11,25,170000
1743,24,2014-08-10,66,270000
1744,24,2013-03-20,85,100000
1746,24,2013-08-25,35,490000
1747,24,2013-08-14,84,90000
1749,24,2015-06-13,85,50000
1750,24,2013-12-23,78,70000
1751,24,2013-10-14,78,150000
1752,24,2011-05-31,65,150000
1753,24,2017-04-30,11,40000
1754,24,2012-06-22,98,130000
1755,24,2014-08-16,31,300000
1756,24,2018-09-11,7,10000
1757,24,2014-07-04,13,40000
1758,24,2019-12-30,76,120000
1760,24,2012-09-11,79,80000
1761,24,2015-08-27,95,220000
1762,24,2015-09-16,81,260000
1763,24,2017-01-31,71,240000
1764,24,2010-10-06,19,140000
1765,24,2011-12-21,79,130000
1767,24,2018-02-05,22,130000
1769,24,2016-02-13,64,80000
1771,24,2017-12-25,9,100000
1772,24,2015-09-05,91,70000
1773,24,2016-10-05,96,230000
1774,24,2013-06-25,61,20000
1775,24,2014-11-12,90,30000
1776,24,2017-04-15,76,370000
1777,24,2013-07-06,33,40000
1778,24,2016-08-31,35,130000
1779,24,2011-10-22,21,150000
1780,24,2015-03-21,75,750000
1781,24,2013-06-04,66,50000
1783,24,2019-02-09,67,80000
1784,24,2014-04-01,27,60000
1785,24,2018-03-10,72,60000
1786,24,2018-09-02,92,70000
1787,24,2014-06-04,80,140000
1789,24,2017-04-30,63,270000
1790,24,2019-04-09,26,80000
1794,24,2018-11-13,5,50000
1795,24,2016-07-09,58,160000
1796,24,2019-04-12,28,290000
1797,24,2013-03-23,7,160000
1798,24,2013-11-13,82,10000
1799,24,2015-10-19,15,160000
1800,24,2012-04-29,51,160000
1802,24,2017-06-25,52,0
1803,24,2015-06-23,71,80000
1804,24,2016-02-10,100,10000
1805,24,2011-02-12,38,30000
1806,24,2020-01-03,40,60000
1807,24,2013-07-07,85,120000
1813,24,2014-10-05,21,510000
1817,24,2011-01-30,40,20000
1820,24,2013-09-06,70,40000
1821,24,2017-09-15,73,30000
1822,24,2018-11-25,59,140000
1823,24,2010-11-04,45,80000
1824,24,2011-04-17,23,30000
1825,24,2015-11-06,23,390000
1828,24,2018-03-04,80,50000
1829,24,2015-04-09,56,260000
1830,24,2013-10-12,34,50000
1831,24,2018-10-27,99,20000
1832,24,2017-10-20,38,0
1833,24,2019-11-01,45,80000
1834,24,2014-05-16,69,30000
1835,24,2016-09-22,32,370000
1836,24,2015-04-27,89,110000
1837,24,2015-07-22,75,10000
1838,24,2012-01-04,74,220000
1839,24,2019-07-21,96,40000
1840,24,2012-01-02,80,130000
1841,24,2016-05-14,30,20000
1842,24,2010-12-28,60,290000
1843,24,2010-07-18,53,10000
1846,24,2018-04-27,63,30000
1847,24,2011-09-28,31,170000
1848,24,2010-07-30,13,230000
1850,24,2016-12-05,88,10000
1851,24,2016-07-21,46,80000
1852,24,2013-04-30,17,220000
1853,24,2018-05-28,61,100000
1856,24,2015-10-20,75,80000
1857,24,2011-07-28,90,150000
1858,24,2019-04-23,78,30000
1859,24,2019-05-11,53,60000
1860,24,2019-04-13,24,170000
1861,24,2011-05-12,5,40000
1862,24,2016-11-14,28,30000
1865,24,2015-04-03,25,110000
1866,24,2019-02-23,70,10000
1867,24,2014-07-12,86,130000
1869,24,2019-03-22,68,110000
1871,24,2015-07-19,70,250000
1872,24,2017-02-26,90,230000
1873,24,2019-05-08,70,350000
1874,24,2018-07-09,51,160000
1875,24,2017-08-26,15,100000
1877,24,2010-08-30,90,0
1878,24,2014-08-25,81,0
1880,24,2018-07-28,79,10000
1881,24,2010-08-22,58,110000
1882,24,2013-12-04,86,0
1883,24,2012-10-12,17,40000
1884,24,2012-04-06,82,140000
1885,24,2016-12-01,62,240000
1886,24,2019-08-25,54,110000
1887,24,2012-06-23,87,30000
1888,24,2018-08-16,85,110000
1889,24,2019-11-04,26,60000
1893,24,2014-09-15,68,110000
1894,24,2016-02-04,60,160000
1895,24,2016-06-28,95,110000
1897,24,2017-10-28,87,130000
1898,24,2014-11-01,59,100000
1899,24,2014-06-29,47,40000
1900,24,2017-09-02,59,90000
1901,24,2011-10-24,91,60000
1902,24,2015-03-05,76,740000
1903,24,2015-05-06,56,230000
1905,24,2010-11-29,48,340000
1906,24,2018-06-18,34,270000
1908,24,2019-07-11,94,20000
1911,24,2014-09-24,90,30000
1912,24,2015-08-04,24,130000
1913,24,2017-10-12,31,400000
1914,24,2018-07-22,51,130000
1915,24,2017-08-28,73,120000
1918,24,2012-06-06,37,0
1919,24,2010-06-19,54,40000
1920,24,2018-09-10,13,330000
1921,24,2014-04-02,78,80000
1922,24,2019-07-02,97,50000
1924,24,2017-04-23,16,260000
1925,24,2012-02-29,93,360000
1926,24,2011-01-01,4,0
1927,24,2013-05-19,88,20000
1929,24,2013-10-01,87,270000
1931,24,2012-06-20,75,250000
1932,24,2018-12-05,65,40000
1933,24,2018-05-19,7,70000
1934,24,2013-01-20,89,260000
1935,24,2017-01-26,3,20000
1937,24,2014-09-09,91,100000
1938,24,2011-09-30,49,130000
1940,24,2018-06-14,45,50000
1942,24,2018-10-31,81,180000
1943,24,2016-10-10,92,530000
1944,24,2011-04-03,10,140000
1945,24,2017-06-02,11,140000
1946,24,2016-02-16,19,60000
1947,24,2017-11-18,44,160000
1949,24,2016-07-17,42,30000
1953,24,2017-02-20,91,190000
1954,24,2011-08-19,11,30000
1956,24,2014-05-09,32,40000
1957,24,2015-04-26,73,20000
1958,24,2015-07-01,24,220000
1959,24,2012-02-12,18,30000
1960,24,2018-07-19,90,190000
1961,24,2018-05-11,94,160000
1963,24,2011-05-28,94,10000
1964,24,2015-08-12,56,10000
1965,24,2016-08-20,90,80000
1966,24,2015-05-03,99,260000
1967,24,2017-11-24,51,70000
1971,24,2017-11-26,49,210000
1973,24,2016-10-07,95,120000
1974,24,2011-03-12,84,130000
1975,24,2012-05-30,20,130000
1977,24,2016-04-29,72,60000
1978,24,2011-04-13,35,130000
1979,24,2016-10-18,97,0
1982,24,2016-09-16,28,30000
1983,24,2014-10-30,46,20000
1984,24,2016-06-22,41,70000
1985,24,2017-07-14,33,150000
1986,24,2012-06-19,71,10000
1987,24,2016-12-11,85,340000
1989,24,2015-08-10,20,210000
1990,24,2012-05-10,38,30000
1991,24,2019-07-10,3,90000
1992,24,2018-04-02,63,20000
1993,24,2019-07-23,87,780000
1994,24,2011-11-28,67,170000
1995,24,2017-10-08,97,60000
1996,24,2011-03-26,90,250000
1997,24,2011-11-10,56,260000
1998,24,2011-09-02,53,30000
1999,24,2014-02-13,10,290000
2000,24,2014-05-05,77,70000
2001,24,2019-11-02,65,240000
2002,24,2013-01-27,16,190000
2003,24,2011-03-15,26,60000
2005,24,2012-12-13,44,60000
2006,24,2018-03-31,25,170000
2007,24,2010-12-09,20,240000
2008,24,2013-09-18,41,270000
2010,24,2019-07-30,25,20000
2011,24,2018-04-27,38,150000
2012,24,2013-05-18,74,100000
2013,24,2014-12-31,95,190000
2014,24,2011-05-21,87,110000
2017,24,2011-01-04,9,300000
2019,24,2019-12-16,37,60000
2022,24,2018-05-30,92,100000
2023,24,2015-02-09,11,40000
2024,24,2011-02-12,92,100000
2025,24,2018-05-26,45,90000
2027,24,2014-10-25,31,0
2028,24,2014-12-14,40,290000
2029,24,2012-12-07,55,60000
2030,24,2019-09-10,22,150000
2031,24,2013-06-03,30,30000
2033,24,2014-05-19,64,130000
2034,24,2014-12-14,73,80000
2035,24,2016-04-09,84,170000
2037,24,2018-02-17,31,0
2039,24,2016-06-06,35,20000
2040,24,2011-07-23,76,80000
2041,24,2013-12-30,73,90000
2043,24,2014-08-04,91,150000
2044,24,2016-12-21,52,190000
2045,24,2012-06-15,61,0
2046,24,2015-06-07,93,50000
2047,24,2015-05-07,14,290000
2048,24,2016-12-03,59,360000
2049,24,2011-11-18,51,110000
2051,24,2015-05-03,49,70000
2053,24,2014-12-14,30,230000
2054,24,2015-04-11,25,70000
2055,24,2015-07-25,35,300000
2056,24,2013-10-24,25,50000
2057,24,2015-09-05,98,10000
2058,24,2019-11-15,77,110000
2059,24,2012-06-25,81,0
2060,24,2018-03-07,33,50000
2062,24,2011-03-08,96,50000
2064,24,2014-01-11,44,50000
2065,24,2013-09-16,60,110000
2066,24,2011-02-05,81,70000
2067,24,2017-02-03,12,230000
2068,24,2011-03-26,43,30000
2069,24,2015-11-03,50,220000
2070,24,2019-03-18,98,20000
2071,24,2014-10-06,75,0
2072,24,2013-05-25,17,30000
2073,24,2017-05-22,6,20000
2074,24,2011-02-27,86,130000
2075,24,2010-06-21,86,60000
2076,24,2010-11-01,40,50000
2077,24,2018-01-28,54,30000
2078,24,2012-08-14,90,270000
2080,24,2017-02-18,56,140000
2081,24,2010-08-16,32,120000
2082,24,2013-04-03,89,200000
2083,24,2011-04-29,67,70000
2084,24,2019-08-24,17,30000
2085,24,2010-09-15,91,340000
2087,24,2016-05-28,100,60000
2088,24,2014-05-21,7,90000
2089,24,2016-06-06,63,20000
2090,24,2011-02-13,15,180000
2091,24,2015-04-25,83,50000
2092,24,2014-01-06,24,360000
2093,24,2019-02-03,46,50000
2094,24,2011-12-13,40,340000
2096,24,2010-07-05,80,230000
2097,24,2014-04-20,24,120000
2098,24,2017-01-23,11,90000
2099,24,2017-02-08,38,350000
2100,24,2012-01-19,100,120000
2101,24,2012-10-17,43,490000
2103,24,2012-07-15,100,100000
2105,24,2016-01-07,48,140000
2106,24,2019-12-14,90,140000
2107,24,2012-01-29,48,210000
2108,24,2015-09-28,59,200000
2109,24,2019-09-13,27,20000
2110,24,2014-10-21,93,120000
2111,24,2011-02-28,3,30000
2113,24,2015-03-02,96,120000
2115,24,2019-04-07,29,90000
2116,24,2012-08-27,25,200000
2117,24,2019-09-09,21,140000
2118,24,2018-06-03,88,160000
2119,24,2016-05-08,16,280000
2121,24,2013-06-22,55,210000
2122,24,2011-06-01,24,20000
2123,24,2016-11-07,17,180000
2124,24,2017-08-30,70,200000
2128,24,2014-04-25,14,220000
2129,24,2017-12-01,74,60000
2130,24,2018-02-16,23,80000
2131,24,2013-01-04,76,590000
2133,24,2016-10-14,75,180000
2134,24,2017-06-28,76,190000
2135,24,2014-08-16,37,100000
2136,24,2016-11-16,41,80000
2137,24,2011-06-05,73,70000
2138,24,2017-10-29,90,30000
2140,24,2018-01-31,88,120000
2142,24,2017-08-13,84,30000
2143,24,2017-03-11,16,50000
2144,24,2018-02-20,20,130000
2145,24,2019-01-01,41,140000
2146,24,2018-06-10,6,200000
2147,24,2011-11-28,48,70000
2148,24,2015-10-24,61,360000
2150,24,2018-02-04,8,250000
2151,24,2018-11-03,67,30000
2152,24,2015-08-12,97,50000
2154,24,2016-10-26,92,90000
2155,24,2011-10-05,22,60000
2157,24,2012-07-02,39,280000
2158,24,2017-03-24,80,80000
2159,24,2013-12-15,31,180000
2160,24,2018-06-17,85,110000
2161,24,2015-08-10,28,100000
2162,24,2019-04-06,6,140000
2163,24,2018-01-23,72,260000
2165,24,2019-05-07,47,210000
2166,24,2019-04-11,59,0
2167,24,2016-01-19,71,300000
2168,24,2015-05-21,60,20000
2169,24,2015-11-17,35,260000
2171,24,2019-12-06,17,10000
2173,24,2015-09-30,97,230000
2174,24,2012-03-26,21,70000
2175,24,2017-07-25,98,130000
2177,24,2017-11-08,79,110000
2179,24,2011-10-12,39,80000
2180,24,2014-03-07,58,160000
2181,24,2011-01-20,38,180000
2182,24,2016-05-20,28,310000
2188,24,2012-03-20,27,200000
2190,24,2012-09-06,54,70000
2191,24,2017-01-20,76,50000
2192,24,2013-12-06,8,140000
2193,24,2019-06-24,74,100000
2194,24,2016-01-27,14,250000
2195,24,2016-03-11,13,70000
2196,24,2011-06-16,100,160000
2197,24,2017-04-23,83,20000
2200,24,2018-10-03,10,170000
2202,24,2015-04-07,35,190000
2203,24,2013-07-15,44,40000
2204,24,2010-10-09,5,90000
2205,24,2019-02-20,28,0
2206,24,2019-02-01,91,150000
2207,24,2019-12-28,6,10000
2209,24,2019-08-31,98,30000
2211,24,2011-12-31,66,250000
2212,24,2011-12-03,34,0
2213,24,2016-03-17,74,60000
2215,24,2019-05-09,37,120000
2218,24,2010-07-29,91,50000
2219,24,2016-05-30,40,90000
2220,24,2019-11-29,65,50000
2223,24,2010-08-03,99,330000
2224,24,2017-05-11,20,10000
2226,24,2013-01-29,30,250000
2228,24,2017-04-05,40,120000
2229,24,2017-04-09,65,90000
2231,24,2014-11-13,10,390000
2235,24,2019-05-01,43,70000
2238,24,2019-07-20,36,100000
2239,24,2014-02-27,84,150000
2240,24,2010-10-17,14,130000
2241,24,2017-08-27,44,30000
2242,24,2012-10-07,8,90000
2243,24,2013-12-11,42,90000
2244,24,2016-09-23,26,40000
2245,24,2014-04-27,100,30000
2248,24,2015-03-28,67,110000
2250,24,2010-09-15,91,30000
2251,24,2012-02-28,61,60000
2253,24,2018-02-04,34,280000
2254,24,2013-08-15,18,100000
2255,24,2017-08-24,11,0
2256,24,2012-12-20,54,190000
2258,24,2012-07-25,27,150000
2259,24,2012-09-23,24,250000
2260,24,2012-04-01,48,100000
2261,24,2018-05-15,93,80000
2262,24,2018-05-25,20,30000
2263,24,2015-05-22,35,50000
2264,24,2012-02-07,89,80000
2265,24,2012-03-20,71,170000
2266,24,2015-10-28,44,20000
2268,24,2011-03-10,93,280000
2269,24,2016-02-21,59,50000
2271,24,2016-03-27,22,340000
2273,24,2011-02-13,96,330000
2275,24,2018-05-18,47,400000
2276,24,2018-05-19,45,20000
2277,24,2018-01-17,97,40000
2278,24,2019-05-22,47,60000
2279,24,2013-09-04,72,320000
2280,24,2012-10-16,70,300000
2281,24,2012-11-09,96,270000
2282,24,2015-06-15,86,40000
2283,24,2017-01-06,82,30000
2284,24,2010-11-16,8,300000
2286,24,2018-03-23,56,20000
2287,24,2016-04-11,43,190000
2288,24,2011-05-04,96,110000
2290,24,2016-07-07,100,450000
2292,24,2015-01-10,79,280000
2293,24,2015-07-08,36,100000
2295,24,2013-01-01,15,130000
2296,24,2019-10-25,5,80000
2297,24,2016-04-21,29,20000
2298,24,2012-06-22,69,40000
2299,24,2014-06-03,39,30000
2300,24,2015-04-07,65,70000
2301,24,2018-05-08,89,210000
2302,24,2019-06-09,13,60000
2303,24,2017-10-30,39,140000
2304,24,2011-08-12,64,10000
2305,24,2018-10-14,24,90000
2306,24,2019-08-18,67,110000
2307,24,2015-08-26,34,10000
2308,24,2012-12-09,48,140000
2310,24,2014-05-24,96,10000
2311,24,2017-04-28,52,260000
2312,24,2010-08-03,21,0
2313,24,2010-12-12,85,80000
2315,24,2011-02-11,94,190000
2316,24,2017-12-07,16,150000
2317,24,2014-08-14,50,40000
2318,24,2012-09-29,96,20000
2319,24,2014-03-15,85,220000
2320,24,2017-11-19,16,140000
2321,24,2019-05-06,19,70000
2322,24,2017-10-08,56,290000
2324,24,2014-06-17,66,50000
2325,24,2014-01-21,38,10000
2326,24,2013-02-22,47,70000
2327,24,2011-02-10,57,110000
2328,24,2015-08-01,77,20000
2330,24,2014-12-15,47,110000
2331,24,2010-08-16,75,60000
2332,24,2018-08-28,80,110000
2333,24,2013-05-14,43,230000
2335,24,2013-03-12,27,10000
2336,24,2012-05-02,73,100000
2338,24,2015-02-26,36,10000
2339,24,2018-11-01,76,40000
2340,24,2013-06-16,31,60000
2341,24,2018-06-06,50,40000
2344,24,2011-05-25,59,20000
2345,24,2017-08-11,98,90000
2347,24,2019-09-11,20,90000
2348,24,2011-08-29,23,190000
2349,24,2019-03-26,77,10000
2350,24,2012-07-04,32,170000
2351,24,2011-11-12,88,30000
2352,24,2014-08-05,26,0
2353,24,2011-01-14,98,10000
2356,24,2019-04-03,2,80000
2358,24,2014-04-06,81,20000
2362,24,2012-12-31,86,120000
2363,24,2016-06-13,50,100000
2364,24,2015-12-16,66,210000
2365,24,2016-12-25,80,400000
2366,24,2015-11-29,56,70000
2367,24,2018-03-23,88,100000
2368,24,2013-09-21,18,140000
2370,24,2016-12-19,50,90000
2371,24,2012-08-19,64,320000
2375,24,2011-12-04,61,40000
2376,24,2010-06-28,18,70000
2378,24,2014-01-16,62,250000
2379,24,2018-10-23,51,230000
2381,24,2011-01-29,31,280000
2383,24,2018-06-15,79,230000
2385,24,2019-01-16,52,90000
2386,24,2017-05-21,7,220000
2387,24,2012-10-08,21,20000
2388,24,2010-10-07,76,200000
2389,24,2014-04-11,39,0
2390,24,2011-01-24,35,30000
2392,24,2019-04-09,62,190000
1,25,2012-10-17,35,260000
2,25,2012-10-11,15,10000
3,25,2018-12-13,97,130000
5,25,2010-09-21,79,200000
6,25,2016-07-04,49,0
9,25,2016-02-17,29,180000
10,25,2014-07-28,20,120000
12,25,2016-09-11,97,130000
13,25,2014-07-18,48,60000
14,25,2012-05-28,80,20000
15,25,2019-01-19,55,20000
16,25,2016-08-26,12,240000
17,25,2012-04-19,31,50000
19,25,2017-05-24,90,180000
24,25,2010-09-13,79,260000
25,25,2018-03-13,7,130000
26,25,2012-03-03,62,240000
28,25,2010-12-05,26,120000
29,25,2014-08-24,45,330000
30,25,2019-01-23,69,140000
31,25,2017-10-25,15,40000
33,25,2014-05-13,11,170000
34,25,2016-06-06,95,590000
35,25,2019-02-08,10,20000
36,25,2018-04-07,59,110000
37,25,2015-09-08,67,10000
38,25,2010-10-13,18,70000
40,25,2015-03-09,73,70000
41,25,2015-12-31,83,130000
42,25,2014-07-04,33,40000
43,25,2017-07-02,91,40000
44,25,2012-07-03,30,300000
45,25,2013-10-17,97,80000
46,25,2013-10-27,66,0
49,25,2014-06-28,62,90000
50,25,2012-07-18,16,200000
53,25,2019-02-11,77,200000
54,25,2010-10-01,67,70000
55,25,2017-02-03,12,190000
56,25,2010-09-27,86,210000
58,25,2014-06-16,8,100000
59,25,2015-07-17,94,70000
60,25,2019-06-12,87,180000
61,25,2015-08-02,36,70000
63,25,2013-05-07,32,70000
64,25,2017-04-26,47,90000
65,25,2018-08-19,62,50000
66,25,2011-05-16,35,60000
67,25,2011-06-02,33,200000
71,25,2011-06-25,68,290000
72,25,2017-12-02,48,30000
74,25,2016-01-20,48,330000
75,25,2018-06-04,7,260000
76,25,2012-04-01,26,90000
77,25,2012-08-06,20,350000
78,25,2012-04-23,23,230000
79,25,2016-02-01,7,270000
80,25,2017-08-04,76,80000
81,25,2016-07-17,33,80000
82,25,2014-06-23,52,30000
83,25,2012-04-27,28,60000
84,25,2019-04-24,71,70000
86,25,2014-03-17,78,0
87,25,2016-12-13,15,90000
89,25,2019-04-07,15,0
90,25,2016-05-03,25,210000
91,25,2016-05-18,58,170000
92,25,2013-06-02,18,50000
93,25,2017-01-03,64,60000
94,25,2012-12-21,53,20000
95,25,2015-07-14,34,0
96,25,2012-08-01,6,40000
97,25,2012-07-01,41,150000
98,25,2019-12-31,52,170000
101,25,2010-08-10,28,150000
103,25,2011-03-16,95,350000
105,25,2017-01-14,79,70000
106,25,2013-03-20,9,0
109,25,2013-06-18,24,20000
110,25,2012-09-03,25,170000
112,25,2014-10-22,38,20000
113,25,2010-12-18,46,200000
115,25,2013-11-20,64,190000
116,25,2014-10-26,52,30000
117,25,2015-09-13,29,140000
119,25,2014-07-21,60,70000
122,25,2017-04-23,14,50000
124,25,2018-10-03,37,380000
125,25,2012-02-16,18,200000
127,25,2015-07-13,63,370000
128,25,2013-12-08,86,40000
129,25,2014-05-05,73,60000
130,25,2013-02-04,95,0
131,25,2016-05-18,6,140000
132,25,2011-08-19,21,340000
133,25,2013-01-27,72,30000
135,25,2012-07-06,7,30000
136,25,2017-06-30,60,120000
138,25,2016-03-10,87,110000
139,25,2016-05-08,17,60000
141,25,2012-04-14,94,30000
