destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp,Accepted,ageActual
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,NA,less1,never,less1,less1,never,1,1,1,0,1,1,24
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,NA,less1,never,less1,less1,never,1,1,1,0,1,1,21
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,NA,less1,never,less1,less1,never,1,0,0,1,0,1,20
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,21,Single,0,High School Graduate,Student,$37500 - $49999,NA,less1,never,less1,less1,never,1,1,0,0,1,1,22
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,0,1,0,26
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,1,28
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,1,32
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,1,33
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,0,1,1,32
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,1,32
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,0,30
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1,29
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,0,1,1,35
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,1,0,1,1,30
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1,32
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,1,0,1,0,31
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1,26
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1,28
Home,Alone,Sunny,80,10PM,Bar,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,1,0,1,28
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1,31
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,1,0,1,29
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,0,29
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,1,0,1,1,32
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,1,0,1,1,34
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,0,0,1,0,1,29
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,Single,0,Bachelors degree,Community & Social Services,$50000 - $62499,NA,4~8,1~3,1~3,1~3,less1,1,1,0,0,1,1,32
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,0,1,1,17
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,0,18
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,0,17
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,1,19
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,0,1,1,20
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,0,20
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,0,24
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,1,0,1,24
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,0,1,1,20
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,1,0,1,1,19
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,1,0,0,22
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,1,0,1,0,23
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,1,0,0,20
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,1,0,1,22
Home,Alone,Sunny,80,10PM,Bar,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,1,0,1,21
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,1,0,0,22
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,1,0,0,20
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,0,23
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,1,0,1,1,22
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,1,0,1,1,19
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,0,0,1,0,1,23
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,NA,never,1~3,4~8,1~3,never,1,1,0,0,1,1,21
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1,15
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1,17
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,0,20
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1,16
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1,14
No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1,14
Home,Alone,Sunny,55,6PM,Restaurant(20-50),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,0,15
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,1,15
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,0,1,1,14
Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,1,0,1,1,21
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,0,17
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,1,0,1,1,14
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,0,16
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,1,18
Home,Alone,Sunny,80,10PM,Bar,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,1,0,1,18
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,1,17
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,1,0,1,14
Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,0,17
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,1,0,1,1,15
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,1,0,1,1,15
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,0,0,1,0,1,18
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$62500 - $74999,NA,never,1~3,4~8,1~3,less1,1,1,0,0,1,1,16
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,0,1,0,34
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,1,28
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,1,35
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,1,32
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,0,1,0,32
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,0,30
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,1,31
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,0,33
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,0,1,0,30
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,0,32
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,0,31
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,1,0,1,32
Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,0,1,0,32
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,1,0,1,31
Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,1,0,1,0,33
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,1,0,1,32
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,1,0,1,29
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,1,0,0,32
Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,1,0,1,29
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,1,0,1,0,29
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,0,0,1,0,0,32
Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,31,Married partner,1,Bachelors degree,Management,$50000 - $62499,NA,never,never,never,less1,NA,1,1,0,0,1,1,35
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,0,1,0,30
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,31
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,31
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,32
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,0,1,1,33
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,28
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,28
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,0,32
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,0,1,1,30
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,0,31
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,33
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,1,0,1,31
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,0,1,1,32
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,1,0,0,28
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,1,0,1,1,26
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,1,0,0,29
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,1,0,1,33
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,1,0,1,28
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,1,0,1,33
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,1,0,1,1,31
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,0,0,1,0,1,33
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,31,Married partner,1,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,NA,never,1~3,4~8,4~8,never,1,1,0,0,1,1,35
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,0,1,0,22
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,0,18
No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,1,22
No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,1,22
No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,0,1,0,23
No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,1,21
No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,1,20
No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,0,22
No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,0,1,1,19
No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,0,19
No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,0,24
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,1,0,0,23
Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,0,1,0,21
Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,1,0,1,20
Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,1,0,1,0,20
Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,1,0,1,23
Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,1,0,1,23
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,1,0,0,20
Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,1,0,0,23
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,1,0,1,1,20
Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,0,0,1,0,1,18
Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,Unmarried partner,1,Associates degree,Food Preparation & Serving Related,$12500 - $24999,NA,never,never,less1,1~3,never,1,1,0,0,1,0,23
No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,NA,1~3,never,4~8,1~3,less1,1,0,0,0,1,0,28
No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,NA,1~3,never,4~8,1~3,less1,1,1,0,0,1,0,34
