InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
562161,21985,PACK OF 12 HEARTS DESIGN TISSUES ,11,8/3/2011 11:58,0.29,17841,United Kingdom
562173,22639,SET OF 4 NAPKIN CHARMS HEARTS,32,8/3/2011 12:12,2.1,14530,United Kingdom
562173,21617,4 LILY  BOTANICAL DINNER CANDLES,2,8/3/2011 12:12,3.75,14530,United Kingdom
562203,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,6,8/3/2011 12:50,2.95,16102,United Kingdom
562204,23323,WHITE WICKER STAR ,1,8/3/2011 12:54,2.1,16324,United Kingdom
562204,84692,BOX OF 24 COCKTAIL PARASOLS,3,8/3/2011 12:54,0.42,16324,United Kingdom
562204,21064,BOOM BOX SPEAKER BOYS,1,8/3/2011 12:54,5.95,16324,United Kingdom
562209,21894,POTTING SHED SEED ENVELOPES,24,8/3/2011 13:06,1.25,13213,United Kingdom
562210,84580,MOUSE TOY WITH PINK T-SHIRT,4,8/3/2011 13:10,3.75,13486,United Kingdom
562213,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,8/3/2011 13:39,3.75,13975,United Kingdom
562213,23345, DOLLY GIRL BEAKER,3,8/3/2011 13:39,1.25,13975,United Kingdom
562213,22951,60 CAKE CASES DOLLY GIRL DESIGN,6,8/3/2011 13:39,0.55,13975,United Kingdom
562214,23245,SET OF 3 REGENCY CAKE TINS,4,8/3/2011 13:39,4.95,17731,United Kingdom
562219,79190B,RETRO PLASTIC POLKA TRAY,15,8/3/2011 14:14,0.42,15089,United Kingdom
562219,22982,PANTRY PASTRY BRUSH,12,8/3/2011 14:14,1.25,15089,United Kingdom
562219,22619,SET OF 6 SOLDIER SKITTLES,4,8/3/2011 14:14,3.75,15089,United Kingdom
562220,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,8/3/2011 14:19,7.95,15150,United Kingdom
C562221,21155,RED RETROSPOT PEG BAG,-6,8/3/2011 14:22,2.55,16525,United Kingdom
562263,22809,SET OF 6 T-LIGHTS SANTA,1,8/3/2011 15:45,2.95,17514,United Kingdom
562263,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,6,8/3/2011 15:45,0.85,17514,United Kingdom
562264,21936,RED RETROSPOT PICNIC BAG,1,8/3/2011 16:14,5.79,,United Kingdom
562264,22716,CARD CIRCUS PARADE,2,8/3/2011 16:14,0.83,,United Kingdom
562264,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,1,8/3/2011 16:14,1.25,,United Kingdom
562269,22076,6 RIBBONS EMPIRE  ,3,8/3/2011 16:35,1.65,14056,United Kingdom
562271,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,8/3/2011 17:05,2.95,16098,United Kingdom
562272,47599B,BLUE PARTY BAGS ,12,8/4/2011 8:18,2.1,12971,United Kingdom
562274,23144,ZINC T-LIGHT HOLDER STARS SMALL,12,8/4/2011 10:00,0.83,12704,Finland
562276,20727,LUNCH BAG  BLACK SKULL.,10,8/4/2011 10:23,1.65,17735,United Kingdom
562276,22469,HEART OF WICKER SMALL,12,8/4/2011 10:23,1.65,17735,United Kingdom
562282,22046,TEA PARTY  WRAPPING PAPER ,50,8/4/2011 10:38,0.42,13098,United Kingdom
562283,85132C,CHARLIE AND LOLA FIGURES TINS,12,8/4/2011 10:43,1.95,15249,United Kingdom
562313,23312,VINTAGE CHRISTMAS GIFT SACK,8,8/4/2011 11:38,4.15,14640,United Kingdom
562340,23209,LUNCH BAG DOILEY PATTERN ,10,8/4/2011 12:05,1.65,13985,United Kingdom
562340,22386,JUMBO BAG PINK POLKADOT,10,8/4/2011 12:05,2.08,13985,United Kingdom
562341,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,4,8/4/2011 12:13,0.42,15005,United Kingdom
562341,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,8/4/2011 12:13,2.08,15005,United Kingdom
562345,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,100,8/4/2011 12:14,1.79,13694,United Kingdom
562347,84596G,SMALL CHOCOLATES PINK BOWL,2,8/4/2011 12:22,0.42,13263,United Kingdom
562347,84596F,SMALL MARSHMALLOWS PINK BOWL,2,8/4/2011 12:22,0.42,13263,United Kingdom
562348,23203,JUMBO BAG DOILEY PATTERNS,100,8/4/2011 12:36,1.79,17511,United Kingdom
562353,22273,FELTCRAFT DOLL MOLLY,6,8/4/2011 13:15,2.95,16180,United Kingdom
562354,20983,12 PENCILS TALL TUBE RED RETROSPOT,12,8/4/2011 13:15,0.85,17470,United Kingdom
562365,22698,PINK REGENCY TEACUP AND SAUCER,1,8/4/2011 13:51,2.95,14344,United Kingdom
562369,22457,NATURAL SLATE HEART CHALKBOARD ,12,8/4/2011 14:12,2.95,17584,United Kingdom
562371,21497,FANCY FONTS BIRTHDAY WRAP,25,8/4/2011 14:30,0.42,13709,United Kingdom
562371,21755,LOVE BUILDING BLOCK WORD,3,8/4/2011 14:30,5.95,13709,United Kingdom
562373,22629,SPACEBOY LUNCH BOX ,36,8/4/2011 14:33,1.95,16672,United Kingdom
C562375,22698,PINK REGENCY TEACUP AND SAUCER,-48,8/4/2011 14:46,2.55,14911,EIRE
562376,23546,WRAP PAISLEY PARK ,25,8/4/2011 15:04,0.42,15254,United Kingdom
562377,23175,REGENCY MILK JUG PINK ,1,8/4/2011 15:04,3.25,14535,United Kingdom
562377,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,8/4/2011 15:04,2.95,14535,United Kingdom
562377,21034,REX CASH+CARRY JUMBO SHOPPER,1,8/4/2011 15:04,0.95,14535,United Kingdom
562377,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,8/4/2011 15:04,1.25,14535,United Kingdom
562381,21523,DOORMAT FANCY FONT HOME SWEET HOME,2,8/4/2011 15:33,7.95,16873,United Kingdom
562393,22726,ALARM CLOCK BAKELIKE GREEN,8,8/4/2011 16:17,3.75,18172,United Kingdom
562417,22625,RED KITCHEN SCALES,1,8/4/2011 16:32,16.63,,United Kingdom
562417,23053,RECYCLED ACAPULCO MAT PINK,1,8/4/2011 16:32,16.63,,United Kingdom
562417,23251,VINTAGE RED ENAMEL TRIM MUG ,9,8/4/2011 16:32,2.46,,United Kingdom
562417,21750,LARGE SKULL WINDMILL,1,8/4/2011 16:32,4.13,,United Kingdom
562417,21758,VINTAGE SHELLS PRINT,1,8/4/2011 16:32,12.46,,United Kingdom
562418,23235,STORAGE TIN VINTAGE LEAF,6,8/4/2011 16:34,2.89,16572,United Kingdom
562420,22135,MINI LADLE LOVE HEART PINK,1,8/4/2011 16:38,0.83,,United Kingdom
562420,22487,WHITE WOOD GARDEN PLANT LADDER,1,8/4/2011 16:38,19.96,,United Kingdom
562420,22494,EMERGENCY FIRST AID TIN ,1,8/4/2011 16:38,2.46,,United Kingdom
562420,22615,PACK OF 12 CIRCUS PARADE TISSUES ,1,8/4/2011 16:38,0.83,,United Kingdom
562420,48111,DOORMAT 3 SMILEY CATS,1,8/4/2011 16:38,15.79,,United Kingdom
562420,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,8/4/2011 16:38,0.83,,United Kingdom
562420,20685,DOORMAT RED RETROSPOT,1,8/4/2011 16:38,15.79,,United Kingdom
562433,23120,PACK OF 6 SMALL FRUIT STRAWS,24,8/4/2011 17:40,0.42,17677,United Kingdom
562433,22726,ALARM CLOCK BAKELIKE GREEN,4,8/4/2011 17:40,3.75,17677,United Kingdom
C562438,22698,PINK REGENCY TEACUP AND SAUCER,-2,8/4/2011 17:58,2.95,14621,United Kingdom
562442,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,8/4/2011 18:31,7.95,14397,United Kingdom
562444,22371,AIRLINE BAG VINTAGE TOKYO 78,2,8/4/2011 18:44,4.25,14713,United Kingdom
562444,82482,WOODEN PICTURE FRAME WHITE FINISH,2,8/4/2011 18:44,2.55,14713,United Kingdom
562444,22784,LANTERN CREAM GAZEBO ,2,8/4/2011 18:44,4.95,14713,United Kingdom
562445,22702,BLACK AND WHITE CAT BOWL,6,8/4/2011 18:51,2.1,12417,Belgium
562448,23111,PARISIENNE SEWING BOX,8,8/4/2011 19:22,10.4,17428,United Kingdom
562449,22921,HERB MARKER CHIVES ,6,8/4/2011 20:01,0.65,14562,United Kingdom
562450,23213,STAR WREATH DECORATION WITH BELL,12,8/5/2011 8:40,1.25,12562,France
562455,16161P,WRAP ENGLISH ROSE ,25,8/5/2011 10:32,0.42,18097,United Kingdom
562456,23012,GLASS APOTHECARY BOTTLE PERFUME,4,8/5/2011 10:39,3.95,15194,United Kingdom
562456,84978,HANGING HEART JAR T-LIGHT HOLDER,36,8/5/2011 10:39,1.06,15194,United Kingdom
562457,22995,TRAVEL CARD WALLET SUKI,48,8/5/2011 11:00,0.42,18079,United Kingdom
562466,23301,GARDENERS KNEELING PAD KEEP CALM ,3,8/5/2011 11:49,1.65,13435,United Kingdom
562466,22487,WHITE WOOD GARDEN PLANT LADDER,2,8/5/2011 11:49,9.95,13435,United Kingdom
562466,23169,CLASSIC GLASS COOKIE JAR,8,8/5/2011 11:49,4.15,13435,United Kingdom
562467,22427,ENAMEL FLOWER JUG CREAM,3,8/5/2011 11:50,5.95,13513,United Kingdom
562468,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,8/5/2011 11:52,1.25,16928,United Kingdom
562517,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,8/5/2011 12:27,2.08,15719,United Kingdom
562517,20725,LUNCH BAG RED RETROSPOT,1,8/5/2011 12:27,1.65,15719,United Kingdom
562517,22356,CHARLOTTE BAG PINK POLKADOT,3,8/5/2011 12:27,0.85,15719,United Kingdom
562517,23300,GARDENERS KNEELING PAD CUP OF TEA ,1,8/5/2011 12:27,1.65,15719,United Kingdom
562519,22512,DOORSTOP RACING CAR DESIGN,2,8/5/2011 12:37,3.75,16764,United Kingdom
562519,20724,RED RETROSPOT CHARLOTTE BAG,2,8/5/2011 12:37,0.85,16764,United Kingdom
562528,23008,DOLLY GIRL BABY GIFT SET,1,8/5/2011 13:52,16.95,12610,Italy
562528,21086,SET/6 RED SPOTTY PAPER CUPS,12,8/5/2011 13:52,0.65,12610,Italy
562530,85131A,BEADED PEARL HEART WHITE ON STICK,2,8/5/2011 14:13,1.25,,United Kingdom
562532,22498,WOODEN REGATTA BUNTING,3,8/5/2011 14:31,5.95,14083,United Kingdom
562534,23005,TRAVEL CARD WALLET I LOVE LONDON,24,8/5/2011 14:49,0.42,14031,United Kingdom
562537,23264,SET OF 3 WOODEN SLEIGH DECORATIONS,12,8/5/2011 15:02,1.25,12517,Germany
562539,21467,CHERRY CROCHET FOOD COVER,2,8/5/2011 15:30,3.75,17220,United Kingdom
562539,22197,POPCORN HOLDER,10,8/5/2011 15:30,0.85,17220,United Kingdom
562539,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,1,8/5/2011 15:30,4.95,17220,United Kingdom
562539,21531,RED RETROSPOT SUGAR JAM BOWL,2,8/5/2011 15:30,2.55,17220,United Kingdom
562539,23337,EGG FRYING PAN MINT ,2,8/5/2011 15:30,2.08,17220,United Kingdom
562539,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,8/5/2011 15:30,1.25,17220,United Kingdom
562539,23296,SET OF 6 TEA TIME BAKING CASES,4,8/5/2011 15:30,1.25,17220,United Kingdom
562540,22561,WOODEN SCHOOL COLOURING SET,3,8/5/2011 15:38,1.65,17400,United Kingdom
562540,21903,MAN FLU METAL SIGN,3,8/5/2011 15:38,2.1,17400,United Kingdom
562540,85071D,CHARLIE+LOLA MY ROOM DOOR SIGN,2,8/5/2011 15:38,0.39,17400,United Kingdom
562540,23238,SET OF 4 KNICK KNACK TINS LONDON ,2,8/5/2011 15:38,4.15,17400,United Kingdom
562543,23263,SET OF 3 WOODEN HEART DECORATIONS,24,8/5/2011 15:45,1.25,13552,United Kingdom
562549,22701,PINK DOG BOWL,2,8/5/2011 16:10,2.95,17092,United Kingdom
562549,21902,"KEY FOB , FRONT  DOOR ",41,8/5/2011 16:10,0.65,17092,United Kingdom
562551,22907,PACK OF 20 NAPKINS PANTRY DESIGN,4,8/5/2011 16:19,0.85,17231,United Kingdom
562553,21718,RED METAL BEACH SPADE ,2,8/5/2011 16:34,2.46,,United Kingdom
562553,21931,JUMBO STORAGE BAG SUKI,1,8/5/2011 16:34,4.13,,United Kingdom
562553,21986,PACK OF 12 PINK POLKADOT TISSUES,30,8/5/2011 16:34,0.83,,United Kingdom
562553,22322,BIRD DECORATION GREEN POLKADOT,1,8/5/2011 16:34,1.63,,United Kingdom
562553,22567,20 DOLLY PEGS RETROSPOT,1,8/5/2011 16:34,2.92,,United Kingdom
562553,22685,FRENCH BLUE METAL DOOR SIGN 0,1,8/5/2011 16:34,2.46,,United Kingdom
562553,23108,SET OF 10 LED DOLLY LIGHTS,1,8/5/2011 16:34,12.46,,United Kingdom
562553,23182,TOILET SIGN OCCUPIED OR VACANT,1,8/5/2011 16:34,2.46,,United Kingdom
562553,23242,TREASURE TIN BUFFALO BILL ,1,8/5/2011 16:34,4.13,,United Kingdom
562553,85093,CANDY SPOT EGG WARMER HARE,3,8/5/2011 16:34,0.83,,United Kingdom
562558,22348,TEA BAG PLATE RED RETROSPOT,15,8/5/2011 16:43,0.85,13451,United Kingdom
562558,84991,60 TEATIME FAIRY CAKE CASES,3,8/5/2011 16:43,0.55,13451,United Kingdom
562558,20727,LUNCH BAG  BLACK SKULL.,3,8/5/2011 16:43,1.65,13451,United Kingdom
562560,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,8/5/2011 17:12,2.95,14156,EIRE
562560,23201,JUMBO BAG ALPHABET,3,8/5/2011 17:12,2.08,14156,EIRE
562560,23360,SET 8 CANDLES VINTAGE DOILY,4,8/5/2011 17:12,1.95,14156,EIRE
562560,20728,LUNCH BAG CARS BLUE,3,8/5/2011 17:12,1.65,14156,EIRE
562560,23207,LUNCH BAG ALPHABET DESIGN,2,8/5/2011 17:12,1.65,14156,EIRE
562560,23207,LUNCH BAG ALPHABET DESIGN,2,8/5/2011 17:12,1.65,14156,EIRE
562560,22623,BOX OF VINTAGE JIGSAW BLOCKS ,4,8/5/2011 17:12,5.95,14156,EIRE
562560,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,8/5/2011 17:12,2.95,14156,EIRE
562562,47420,ASSORTED COLOUR SUCTION CUP HOOK,24,8/5/2011 17:43,0.19,16271,United Kingdom
562563,22147,FELTCRAFT BUTTERFLY HEARTS,12,8/7/2011 10:24,1.45,13450,United Kingdom
562564,22150,3 STRIPEY MICE FELTCRAFT,13,8/7/2011 10:43,1.95,15058,United Kingdom
562567,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,8/7/2011 11:40,0.42,12877,United Kingdom
562569,21123,SET/10 IVORY POLKADOT PARTY CANDLES,3,8/7/2011 12:05,1.25,17323,United Kingdom
562571,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/7/2011 12:21,2.95,13782,United Kingdom
562574,23089,GLASS BON BON JAR,4,8/7/2011 12:42,1.65,14903,United Kingdom
562574,84991,60 TEATIME FAIRY CAKE CASES,4,8/7/2011 12:42,0.55,14903,United Kingdom
562574,84879,ASSORTED COLOUR BIRD ORNAMENT,1,8/7/2011 12:42,1.69,14903,United Kingdom
562574,20717,STRAWBERRY SHOPPER BAG,2,8/7/2011 12:42,1.25,14903,United Kingdom
562576,22900,SET 2 TEA TOWELS I LOVE LONDON ,6,8/7/2011 13:08,3.25,15518,United Kingdom
562579,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,8/7/2011 13:30,7.95,16950,United Kingdom
562579,22610,PENS ASSORTED FUNNY FACE,36,8/7/2011 13:30,0.19,16950,United Kingdom
562579,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,8/7/2011 13:30,2.1,16950,United Kingdom
562579,23210,WHITE ROCKING HORSE HAND PAINTED,24,8/7/2011 13:30,1.25,16950,United Kingdom
562581,22429,ENAMEL MEASURING JUG CREAM,2,8/7/2011 13:43,4.25,15860,United Kingdom
562581,21034,REX CASH+CARRY JUMBO SHOPPER,1,8/7/2011 13:43,0.95,15860,United Kingdom
C562582,21671,RED SPOT CERAMIC DRAWER KNOB,-8,8/7/2011 13:53,1.25,15640,United Kingdom
562587,21931,JUMBO STORAGE BAG SUKI,10,8/7/2011 14:34,2.08,15640,United Kingdom
562587,23203,JUMBO BAG VINTAGE DOILY ,10,8/7/2011 14:34,2.08,15640,United Kingdom
562587,21123,SET/10 IVORY POLKADOT PARTY CANDLES,6,8/7/2011 14:34,1.25,15640,United Kingdom
562587,22423,REGENCY CAKESTAND 3 TIER,16,8/7/2011 14:34,10.95,15640,United Kingdom
562589,22969,HOMEMADE JAM SCENTED CANDLES,12,8/7/2011 15:16,1.45,15198,United Kingdom
562591,22464,HANGING METAL HEART LANTERN,24,8/7/2011 15:40,1.65,12748,United Kingdom
562593,21770,OPEN CLOSED METAL SIGN,1,8/7/2011 15:43,4.95,16549,United Kingdom
562593,23226,FILIGREE HEART DAISY WHITE,3,8/7/2011 15:43,1.25,16549,United Kingdom
562595,15044A,PINK PAPER PARASOL ,6,8/7/2011 15:52,2.95,17602,United Kingdom
562596,23296,SET OF 6 TEA TIME BAKING CASES,8,8/8/2011 9:22,1.25,16145,United Kingdom
562596,85132C,CHARLIE AND LOLA FIGURES TINS,36,8/8/2011 9:22,1.95,16145,United Kingdom
562596,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,8/8/2011 9:22,4.65,16145,United Kingdom
562602,23142,IVORY WIRE KITCHEN ORGANISER,2,8/8/2011 10:11,10.4,12865,Austria
562602,23150,IVORY SWEETHEART SOAP DISH,6,8/8/2011 10:11,2.49,12865,Austria
562602,23152,IVORY SWEETHEART WIRE LETTER RACK ,4,8/8/2011 10:11,3.75,12865,Austria
562604,22553,PLASTERS IN TIN SKULLS,12,8/8/2011 10:51,1.65,17611,United Kingdom
562606,23293,SET OF 12 FAIRY CAKE BAKING CASES,24,8/8/2011 11:28,0.83,13552,United Kingdom
562607,23315,IVORY REFECTORY CLOCK,2,8/8/2011 11:45,9.95,12885,United Kingdom
562611,22730,ALARM CLOCK BAKELIKE IVORY,4,8/8/2011 11:58,3.75,17716,United Kingdom
562612,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,8/8/2011 12:00,0.65,16637,United Kingdom
562614,23131,MISTLETOE HEART WREATH CREAM,2,8/8/2011 12:15,4.15,17961,United Kingdom
562616,23550,WRAP ALPHABET POSTER  ,25,8/8/2011 12:28,0.42,14748,United Kingdom
562619,21930,JUMBO STORAGE BAG SKULLS,4,8/8/2011 12:34,2.08,15311,United Kingdom
562621,20726,LUNCH BAG WOODLAND,10,8/8/2011 12:36,1.65,14415,United Kingdom
562649,21900,"KEY FOB , SHED",1,8/8/2011 13:11,0.65,14606,United Kingdom
562652,22112,CHOCOLATE HOT WATER BOTTLE,3,8/8/2011 13:34,4.95,14844,United Kingdom
562670,23073,GEORGIAN TRINKET BOX,1,8/8/2011 13:42,12.5,14911,EIRE
562680,20726,LUNCH BAG WOODLAND,1,8/8/2011 13:46,1.65,17954,United Kingdom
562680,23203,JUMBO BAG VINTAGE DOILY ,2,8/8/2011 13:46,2.08,17954,United Kingdom
562680,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,2,8/8/2011 13:46,0.55,17954,United Kingdom
562688,23133,LARGE IVORY HEART WALL ORGANISER,2,8/8/2011 13:53,8.25,13869,United Kingdom
562688,22120,WELCOME  WOODEN BLOCK LETTERS,2,8/8/2011 13:53,9.95,13869,United Kingdom
562688,20750,RED RETROSPOT MINI CASES,1,8/8/2011 13:53,7.95,13869,United Kingdom
562688,82551,LAUNDRY 15C METAL SIGN,2,8/8/2011 13:53,1.45,13869,United Kingdom
562688,22209,WOOD STAMP SET HAPPY BIRTHDAY,2,8/8/2011 13:53,0.83,13869,United Kingdom
562688,23235,STORAGE TIN VINTAGE LEAF,4,8/8/2011 13:53,2.89,13869,United Kingdom
562701,22729,ALARM CLOCK BAKELIKE ORANGE,8,8/8/2011 13:59,3.75,13767,United Kingdom
562708,21232,STRAWBERRY CERAMIC TRINKET BOX,4,8/8/2011 14:15,1.25,17085,United Kingdom
562711,21933,PINK VINTAGE PAISLEY PICNIC BAG,1,8/8/2011 14:53,1.65,16788,United Kingdom
562711,84997A,CHILDRENS CUTLERY POLKADOT GREEN ,2,8/8/2011 14:53,4.15,16788,United Kingdom
562715,23126,FELTCRAFT GIRL AMELIE KIT,1,8/8/2011 15:34,10.79,,United Kingdom
562715,23291,DOLLY GIRL CHILDRENS CUP,1,8/8/2011 15:34,2.46,,United Kingdom
562715,23301,GARDENERS KNEELING PAD KEEP CALM ,1,8/8/2011 15:34,3.29,,United Kingdom
562715,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,8/8/2011 15:34,1.25,,United Kingdom
562715,40016,CHINESE DRAGON PAPER LANTERNS,1,8/8/2011 15:34,8.29,,United Kingdom
562715,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE ,1,8/8/2011 15:34,4.13,,United Kingdom
562715,20661,BLUE POLKADOT PURSE ,1,8/8/2011 15:34,2.46,,United Kingdom
562715,22082,RIBBON REEL STRIPES DESIGN ,1,8/8/2011 15:34,3.29,,United Kingdom
562715,22457,NATURAL SLATE HEART CHALKBOARD ,1,8/8/2011 15:34,5.79,,United Kingdom
562716,23306,SET OF 36 DOILIES PANTRY DESIGN,12,8/8/2011 15:35,1.45,14257,United Kingdom
562716,20726,LUNCH BAG WOODLAND,20,8/8/2011 15:35,1.65,14257,United Kingdom
562717,23169,CLASSIC GLASS COOKIE JAR,1,8/8/2011 15:42,8.29,,United Kingdom
562717,23245,SET OF 3 REGENCY CAKE TINS,13,8/8/2011 15:42,5.79,,United Kingdom
562717,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,9,8/8/2011 15:42,7.46,,United Kingdom
562717,21232,STRAWBERRY CERAMIC TRINKET BOX,1,8/8/2011 15:42,2.46,,United Kingdom
562727,22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,24,8/9/2011 9:26,1.25,15601,United Kingdom
562732,21314,SMALL GLASS HEART TRINKET POT,8,8/9/2011 10:19,2.1,18248,United Kingdom
562732,23294,SET OF 6 SNACK LOAF BAKING CASES,16,8/9/2011 10:19,0.83,18248,United Kingdom
562733,85180B,PINK HEARTS LIGHT CHAIN ,3,8/9/2011 10:20,4.65,14626,United Kingdom
562733,23204,CHARLOTTE BAG APPLES DESIGN,10,8/9/2011 10:20,0.85,14626,United Kingdom
562774,84375,SET OF 20 KIDS COOKIE CUTTERS,12,8/9/2011 12:20,2.1,13500,United Kingdom
562775,22663,JUMBO BAG DOLLY GIRL DESIGN,20,8/9/2011 12:21,2.08,15078,United Kingdom
562776,22180,RETROSPOT LAMP,1,8/9/2011 12:23,9.95,14180,United Kingdom
562779,22766,PHOTO FRAME CORNICE,1,8/9/2011 12:58,2.95,17841,United Kingdom
562779,22381,TOY TIDY PINK POLKADOT,1,8/9/2011 12:58,2.1,17841,United Kingdom
562779,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,8/9/2011 12:58,0.85,17841,United Kingdom
562779,21564,PINK  HEART SHAPE LOVE BUCKET ,1,8/9/2011 12:58,2.95,17841,United Kingdom
562789,22630,DOLLY GIRL LUNCH BOX,64,8/9/2011 13:50,1.65,14646,Netherlands
562789,23292,SPACEBOY CHILDRENS CUP,48,8/9/2011 13:50,1.25,14646,Netherlands
562789,23294,SET OF 6 SNACK LOAF BAKING CASES,256,8/9/2011 13:50,0.72,14646,Netherlands
562789,23209,LUNCH BAG DOILEY PATTERN ,100,8/9/2011 13:50,1.45,14646,Netherlands
562789,23199,JUMBO BAG APPLES,200,8/9/2011 13:50,1.79,14646,Netherlands
562792,22398,MAGNETS PACK OF 4 SWALLOWS,5,8/9/2011 14:18,0.39,17634,United Kingdom
562807,21121,SET/10 RED POLKADOT PARTY CANDLES,24,8/9/2011 14:57,1.25,16053,United Kingdom
562807,21242,RED RETROSPOT PLATE ,8,8/9/2011 14:57,1.69,16053,United Kingdom
562839,22896,PEG BAG APPLES DESIGN,1,8/9/2011 16:17,2.55,14056,United Kingdom
562841,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,12,8/9/2011 16:42,2.95,17675,United Kingdom
562841,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,8/9/2011 16:42,0.55,17675,United Kingdom
562843,23201,JUMBO BAG ALPHABET,2,8/9/2011 17:37,4.13,,United Kingdom
562843,23295,SET OF 12 MINI LOAF BAKING CASES,4,8/9/2011 17:37,2.46,,United Kingdom
562843,21033,JUMBO BAG CHARLIE AND LOLA TOYS,16,8/9/2011 17:37,2.46,,United Kingdom
562846,21243,PINK  POLKADOT PLATE ,2,8/10/2011 9:29,3.29,,United Kingdom
562846,21244,BLUE POLKADOT PLATE ,1,8/10/2011 9:29,3.29,,United Kingdom
562847,23323,WHITE WICKER STAR ,6,8/10/2011 9:34,2.1,16245,United Kingdom
562847,21533,RETROSPOT LARGE MILK JUG,3,8/10/2011 9:34,4.95,16245,United Kingdom
562850,21931,JUMBO STORAGE BAG SUKI,100,8/10/2011 10:08,1.79,14680,United Kingdom
562852,22151,PLACE SETTING WHITE HEART,24,8/10/2011 10:12,0.42,13050,United Kingdom
562852,47566,PARTY BUNTING,4,8/10/2011 10:12,4.95,13050,United Kingdom
562878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,8/10/2011 10:45,2.95,16241,United Kingdom
562880,21156,RETROSPOT CHILDRENS APRON,60,8/10/2011 10:53,1.65,15838,United Kingdom
562880,20677,PINK POLKADOT BOWL,72,8/10/2011 10:53,1.06,15838,United Kingdom
562881,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,8/10/2011 10:57,1.65,15632,United Kingdom
562881,22163,HEART STRING MEMO HOLDER HANGING,6,8/10/2011 10:57,2.95,15632,United Kingdom
562881,22383,LUNCH BAG SUKI DESIGN ,10,8/10/2011 10:57,1.65,15632,United Kingdom
562888,23199,JUMBO BAG APPLES,10,8/10/2011 11:58,2.08,14388,United Kingdom
562888,23201,JUMBO BAG ALPHABET,10,8/10/2011 11:58,2.08,14388,United Kingdom
562890,21794,CLASSIC FRENCH STYLE BASKET NATURAL,8,8/10/2011 12:11,3.95,14191,United Kingdom
562890,47566,PARTY BUNTING,4,8/10/2011 12:11,4.95,14191,United Kingdom
562893,85176,SEWING SUSAN 21 NEEDLE SET,12,8/10/2011 12:25,0.85,17442,United Kingdom
562893,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/10/2011 12:25,3.75,17442,United Kingdom
562894,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,8/10/2011 12:35,1.25,12571,France
562908,23313,VINTAGE CHRISTMAS BUNTING,5,8/10/2011 12:48,4.95,16839,United Kingdom
562916,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,1,8/10/2011 13:41,4.25,,United Kingdom
562926,22686,FRENCH BLUE METAL DOOR SIGN No,12,8/10/2011 14:55,1.25,17512,United Kingdom
562926,22678,FRENCH BLUE METAL DOOR SIGN 3,10,8/10/2011 14:55,1.25,17512,United Kingdom
562928,21647,ASSORTED TUTTI FRUTTI LARGE PURSE,12,8/10/2011 15:29,2.1,15494,United Kingdom
562930,22789,T-LIGHT HOLDER SWEETHEART HANGING,16,8/10/2011 16:01,1.95,14209,United Kingdom
562931,22477,WATERING CAN GARDEN MARKER,10,8/10/2011 16:19,1.25,14030,United Kingdom
562932,22428,ENAMEL FIRE BUCKET CREAM,2,8/10/2011 16:39,6.95,16904,United Kingdom
562933,21172,PARTY METAL SIGN ,1,8/10/2011 16:51,4.13,,United Kingdom
