Date,PotholeReports,Temperature,Humidity,WindSpeed,Rainfall,ExpectedWorkload
2020-07-01,1279,34.1,87,5.577427999999999,NA,Low
2020-07-01,1811,33.7,84,6.8897640000000004,NA,Medium
2020-07-01,982,33.5,82,8.858268,NA,Low
2020-07-01,746,33.3,88,5.249344000000001,0.5,Low
2020-07-01,805,32.6,78,7.545932,NA,Low
2020-07-01,991,32.6,80,8.858268,NA,Low
2020-07-01,959,32.3,76,8.530184,NA,Low
2020-07-01,976,32.2,76,10.170604,NA,Low
2020-07-01,1163,32,76,7.545932,NA,Medium
2020-07-01,1296,31.9,74,9.186352,NA,Medium
2020-07-01,1915,32.1,75,8.2021,NA,Medium
2020-07-01,3016,32.5,77,6.8897640000000004,NA,High
2020-07-01,2313,32.6,78,3.6089240000000005,NA,High
2020-07-01,2214,33.1,80,4.92126,NA,High
2020-07-01,2115,33.7,81,2.6246720000000003,NA,High
2020-07-01,1945,34.1,83,1.9685039999999998,NA,High
2020-07-01,1355,34.5,84,2.6246720000000003,NA,Low
2020-07-02,1006,34.9,87,1.3123360000000002,NA,Medium
2020-07-02,760,35.2,89,2.952756,NA,Low
2020-07-02,600,35.1,86,4.265092,NA,Low
2020-07-02,377,35.1,86,6.56168,NA,Low
2020-07-02,241,35.2,86,6.8897640000000004,NA,Low
2020-07-02,301,35.2,84,4.593176,NA,Low
2020-07-02,665,35.2,84,3.6089240000000005,NA,Medium
2020-07-02,1321,35,83,3.28084,NA,Medium
2020-07-02,2114,34.5,80,5.905512,NA,Medium
2020-07-02,1240,33.4,73,7.217848000000001,NA,Medium
2020-07-02,836,32.6,70,7.874015999999999,NA,Medium
2020-07-02,887,32.5,70,7.874015999999999,NA,Low
2020-07-02,1013,31.7,68,6.2335959999999995,NA,Low
2020-07-02,1046,31.1,68,9.186352,NA,Low
2020-07-02,999,30.5,62,8.858268,NA,Medium
2020-07-02,1094,29.8,62,7.874015999999999,NA,Low
2020-07-02,1291,30,67,6.56168,NA,Medium
2020-07-02,1782,29.9,65,5.905512,NA,High
2020-07-02,2884,29.2,60,8.2021,NA,High
2020-07-02,2320,30.2,68,8.530184,NA,Medium
2020-07-02,2069,31.8,76,7.217848000000001,NA,Medium
2020-07-02,1924,32.8,80,7.545932,NA,Medium
2020-07-02,1879,33.3,82,4.265092,NA,Medium
2020-07-02,1439,33.8,84,3.28084,NA,Medium
2020-07-03,1169,34.3,85,1.3123360000000002,NA,Low
2020-07-03,1062,34.6,85,4.593176,NA,Low
2020-07-03,783,34.7,85,5.577427999999999,NA,Low
2020-07-03,545,34.8,83,3.6089240000000005,NA,Low
2020-07-03,307,34.9,82,4.92126,NA,Low
2020-07-03,266,35.2,86,5.249344000000001,NA,Low
2020-07-03,356,35.4,86,1.3123360000000002,NA,Low
2020-07-03,537,35.1,81,0.9842519999999999,NA,Low
2020-07-03,787,33.9,74,2.296588,NA,Low
2020-07-03,909,33,70,3.6089240000000005,NA,Low
2020-07-03,910,32.2,68,6.8897640000000004,NA,Low
2020-07-03,945,31,65,6.56168,NA,Medium
2020-07-03,1039,29.8,58,7.545932,NA,Medium
2020-07-03,1078,29.3,59,7.545932,NA,Low
2020-07-03,1038,29.3,59,9.514436,NA,Low
2020-07-03,1058,28.9,59,7.545932,NA,Low
2020-07-03,1177,28.3,55,7.545932,NA,Medium
2020-07-03,1433,28.5,53,12.139108,NA,Low
2020-07-03,1624,28.9,55,7.217848000000001,NA,Medium
2020-07-03,1797,29.6,59,7.874015999999999,NA,Medium
2020-07-03,2023,30.8,63,5.577427999999999,NA,Medium
2020-07-03,2011,31.8,64,9.186352,NA,Medium
2020-07-03,1682,32.4,70,8.858268,NA,Medium
2020-07-03,1278,33.4,80,6.56168,NA,Low
2020-07-04,1143,34,82,6.2335959999999995,NA,Low
2020-07-04,868,34.5,83,7.545932,NA,Medium
2020-07-04,632,34.9,85,3.6089240000000005,NA,Low
2020-07-04,443,35.2,86,0.6561680000000001,NA,Low
2020-07-04,278,35.4,86,0.32808400000000004,NA,Low
2020-07-04,223,35.5,85,2.296588,NA,Low
2020-07-04,292,35.2,83,0.6561680000000001,NA,Low
2020-07-04,402,34.8,80,0.6561680000000001,NA,Low
2020-07-04,613,33.8,75,2.952756,NA,Low
2020-07-04,715,33,71,3.28084,NA,Low
2020-07-04,701,31.5,66,5.577427999999999,NA,Low
2020-07-04,712,31.3,64,4.265092,NA,Low
2020-07-04,803,29.9,58,5.249344000000001,NA,Low
2020-07-04,810,28.6,53,10.498688000000001,NA,Low
2020-07-04,822,27.6,50,6.56168,NA,Low
2020-07-04,946,27.1,49,8.530184,NA,Medium
2020-07-04,1125,27.2,52,9.84252,NA,Medium
2020-07-04,1247,27.3,52,9.84252,NA,Low
2020-07-04,1466,27.8,55,7.874015999999999,NA,Medium
2020-07-04,1847,28.8,62,6.8897640000000004,NA,Medium
2020-07-04,2058,30.8,72,6.8897640000000004,NA,Medium
2020-07-04,1924,31.9,74,10.170604,NA,Medium
2020-07-04,1607,32.5,77,2.952756,NA,Low
2020-07-04,1113,33,78,5.249344000000001,NA,Low
2020-07-05,732,33.5,81,2.952756,NA,Low
2020-07-05,498,34.1,83,4.265092,NA,Low
2020-07-05,469,34.6,84,1.9685039999999998,NA,Low
2020-07-05,276,34.9,85,2.296588,NA,Low
2020-07-05,211,35.4,84,2.296588,NA,Low
2020-07-05,324,35.7,85,3.28084,NA,Low
2020-07-05,703,36,85,2.952756,NA,Medium
2020-07-05,1344,35.5,73,2.952756,NA,Medium
2020-07-05,1935,33.6,69,1.64042,NA,Medium
2020-07-05,1014,32,64,3.28084,NA,Low
2020-07-05,678,30.2,54,5.905512,NA,Low
2020-07-05,688,28.5,51,6.8897640000000004,NA,Low
2020-07-05,719,27.6,49,6.56168,NA,Low
2020-07-05,727,27,51,8.2021,NA,Low
2020-07-05,691,26.3,45,8.2021,NA,Low
2020-07-05,745,26.6,44,10.170604,NA,Low
2020-07-05,818,26.7,46,10.170604,NA,Low
2020-07-05,1425,27,46,10.170604,NA,Medium
2020-07-05,2636,27.7,47,9.84252,NA,High
2020-07-05,2368,28.8,52,7.874015999999999,NA,High
2020-07-05,2362,30.7,58,7.874015999999999,NA,High
2020-07-05,2241,32,64,4.92126,NA,Medium
2020-07-05,1934,32.8,69,5.577427999999999,NA,Medium
2020-07-05,1285,33.4,75,4.92126,NA,Low
2020-07-06,1003,33.6,76,3.9370079999999996,NA,Low
2020-07-06,692,34.2,78,1.3123360000000002,NA,Medium
2020-07-06,497,34.7,78,3.28084,NA,Low
2020-07-06,372,35.2,80,3.28084,NA,Low
2020-07-06,222,35.6,80,3.28084,NA,Medium
2020-07-06,372,35.9,81,2.952756,NA,Low
2020-07-06,713,36,81,2.952756,NA,Low
2020-07-06,1356,35.6,75,3.28084,NA,Medium
2020-07-06,1955,34.2,69,2.6246720000000003,NA,Medium
2020-07-06,1031,32.5,60,7.217848000000001,NA,Medium
2020-07-06,719,30.8,55,5.249344000000001,NA,Low
2020-07-06,797,29.6,53,5.905512,NA,Low
2020-07-06,803,29.2,57,7.545932,NA,Low
2020-07-06,763,28.9,53,10.498688000000001,NA,Low
2020-07-06,786,28.2,49,11.48294,NA,Low
2020-07-06,878,28.1,51,10.826772,NA,Low
2020-07-06,1062,28,51,7.874015999999999,NA,Low
2020-07-06,1591,28.2,52,7.874015999999999,NA,Medium
2020-07-06,2770,28.7,55,8.2021,NA,High
2020-07-06,2326,29.4,57,4.593176,NA,Medium
2020-07-06,2174,31.1,64,5.577427999999999,NA,High
2020-07-06,2273,32.1,69,6.2335959999999995,NA,High
2020-07-06,1940,32.8,70,6.2335959999999995,NA,Medium
2020-07-06,1340,33.4,76,5.249344000000001,NA,Medium
2020-07-07,1002,33.8,79,2.296588,NA,Medium
2020-07-07,741,34.3,80,0.6561680000000001,NA,Low
2020-07-07,526,34.8,82,1.3123360000000002,NA,Low
2020-07-07,381,35.3,84,2.296588,NA,Low
2020-07-07,266,35.7,83,2.296588,NA,Low
2020-07-07,327,36.1,83,1.3123360000000002,NA,Low
2020-07-07,695,36.3,83,0.32808400000000004,NA,Low
2020-07-07,1308,35.8,74,2.296588,NA,Low
2020-07-07,1944,34.2,71,1.3123360000000002,NA,Medium
2020-07-07,982,32.8,59,1.3123360000000002,NA,Low
2020-07-07,722,31.1,61,4.92126,NA,Low
2020-07-07,701,29.8,53,7.217848000000001,NA,Low
2020-07-07,780,28.8,51,6.56168,NA,Low
2020-07-07,778,27.9,51,7.545932,NA,Low
2020-07-07,762,27.3,49,4.92126,NA,Medium
2020-07-07,776,27.1,46,8.2021,NA,Low
2020-07-07,912,26.9,42,9.514436,NA,Low
2020-07-07,1596,27.4,46,9.186352,NA,Medium
2020-07-07,2692,28,50,8.530184,NA,High
2020-07-07,2281,29.4,54,9.186352,NA,High
2020-07-07,2202,31.2,66,6.2335959999999995,NA,High
2020-07-07,2188,32,69,5.905512,NA,Medium
2020-07-07,1980,32.8,73,4.92126,NA,Medium
2020-07-07,1354,33.6,76,1.9685039999999998,NA,Low
2020-07-08,1068,34.1,76,4.265092,NA,Medium
2020-07-08,824,34.6,79,2.6246720000000003,NA,Low
2020-07-08,591,35.2,80,4.92126,NA,Low
2020-07-08,393,35.6,85,1.9685039999999998,NA,Low
2020-07-08,231,36,87,2.952756,NA,Low
2020-07-08,329,36.4,88,0.6561680000000001,NA,Low
2020-07-08,672,36.7,83,0.6561680000000001,NA,Low
2020-07-08,1315,36.4,75,2.952756,NA,Medium
2020-07-08,1993,34.5,65,2.952756,NA,High
2020-07-08,985,32.4,62,4.92126,NA,Low
2020-07-08,695,30.6,56,7.217848000000001,NA,Medium
2020-07-08,687,29.3,48,5.249344000000001,NA,Low
2020-07-08,828,28.3,42,8.530184,NA,Low
2020-07-08,798,27.4,47,8.858268,NA,Low
2020-07-08,722,26.9,47,8.2021,NA,Low
2020-07-08,827,26.3,41,8.2021,NA,Low
2020-07-08,1017,26.3,43,8.858268,NA,Low
2020-07-08,1536,26,44,7.545932,NA,Medium
2020-07-08,2640,27,51,7.874015999999999,NA,High
2020-07-08,2245,28.4,58,7.545932,NA,High
2020-07-08,2114,30.2,62,9.514436,NA,Medium
2020-07-08,2122,31.2,69,7.874015999999999,NA,Medium
2020-07-08,1870,32,76,4.92126,NA,Medium
2020-07-08,1318,32.8,78,6.2335959999999995,NA,Medium
2020-07-09,1041,33.3,80,4.593176,NA,Medium
2020-07-09,773,33.9,81,5.249344000000001,NA,Low
2020-07-09,557,34.3,84,0.32808400000000004,NA,Low
2020-07-09,428,34.6,84,2.952756,NA,Low
2020-07-09,267,34.9,83,0,NA,Low
2020-07-09,327,35.1,83,0.9842519999999999,NA,Low
2020-07-09,672,35.4,82,0.6561680000000001,NA,Low
2020-07-09,1251,34.8,75,1.9685039999999998,NA,Medium
2020-07-09,1896,33.4,70,4.265092,NA,Medium
2020-07-09,1029,31.6,65,3.9370079999999996,NA,Low
2020-07-09,641,30.2,59,3.9370079999999996,NA,Low
2020-07-09,791,28.4,54,4.265092,NA,Medium
2020-07-09,822,27.4,51,6.8897640000000004,NA,Medium
2020-07-09,805,27.6,54,7.874015999999999,NA,Low
2020-07-09,741,26.6,52,8.858268,NA,Low
2020-07-09,794,25.9,45,7.874015999999999,NA,Low
2020-07-09,928,25.7,45,7.545932,NA,Low
2020-07-09,1468,25.7,44,6.8897640000000004,NA,Medium
2020-07-09,2419,26.1,42,6.56168,NA,Medium
2020-07-09,2084,27.1,44,6.56168,NA,Medium
2020-07-09,1888,29.1,51,7.217848000000001,NA,Medium
2020-07-09,1869,30.2,59,4.593176,NA,Medium
2020-07-09,1782,31.2,65,4.265092,NA,Medium
2020-07-09,1426,31.8,70,4.265092,NA,Low
2020-07-10,1132,32.5,73,3.6089240000000005,NA,Medium
2020-07-10,945,33,74,3.6089240000000005,NA,Low
2020-07-10,684,33.6,72,0.6561680000000001,NA,Low
2020-07-10,477,33.9,74,0.32808400000000004,NA,Low
2020-07-10,347,34.4,77,3.9370079999999996,NA,Low
2020-07-10,292,35,78,0.9842519999999999,NA,Low
2020-07-10,381,35.1,76,0,NA,Low
2020-07-10,491,34.7,71,1.3123360000000002,NA,Low
2020-07-10,720,32.6,63,2.952756,NA,Low
2020-07-10,729,30.4,57,2.952756,NA,Low
2020-07-10,699,28.6,51,3.6089240000000005,NA,Low
2020-07-10,676,27.1,45,6.8897640000000004,NA,Low
2020-07-10,735,25.8,35,5.905512,NA,Low
2020-07-10,727,24.8,34,5.905512,NA,Low
2020-07-10,682,23.7,34,4.265092,NA,Low
2020-07-10,785,23.5,35,9.84252,NA,Low
2020-07-10,883,23.2,30,9.186352,NA,Low
2020-07-10,1011,23.7,36,10.170604,NA,Medium
2020-07-10,1202,25,42,9.514436,NA,Medium
2020-07-10,1423,26.6,51,8.530184,NA,Low
2020-07-10,1655,28.5,53,5.905512,NA,Medium
2020-07-10,1731,29.8,54,5.905512,NA,Medium
2020-07-10,1588,30.6,55,4.593176,NA,Low
2020-07-10,1288,31.2,56,5.249344000000001,NA,Medium
2020-07-11,1088,31.9,56,0.6561680000000001,NA,Low
2020-07-11,772,32.7,60,2.6246720000000003,NA,Low
2020-07-11,587,33.2,63,1.9685039999999998,NA,Low
2020-07-11,438,33.7,63,0.6561680000000001,NA,Low
2020-07-11,270,34.1,71,0.9842519999999999,NA,Low
2020-07-11,256,34.5,72,1.3123360000000002,NA,Low
2020-07-11,286,34.7,73,1.9685039999999998,NA,Low
2020-07-11,360,34.2,67,2.952756,NA,Low
2020-07-11,477,32.1,60,1.9685039999999998,NA,Low
2020-07-11,526,29.5,54,2.952756,NA,Low
2020-07-11,522,27.8,50,2.6246720000000003,NA,Low
2020-07-11,499,26.2,45,6.2335959999999995,NA,Low
2020-07-11,560,24.5,39,6.2335959999999995,NA,Low
2020-07-11,569,23.3,33,5.905512,NA,Low
2020-07-11,565,22.6,34,7.545932,NA,Low
2020-07-11,632,22.5,33,6.56168,NA,Low
2020-07-11,771,22.2,31,8.2021,NA,Medium
2020-07-11,965,22.4,33,6.8897640000000004,NA,Low
2020-07-11,1212,23.7,35,9.84252,NA,Low
2020-07-11,1478,25.5,47,9.186352,NA,Low
2020-07-11,1688,26.7,50,7.545932,NA,Medium
2020-07-11,1666,27.7,50,5.577427999999999,NA,Medium
2020-07-11,1346,28.3,51,4.593176,NA,Low
2020-07-11,1030,28.8,52,4.92126,NA,Low
2020-07-12,792,29.4,50,7.545932,NA,Low
2020-07-12,542,30,52,4.92126,NA,Low
2020-07-12,382,30.3,53,4.593176,NA,Low
2020-07-12,238,30.4,50,6.8897640000000004,NA,Low
2020-07-12,174,30.7,51,2.952756,NA,Low
2020-07-12,310,30.7,55,5.249344000000001,NA,Low
2020-07-12,652,30.8,58,5.577427999999999,NA,Low
2020-07-12,1241,30.7,58,2.6246720000000003,NA,Medium
2020-07-12,1889,30,56,2.952756,NA,High
2020-07-12,985,29,55,4.92126,NA,Low
2020-07-12,636,28.2,51,4.92126,NA,Low
2020-07-12,611,27.3,48,7.217848000000001,NA,Low
2020-07-12,655,25.9,47,7.545932,NA,Low
2020-07-12,688,26.2,47,5.577427999999999,NA,Low
2020-07-12,670,25.7,45,7.217848000000001,NA,Low
2020-07-12,739,24.6,46,7.217848000000001,NA,Low
2020-07-12,960,25.2,47,7.217848000000001,NA,Medium
2020-07-12,1310,25.2,49,9.84252,NA,Medium
2020-07-12,2405,26.1,53,10.498688000000001,NA,Medium
2020-07-12,2112,27.4,58,10.498688000000001,NA,Medium
2020-07-12,2051,28.5,61,5.905512,NA,Medium
2020-07-12,1994,29.2,60,5.905512,NA,High
2020-07-12,1697,29.7,60,5.905512,NA,Medium
2020-07-12,1157,30,58,5.249344000000001,NA,Low
2020-07-13,874,30.4,61,3.28084,NA,Low
2020-07-13,715,30.9,64,3.9370079999999996,NA,Low
2020-07-13,487,31.4,66,2.952756,NA,Medium
2020-07-13,332,31.8,65,0.9842519999999999,NA,Low
2020-07-13,218,32.2,67,0.6561680000000001,NA,Low
2020-07-13,306,32.5,70,0.32808400000000004,NA,Low
2020-07-13,673,32.8,71,2.6246720000000003,NA,Low
2020-07-13,1213,32.2,63,3.9370079999999996,NA,Low
2020-07-13,1820,30.1,59,2.6246720000000003,NA,Medium
2020-07-13,926,28.3,59,3.28084,NA,Low
2020-07-13,610,27.6,54,2.952756,NA,Low
2020-07-13,620,26.1,46,5.249344000000001,NA,Low
2020-07-13,671,25.5,50,4.593176,NA,Low
2020-07-13,688,23.6,41,4.265092,NA,Low
2020-07-13,649,24.2,49,9.186352,NA,Low
2020-07-13,735,24.2,47,7.217848000000001,NA,Low
2020-07-13,834,25.1,51,6.56168,NA,Low
2020-07-13,1297,25.1,51,7.217848000000001,NA,Low
2020-07-13,2300,25.1,53,7.217848000000001,NA,Medium
2020-07-13,1968,26.9,57,7.217848000000001,NA,Medium
2020-07-13,1834,28.9,63,6.56168,NA,Medium
2020-07-13,1899,29.8,65,7.545932,NA,Medium
2020-07-13,1773,30.2,66,10.498688000000001,NA,Medium
2020-07-13,1193,30.7,66,9.186352,NA,Medium
2020-07-14,939,31.1,66,7.217848000000001,NA,Low
2020-07-14,726,31.3,67,8.530184,NA,Low
2020-07-14,499,31.2,68,5.905512,NA,Low
2020-07-14,327,31.1,69,9.186352,NA,Low
2020-07-14,212,31.5,74,8.530184,NA,Low
2020-07-14,299,31.7,74,7.874015999999999,NA,Medium
2020-07-14,657,31.9,75,5.905512,NA,Low
2020-07-14,1171,31.7,72,6.56168,NA,Medium
2020-07-14,1893,31.3,70,11.48294,NA,High
2020-07-14,995,30.6,66,8.2021,NA,Low
2020-07-14,696,29.3,61,9.186352,NA,Low
2020-07-14,749,29.3,63,11.154855999999999,NA,Medium
2020-07-14,791,28.9,60,8.858268,NA,Low
2020-07-14,783,27.7,56,9.84252,NA,Low
2020-07-14,754,27,53,5.577427999999999,NA,Low
2020-07-14,781,26,50,9.84252,NA,Low
2020-07-14,977,25.9,52,8.2021,NA,Low
2020-07-14,1412,26.8,56,7.217848000000001,NA,Medium
2020-07-14,2416,27.8,58,8.2021,NA,High
2020-07-14,2039,28.3,60,7.545932,NA,Medium
2020-07-14,1935,29.1,67,5.577427999999999,NA,Medium
2020-07-14,1811,30.3,74,7.217848000000001,NA,Medium
2020-07-14,1767,31.2,76,9.186352,NA,Medium
2020-07-14,1289,32,77,6.2335959999999995,NA,Low
2020-07-15,939,32.3,78,3.9370079999999996,NA,Low
2020-07-15,718,32.4,79,3.28084,NA,Low
2020-07-15,498,32.4,78,0.32808400000000004,NA,Low
2020-07-15,355,32.3,76,0.6561680000000001,NA,Low
2020-07-15,252,32.3,75,3.28084,NA,Low
2020-07-15,306,32.6,78,2.6246720000000003,NA,Low
2020-07-15,602,32.6,77,2.296588,NA,Low
2020-07-15,1175,32.3,75,3.9370079999999996,NA,Low
2020-07-15,1823,31.7,72,2.6246720000000003,NA,Medium
2020-07-15,966,30.9,69,3.28084,NA,Low
2020-07-15,644,30.5,68,5.905512,NA,Low
2020-07-15,614,29.8,67,4.92126,NA,Low
2020-07-15,600,28,57,5.249344000000001,NA,Low
2020-07-15,628,27.6,54,2.296588,NA,Low
2020-07-15,706,27,56,8.2021,NA,Low
2020-07-15,774,26.9,58,6.2335959999999995,NA,Medium
2020-07-15,920,26.5,57,9.186352,NA,Low
2020-07-15,1394,26.9,59,9.514436,NA,Medium
2020-07-15,2367,26.8,59,5.905512,NA,High
2020-07-15,1994,27.7,63,6.8897640000000004,NA,Medium
2020-07-15,1790,29,68,4.593176,NA,Medium
2020-07-15,1868,30,74,8.858268,NA,Medium
2020-07-15,1709,30.6,78,5.249344000000001,NA,Medium
2020-07-15,1273,31,79,3.9370079999999996,NA,Medium
2020-07-16,909,31.4,80,1.9685039999999998,NA,Low
2020-07-16,747,31.7,78,1.64042,NA,Low
2020-07-16,537,32.2,79,4.593176,NA,Low
2020-07-16,371,32.4,80,5.249344000000001,NA,Low
2020-07-16,218,32.7,85,5.249344000000001,NA,Low
2020-07-16,295,32.8,86,2.6246720000000003,NA,Low
2020-07-16,647,32.8,85,0.32808400000000004,NA,Low
2020-07-16,1111,32.4,80,3.28084,NA,Medium
2020-07-16,1763,31.5,76,2.952756,NA,Medium
2020-07-16,934,30.1,69,4.92126,NA,Medium
2020-07-16,639,28.8,61,7.545932,NA,Low
2020-07-16,619,27.3,56,6.2335959999999995,NA,Low
2020-07-16,714,26.3,53,6.2335959999999995,NA,Low
2020-07-16,653,24.7,48,8.2021,NA,Low
2020-07-16,507,25.9,57,5.905512,NA,Low
2020-07-16,776,24.7,52,6.2335959999999995,NA,Low
2020-07-16,905,25,55,9.186352,NA,Low
2020-07-16,1289,25.3,59,8.858268,NA,Medium
2020-07-16,2183,26.3,62,10.498688000000001,NA,Medium
2020-07-16,1657,28,68,9.84252,NA,Medium
2020-07-16,1565,29.3,73,9.186352,NA,Medium
2020-07-16,1547,29.7,75,3.6089240000000005,NA,Low
2020-07-16,1507,30.1,74,6.56168,NA,Medium
2020-07-16,1182,30.3,76,3.9370079999999996,NA,Low
2020-07-17,992,30.6,78,6.8897640000000004,NA,Low
2020-07-17,875,30.9,79,4.265092,NA,Low
2020-07-17,656,31.2,80,6.2335959999999995,NA,Medium
2020-07-17,461,31.5,81,3.9370079999999996,NA,Low
2020-07-17,340,31.7,83,5.577427999999999,NA,Low
2020-07-17,248,31.9,84,1.64042,NA,Low
2020-07-17,313,32,85,2.6246720000000003,NA,Low
2020-07-17,428,31.6,82,2.296588,NA,Low
2020-07-17,606,30.4,75,1.3123360000000002,NA,Low
2020-07-17,671,29.4,74,4.593176,NA,Low
2020-07-17,654,28,65,2.952756,NA,Low
2020-07-17,592,27.2,62,1.9685039999999998,NA,Low
2020-07-17,632,26.4,62,6.2335959999999995,NA,Medium
2020-07-17,741,25.8,58,5.905512,NA,Medium
2020-07-17,314,25.6,65,5.905512,0.2,Low
2020-07-17,468,31.1,86,7.217848000000001,7.3,Low
2020-07-17,706,31.4,82,11.154855999999999,NA,Low
2020-07-17,863,31.8,83,4.265092,NA,Low
2020-07-17,843,31,81,2.6246720000000003,NA,Low
2020-07-17,974,30.7,78,0,NA,Low
2020-07-17,1095,30.8,82,1.3123360000000002,NA,Low
2020-07-17,1211,30.9,78,3.6089240000000005,NA,Medium
2020-07-17,1158,31,74,2.952756,NA,Low
2020-07-17,1039,31.4,74,2.296588,NA,Low
2020-07-18,921,31.6,70,2.952756,NA,Low
2020-07-18,636,32,71,1.9685039999999998,NA,Low
2020-07-18,511,32.3,73,1.3123360000000002,NA,Low
2020-07-18,403,32.6,73,1.9685039999999998,NA,Low
2020-07-18,245,33,74,2.6246720000000003,NA,Low
2020-07-18,199,33.3,75,0.9842519999999999,NA,Low
2020-07-18,266,33.6,76,1.3123360000000002,NA,Low
2020-07-18,345,33.1,69,2.6246720000000003,NA,Low
2020-07-18,456,31.4,63,2.6246720000000003,NA,Low
2020-07-18,519,29.4,54,5.577427999999999,NA,Low
2020-07-18,473,27.6,48,6.2335959999999995,NA,Low
2020-07-18,476,26.4,46,5.577427999999999,NA,Low
2020-07-18,644,26.2,47,5.577427999999999,NA,Low
2020-07-18,622,25.6,41,9.514436,NA,Medium
2020-07-18,630,24.6,43,4.593176,NA,Low
2020-07-18,713,24.1,37,6.2335959999999995,NA,Low
2020-07-18,760,24,33,4.593176,NA,Low
2020-07-18,895,23.7,36,4.92126,NA,Low
2020-07-18,1141,24.2,35,4.265092,NA,Medium
2020-07-18,1486,25.6,39,3.9370079999999996,NA,Medium
2020-07-18,1697,27.7,48,4.593176,NA,Medium
2020-07-18,1638,28.9,47,4.265092,NA,Medium
2020-07-18,1406,29.6,45,5.249344000000001,NA,Low
2020-07-18,1108,30.1,45,4.593176,NA,Medium
2020-07-19,810,30.8,50,3.6089240000000005,NA,Low
2020-07-19,575,31.5,54,3.6089240000000005,NA,Low
2020-07-19,363,32,57,3.9370079999999996,NA,Low
2020-07-19,253,32.6,59,4.593176,NA,Low
2020-07-19,209,33.3,62,3.28084,NA,Low
2020-07-19,273,33.6,62,1.9685039999999998,NA,Low
2020-07-19,668,33.8,64,4.593176,NA,Low
2020-07-19,1130,33.2,59,3.6089240000000005,NA,Medium
2020-07-19,1646,31.2,56,4.593176,NA,Medium
2020-07-19,866,29.5,53,5.249344000000001,NA,Medium
2020-07-19,609,28,50,6.8897640000000004,NA,Low
2020-07-19,623,26.8,46,4.593176,NA,Low
2020-07-19,663,26.4,48,5.249344000000001,NA,Medium
2020-07-19,688,25.3,43,4.265092,NA,Low
2020-07-19,645,24.7,41,4.265092,NA,Low
2020-07-19,666,24.5,43,4.265092,NA,Low
2020-07-19,845,23.6,40,3.6089240000000005,NA,Medium
2020-07-19,1224,24.6,44,2.6246720000000003,NA,Medium
2020-07-19,2347,23.5,38,2.952756,NA,Medium
2020-07-19,2016,24.8,43,2.952756,NA,High
2020-07-19,1947,26.1,46,4.593176,NA,Medium
2020-07-19,1875,26.9,48,3.6089240000000005,NA,High
2020-07-19,1552,27.5,50,3.9370079999999996,NA,Medium
2020-07-19,1202,28.3,52,3.9370079999999996,NA,Medium
2020-07-20,901,29,54,2.6246720000000003,NA,Medium
2020-07-20,695,29.8,57,2.296588,NA,Low
2020-07-20,476,30.2,57,2.6246720000000003,NA,Low
2020-07-20,334,30.7,57,5.249344000000001,NA,Low
2020-07-20,244,31.2,58,2.952756,NA,Low
2020-07-20,284,31.7,60,5.249344000000001,NA,Low
2020-07-20,584,32.1,63,1.64042,NA,Medium
2020-07-20,1091,32.1,60,3.6089240000000005,NA,Low
2020-07-20,1665,30.7,51,2.952756,NA,Medium
2020-07-20,860,29.1,47,3.28084,NA,Low
2020-07-20,582,27.3,43,3.9370079999999996,NA,Low
2020-07-20,583,25.9,40,4.92126,NA,Low
2020-07-20,626,24.8,39,3.9370079999999996,NA,Low
2020-07-20,623,23.9,38,3.28084,NA,Low
2020-07-20,579,23.6,35,4.265092,NA,Low
2020-07-20,665,22.2,34,5.905512,NA,Low
2020-07-20,763,23,38,3.9370079999999996,NA,Low
2020-07-20,1184,22,36,4.265092,NA,Low
2020-07-20,2092,23.8,45,6.56168,NA,Medium
2020-07-20,1865,25.1,47,7.874015999999999,NA,Medium
2020-07-20,1772,26.5,50,6.8897640000000004,NA,Medium
2020-07-20,1719,27.3,51,9.186352,NA,Medium
2020-07-20,1613,28.4,66,9.84252,NA,Low
2020-07-20,1097,29,65,1.64042,NA,Low
2020-07-21,875,29.5,68,6.2335959999999995,NA,Medium
2020-07-21,724,30.1,70,3.28084,NA,Low
2020-07-21,501,30.5,69,2.6246720000000003,NA,Low
2020-07-21,362,30.9,64,1.64042,NA,Low
2020-07-21,250,31.5,69,0.9842519999999999,NA,Low
2020-07-21,315,31.7,68,0.9842519999999999,NA,Low
2020-07-21,622,32.2,73,2.952756,NA,Low
2020-07-21,1061,31.8,68,1.64042,NA,Low
2020-07-21,1550,29.7,59,2.6246720000000003,NA,Medium
2020-07-21,853,27.6,53,2.296588,NA,Low
2020-07-21,540,25.7,45,3.28084,NA,Low
2020-07-21,521,24.2,41,5.249344000000001,NA,Low
2020-07-21,569,23.2,39,4.265092,NA,Medium
2020-07-21,533,22.1,38,7.545932,NA,Low
2020-07-21,475,21.3,38,7.874015999999999,NA,Low
2020-07-21,531,20.7,37,7.545932,NA,Low
2020-07-21,561,20.6,39,8.2021,NA,Low
2020-07-21,1033,21,41,8.530184,NA,Low
2020-07-21,1929,22.2,47,12.467191999999999,NA,Medium
2020-07-21,1553,23.9,56,12.139108,NA,Medium
2020-07-21,1441,25.5,62,9.186352,NA,Low
2020-07-21,1500,26.7,64,9.84252,NA,Medium
2020-07-21,1367,27.4,64,7.874015999999999,NA,Low
