Limit_Bal,Education,Marriage,Age,Pay_0,Bill_Amt1,Pay_Amt1,Payment,Card
60000,High school,single,36,Delay0,34364,5000,Paid,Gold
210000,University,single,37,Delay0,15637,3017,Paid,Gold
50000,Graduate school,single,24,Delay0,29595,3000,Missed,Gold
350000,University,single,32,Delay0,228009,9000,Paid,Gold
200000,University,single,37,Delay1,0,0,Paid,Gold
280000,Graduate school,single,28,Delay0,51439,20000,Paid,Normal
230000,Graduate school,married,41,unknown,1552,792,Paid,Gold
200000,Graduate school,married,35,Delay2,195441,8597,Missed,Normal
220000,Graduate school,married,32,Delay1,202792,0,Paid,Normal
160000,University,single,30,ontime,584,4572,Paid,Normal
200000,University,single,29,Delay0,180016,6073,Paid,Normal
60000,University,married,45,Delay0,56965,3000,Paid,Normal
60000,High school,married,33,Delay0,57561,2100,Paid,Normal
380000,Graduate school,married,36,ontime,28057,14412,Paid,Gold
240000,Graduate school,married,38,Delay1,0,0,Paid,Gold
70000,University,single,30,Delay0,19758,1162,Paid,Normal
180000,High school,married,33,ontime,170126,5950,Paid,Normal
150000,University,single,42,ontime,2800,67568,Paid,Normal
140000,Graduate school,single,34,Delay2,124640,9900,Missed,Gold
200000,University,single,25,Delay0,107001,5000,Missed,Gold
130000,Graduate school,single,24,Delay2,126874,6500,Missed,Normal
180000,University,married,30,Delay0,4747,1200,Paid,Normal
50000,University,single,30,ontime,4166,2859,Paid,Normal
80000,University,single,24,Delay1,0,0,Paid,Normal
40000,University,married,23,Delay2,31772,0,Paid,Normal
210000,Graduate school,married,36,unknown,167,0,Paid,Normal
150000,Graduate school,single,29,ontime,560,390,Paid,Normal
280000,Graduate school,single,62,Delay2,2500,0,Missed,Normal
100000,University,single,28,Delay0,180765,3018,Paid,Gold
100000,University,married,33,Delay2,66393,3100,Missed,Gold
50000,High school,single,23,Delay2,11744,1507,Missed,Gold
150000,High school,married,25,Delay0,29823,1630,Paid,Normal
20000,Graduate school,single,40,Delay0,20324,1500,Paid,Gold
270000,Graduate school,married,50,ontime,1363,0,Paid,Normal
20000,University,married,28,Delay2,390,390,Missed,Normal
50000,Graduate school,single,28,Delay2,34018,2000,Missed,Normal
250000,University,married,53,Delay0,177537,25000,Paid,Gold
80000,Graduate school,single,33,Delay0,60156,5027,Paid,Normal
400000,University,married,40,Delay7,405366,0,Missed,Gold
50000,Graduate school,single,35,Delay1,20579,4,Paid,Gold
50000,University,married,53,ontime,7061,2233,Paid,Normal
50000,Graduate school,married,34,Delay0,49135,1971,Paid,Normal
280000,University,married,44,Delay0,286706,10480,Paid,Normal
240000,Graduate school,single,29,ontime,59,548,Missed,Normal
30000,University,married,27,Delay2,19193,1500,Missed,Normal
250000,Graduate school,single,29,ontime,520,2047,Paid,Gold
150000,Graduate school,other,55,ontime,280,280,Paid,Normal
60000,University,single,23,Delay0,28406,1790,Paid,Normal
50000,University,married,35,Delay1,0,1118,Paid,Gold
160000,University,married,33,Delay0,102292,4500,Paid,Gold
100000,University,married,44,Delay0,11119,3000,Paid,Gold
70000,Graduate school,single,31,Delay0,67270,3400,Paid,Gold
200000,University,single,35,ontime,1709,2400,Paid,Normal
500000,Graduate school,single,51,ontime,187,370,Paid,Normal
180000,Graduate school,single,28,Delay1,3775,2005,Paid,Normal
30000,Graduate school,single,31,Delay0,28398,2081,Paid,Gold
360000,Graduate school,married,51,Delay0,353200,13806,Paid,Gold
150000,Graduate school,single,36,Delay0,95716,3226,Paid,Gold
80000,University,single,26,Delay2,81268,3450,Missed,Gold
150000,Graduate school,single,25,Delay0,25484,1726,Paid,Normal
230000,University,married,50,unknown,21570,4700,Paid,Gold
100000,University,single,36,ontime,14891,0,Paid,Normal
60000,High school,married,36,Delay1,57285,5336,Missed,Normal
50000,Graduate school,single,23,Delay0,29772,1229,Paid,Gold
20000,University,single,22,Delay3,12553,2500,Missed,Gold
290000,Graduate school,single,30,ontime,560,463,Paid,Normal
110000,Graduate school,single,29,Delay0,109241,5209,Paid,Gold
50000,University,single,22,Delay0,22458,1513,Paid,Normal
230000,University,married,43,Delay2,222819,14300,Missed,Normal
50000,University,single,30,Delay2,200,0,Missed,Gold
150000,University,single,26,Delay0,9189,2000,Paid,Normal
20000,University,married,40,ontime,836,836,Missed,Gold
90000,High school,married,45,Delay1,83760,0,Missed,Normal
60000,Graduate school,single,26,unknown,0,108,Paid,Normal
80000,Graduate school,single,26,Delay0,67229,2089,Paid,Gold
280000,University,married,25,ontime,3863,89295,Paid,Gold
230000,Graduate school,married,36,unknown,3240,0,Paid,Normal
100000,High school,single,58,Delay0,43386,2000,Paid,Normal
80000,Graduate school,single,24,ontime,390,1063,Paid,Normal
60000,University,married,41,Delay0,60255,2000,Paid,Normal
70000,University,married,35,Delay0,70480,3237,Paid,Gold
110000,University,married,49,unknown,115672,5085,Paid,Normal
60000,University,single,26,ontime,1396,1700,Paid,Gold
110000,University,single,26,Delay0,34949,1600,Paid,Gold
120000,High school,married,54,ontime,632,0,Paid,Gold
280000,University,single,43,ontime,4172,0,Paid,Normal
50000,University,single,23,Delay0,47598,2559,Paid,Normal
20000,Graduate school,single,22,ontime,2654,0,Paid,Normal
240000,Graduate school,single,30,ontime,498,0,Paid,Normal
50000,University,single,22,Delay0,22616,1668,Paid,Gold
200000,University,single,27,Delay0,65489,4013,Paid,Normal
320000,University,single,28,Delay0,11639,2552,Paid,Gold
20000,University,married,56,Delay3,17740,0,Missed,Gold
50000,University,single,44,Delay0,47505,2100,Missed,Gold
180000,University,married,41,ontime,859,1811,Missed,Gold
80000,Graduate school,married,28,Delay0,78429,0,Paid,Gold
240000,University,married,48,unknown,-5,0,Missed,Normal
260000,University,single,28,ontime,500,10500,Paid,Normal
80000,Graduate school,married,40,Delay1,0,2054,Paid,Normal
80000,University,married,40,Delay0,64120,2438,Missed,Gold
100000,University,married,47,Delay0,66539,7000,Paid,Gold
20000,University,married,64,ontime,528,0,Missed,Gold
130000,University,single,31,Delay0,97544,4000,Paid,Normal
120000,University,married,28,Delay1,0,0,Paid,Normal
90000,University,married,35,Delay0,84681,3666,Paid,Normal
180000,University,single,25,ontime,3231,15000,Paid,Normal
80000,Graduate school,single,32,Delay0,60542,3000,Paid,Normal
130000,University,married,45,ontime,390,390,Missed,Gold
230000,Graduate school,single,26,ontime,17532,10000,Paid,Normal
130000,Graduate school,single,26,ontime,3597,4398,Missed,Normal
190000,University,single,33,Delay0,176028,7063,Paid,Gold
210000,Graduate school,single,31,Delay0,182501,9000,Paid,Normal
20000,High school,married,52,Delay0,11271,2743,Paid,Normal
20000,Graduate school,single,23,Delay0,15196,1428,Paid,Gold
280000,University,single,30,Delay0,61282,7900,Paid,Normal
500000,Graduate school,married,47,Delay0,12943,5025,Paid,Normal
230000,Graduate school,married,39,ontime,1319,770,Missed,Gold
130000,University,married,31,Delay2,131635,0,Missed,Gold
660000,Graduate school,single,40,Delay0,142417,6500,Paid,Gold
350000,High school,married,50,ontime,41069,315,Paid,Normal
40000,High school,single,24,Delay2,39149,1658,Missed,Gold
50000,High school,married,33,Delay1,51421,0,Missed,Normal
20000,University,married,43,Delay2,18908,1700,Missed,Gold
80000,University,married,35,Delay0,76978,0,Paid,Normal
50000,University,single,23,Delay0,49100,15000,Paid,Normal
290000,University,married,40,Delay0,273270,12022,Paid,Gold
80000,Graduate school,single,27,ontime,1152,7900,Paid,Normal
230000,High school,single,29,Delay1,237332,8000,Paid,Gold
30000,University,married,29,Delay2,26414,1500,Paid,Normal
200000,Graduate school,single,29,ontime,2704,4959,Paid,Normal
50000,University,single,26,Delay2,26023,1453,Missed,Normal
50000,University,married,57,Delay4,51187,0,Paid,Gold
200000,Graduate school,married,48,unknown,8000,7919,Paid,Normal
20000,University,single,23,Delay0,17821,2000,Paid,Gold
50000,High school,single,48,Delay0,45163,1500,Paid,Normal
90000,Graduate school,single,31,Delay0,79397,2950,Missed,Gold
30000,University,single,23,Delay0,22517,2000,Paid,Normal
80000,University,single,30,Delay0,79194,3077,Paid,Normal
20000,University,single,31,Delay1,0,184,Paid,Gold
50000,Graduate school,single,30,Delay0,19930,28019,Paid,Normal
100000,Graduate school,single,33,Delay0,84647,4085,Paid,Gold
210000,Graduate school,single,28,unknown,18755,6122,Paid,Normal
500000,Graduate school,married,38,Delay1,0,0,Paid,Normal
30000,University,single,25,Delay0,7527,2700,Missed,Gold
160000,University,married,41,Delay2,24674,2800,Missed,Normal
180000,Graduate school,single,28,unknown,168318,4163,Paid,Normal
490000,Graduate school,married,37,ontime,36518,77996,Paid,Normal
50000,Graduate school,single,29,ontime,1162,37719,Paid,Gold
130000,Graduate school,single,27,Delay0,87685,3300,Paid,Gold
50000,University,single,34,Delay1,0,0,Missed,Normal
200000,Graduate school,married,58,ontime,283,5361,Paid,Normal
50000,Graduate school,single,27,Delay1,42764,732,Missed,Normal
180000,Graduate school,single,33,Delay0,18205,5000,Paid,Normal
500000,Graduate school,single,39,unknown,1950,2900,Missed,Normal
210000,University,married,46,ontime,3095,2768,Missed,Normal
20000,Graduate school,single,35,Delay3,10216,900,Missed,Gold
190000,University,other,29,Delay1,0,0,Paid,Normal
140000,High school,single,29,Delay0,142132,5600,Paid,Gold
20000,High school,single,51,unknown,21353,0,Missed,Gold
420000,Graduate school,single,29,Delay0,57707,86000,Paid,Normal
180000,Graduate school,single,29,ontime,10447,18006,Paid,Normal
290000,University,single,28,Delay0,240745,9323,Paid,Gold
190000,Graduate school,single,40,Delay0,78388,3600,Paid,Normal
360000,Graduate school,married,39,ontime,1139,0,Paid,Gold
20000,University,married,53,Delay2,15794,1281,Missed,Gold
260000,University,married,32,Delay0,200581,7651,Paid,Normal
20000,High school,married,55,Delay1,19420,1000,Paid,Gold
50000,High school,married,52,Delay0,19438,2003,Paid,Gold
250000,Graduate school,married,55,Delay1,0,0,Paid,Gold
30000,University,married,26,unknown,-32,11208,Paid,Normal
460000,University,single,30,Delay0,396155,15299,Paid,Gold
80000,University,single,26,Delay0,80233,4000,Paid,Gold
60000,University,married,35,Delay1,5601,0,Paid,Normal
80000,University,single,26,Delay0,67798,3100,Paid,Normal
90000,University,married,28,ontime,10962,4512,Missed,Normal
50000,University,single,34,Delay0,27080,1500,Paid,Normal
50000,High school,single,50,Delay0,50693,1900,Paid,Gold
360000,Graduate school,married,41,Delay1,0,105,Missed,Normal
360000,Graduate school,married,49,Delay1,0,0,Paid,Normal
230000,Graduate school,single,29,Delay0,106984,4650,Paid,Normal
240000,University,married,39,ontime,9000,2831,Paid,Normal
110000,University,married,27,Delay0,81700,5000,Paid,Normal
210000,University,married,28,unknown,1412,1194,Missed,Normal
300000,Graduate school,single,28,Delay0,4553,1033,Paid,Normal
200000,High school,married,65,Delay0,183653,7130,Paid,Gold
220000,University,single,29,Delay0,223773,8391,Paid,Gold
90000,High school,married,45,ontime,2579,2514,Paid,Normal
210000,University,married,44,Delay0,89755,3600,Paid,Normal
500000,Graduate school,single,31,unknown,81252,16527,Paid,Gold
160000,Graduate school,single,33,ontime,6113,980,Paid,Normal
140000,Graduate school,married,47,Delay0,141530,7000,Paid,Normal
120000,Graduate school,married,42,Delay0,23331,5000,Paid,Normal
80000,University,single,46,Delay0,44302,1192,Paid,Gold
240000,University,married,38,Delay0,56331,3004,Paid,Normal
170000,Graduate school,single,30,Delay0,49341,4000,Paid,Normal
30000,University,single,38,Delay0,26825,2100,Paid,Gold
260000,Graduate school,married,31,ontime,8078,20000,Paid,Normal
400000,Graduate school,married,34,unknown,0,0,Paid,Gold
500000,University,married,31,Delay0,21008,1500,Paid,Normal
100000,Graduate school,single,32,Delay1,0,650,Missed,Normal
240000,Graduate school,married,39,Delay0,236229,8019,Paid,Gold
10000,High school,married,53,ontime,1772,8304,Paid,Gold
80000,University,married,36,ontime,2741,9266,Paid,Normal
60000,University,single,28,Delay0,55731,3000,Paid,Gold
200000,Graduate school,single,38,unknown,0,0,Paid,Normal
260000,University,single,41,Delay0,252582,9725,Missed,Normal
260000,University,married,39,Delay0,255674,10663,Missed,Normal
260000,Graduate school,single,30,ontime,496,496,Paid,Gold
300000,Graduate school,married,34,Delay0,1257,5600,Paid,Gold
310000,University,single,27,Delay0,44834,2015,Paid,Normal
140000,Graduate school,married,32,Delay0,129371,5650,Paid,Normal
200000,University,married,50,ontime,4608,0,Missed,Normal
230000,University,married,39,ontime,326,326,Paid,Gold
50000,University,single,27,Delay0,91493,3749,Paid,Gold
180000,University,married,29,Delay0,3783,2000,Paid,Normal
100000,Graduate school,single,26,Delay0,50848,3000,Paid,Gold
80000,University,married,49,ontime,2222,0,Missed,Normal
350000,Graduate school,single,39,ontime,3860,648,Paid,Normal
140000,University,single,32,ontime,3003,3134,Missed,Normal
360000,Graduate school,single,29,Delay0,148582,90044,Paid,Normal
10000,other,single,47,Delay0,7968,1000,Paid,Gold
130000,Graduate school,single,25,Delay0,37112,2009,Paid,Normal
320000,Graduate school,married,41,Delay0,321281,27000,Paid,Gold
180000,University,married,34,Delay1,142024,6500,Missed,Normal
180000,Graduate school,married,39,Delay0,43507,2000,Paid,Normal
150000,University,married,39,Delay2,156713,0,Missed,Normal
80000,University,single,27,Delay1,0,0,Paid,Gold
70000,Graduate school,single,50,Delay0,56551,1900,Paid,Gold
150000,University,married,66,Delay0,190790,4942,Paid,Gold
480000,High school,married,36,ontime,19311,1368,Paid,Normal
50000,High school,single,45,Delay0,51400,0,Paid,Normal
100000,Graduate school,single,28,Delay1,0,0,Missed,Normal
50000,High school,single,26,Delay0,26708,2000,Paid,Normal
280000,Graduate school,single,28,Delay0,139719,6000,Paid,Gold
20000,University,married,48,ontime,780,390,Paid,Normal
30000,High school,married,50,ontime,3607,0,Missed,Gold
70000,University,married,38,Delay0,40271,3000,Paid,Normal
30000,High school,single,59,Delay0,28372,2010,Paid,Gold
200000,Graduate school,married,64,Delay1,0,0,Paid,Normal
210000,Graduate school,single,30,Delay1,0,855,Paid,Gold
210000,Graduate school,married,66,Delay0,132797,4921,Paid,Normal
470000,Graduate school,married,39,ontime,79455,2348,Paid,Gold
50000,University,single,38,Delay0,44620,10000,Paid,Gold
240000,University,married,37,ontime,12365,90500,Paid,Normal
60000,High school,married,38,Delay2,32232,4000,Missed,Gold
100000,University,married,33,Delay2,96547,5305,Paid,Normal
200000,University,single,25,Delay0,194202,8000,Paid,Normal
130000,Graduate school,married,58,Delay0,137671,4300,Paid,Gold
50000,University,single,24,Delay0,50628,2235,Paid,Gold
300000,Graduate school,single,34,Delay2,2500,0,Missed,Normal
210000,Graduate school,single,32,ontime,2869,0,Paid,Gold
70000,Graduate school,single,27,Delay0,71201,2691,Paid,Gold
100000,High school,single,49,ontime,85438,5105,Paid,Normal
30000,University,married,25,Delay0,18757,1475,Paid,Normal
200000,Graduate school,single,30,ontime,1528,4191,Paid,Gold
360000,University,married,36,ontime,6783,2347,Paid,Gold
20000,University,single,24,Delay3,18585,0,Missed,Gold
150000,Graduate school,single,32,Delay1,0,258,Missed,Normal
750000,Graduate school,single,28,Delay1,9500,250000,Paid,Normal
100000,University,single,24,Delay0,91572,5100,Paid,Gold
300000,University,married,36,Delay1,54977,2500,Missed,Gold
90000,University,single,55,Delay0,82901,1544,Paid,Normal
50000,University,single,28,Delay0,21510,2200,Paid,Gold
120000,University,married,48,Delay0,78384,4000,Paid,Normal
120000,University,married,39,Delay0,44630,1999,Paid,Normal
30000,University,married,42,Delay0,18583,2975,Missed,Gold
220000,University,married,43,Delay0,84466,4000,Paid,Gold
180000,University,single,31,Delay1,0,0,Missed,Normal
20000,High school,single,52,Delay2,14038,1338,Missed,Gold
140000,University,single,26,Delay0,135294,7462,Paid,Normal
400000,University,married,46,ontime,30018,19753,Paid,Normal
180000,Graduate school,single,27,ontime,11168,6678,Paid,Normal
340000,University,married,36,Delay1,0,0,Paid,Normal
250000,High school,single,46,Delay0,244563,10925,Paid,Gold
50000,University,married,50,Delay0,8925,1200,Paid,Normal
220000,Graduate school,single,24,Delay0,51908,2017,Paid,Normal
400000,University,single,35,Delay0,11052,0,Paid,Gold
320000,Graduate school,married,37,unknown,14536,2949,Paid,Normal
260000,University,married,40,ontime,148,360,Paid,Normal
350000,Graduate school,married,42,ontime,1134,2995,Paid,Gold
30000,University,single,34,Delay0,28509,2003,Paid,Gold
10000,University,single,24,Delay0,11035,1500,Missed,Gold
50000,University,single,23,Delay0,5961,0,Paid,Normal
30000,High school,single,23,Delay0,26280,3420,Paid,Normal
350000,Graduate school,single,35,Delay2,105,3308,Paid,Gold
410000,Graduate school,married,37,ontime,5770,2290,Paid,Gold
130000,High school,married,35,Delay0,65743,2606,Paid,Normal
80000,High school,single,28,Delay0,70194,3500,Paid,Normal
380000,University,married,51,Delay1,0,0,Paid,Normal
320000,Graduate school,married,42,Delay1,318844,10000,Paid,Normal
20000,Graduate school,single,23,Delay2,3206,1100,Missed,Gold
50000,University,single,32,Delay0,48536,3030,Paid,Gold
30000,University,single,25,Delay0,19955,1338,Paid,Gold
50000,University,single,24,Delay1,41974,2200,Paid,Gold
50000,University,single,41,Delay0,40709,3000,Paid,Gold
50000,University,married,51,Delay0,49083,2238,Paid,Gold
200000,Graduate school,single,27,Delay0,4770,1300,Paid,Gold
80000,University,single,29,Delay0,50695,10010,Paid,Gold
20000,High school,other,53,Delay0,9677,4578,Paid,Normal
180000,University,single,28,unknown,2177,1175,Paid,Normal
230000,Graduate school,single,33,Delay0,228639,10075,Paid,Normal
180000,University,single,33,ontime,6314,1795,Paid,Normal
90000,University,single,23,Delay0,42105,2500,Missed,Normal
20000,University,single,23,Delay2,2400,0,Missed,Gold
100000,University,single,32,Delay1,0,0,Missed,Gold
60000,High school,single,44,Delay0,57694,2800,Paid,Gold
130000,University,single,35,Delay0,42950,2036,Missed,Normal
50000,University,married,55,Delay0,37984,3900,Missed,Normal
70000,Graduate school,single,23,Delay0,8878,1500,Paid,Normal
360000,University,single,53,ontime,5583,495,Paid,Normal
20000,Graduate school,single,22,Delay1,19438,1700,Missed,Gold
20000,High school,single,34,ontime,390,780,Missed,Gold
440000,High school,single,36,Delay0,7887,2516,Paid,Normal
400000,Graduate school,married,41,ontime,1630,816,Paid,Gold
170000,Graduate school,single,29,Delay0,90450,3600,Paid,Normal
200000,University,married,32,ontime,9864,0,Paid,Gold
220000,Graduate school,married,41,ontime,30038,1089,Paid,Normal
280000,University,married,31,Delay0,207966,5078,Paid,Normal
360000,Graduate school,single,29,Delay0,90071,3032,Paid,Gold
20000,University,married,51,Delay1,18462,300,Paid,Gold
290000,Graduate school,married,44,unknown,301,768,Paid,Normal
380000,University,married,33,Delay1,0,73,Paid,Normal
180000,Graduate school,single,28,Delay0,2569,2834,Paid,Gold
120000,Graduate school,single,26,Delay0,1379,9000,Paid,Normal
50000,University,single,27,Delay0,162865,5000,Paid,Normal
20000,Graduate school,married,48,Delay2,14246,0,Missed,Gold
20000,University,single,25,Delay1,10515,1500,Paid,Gold
170000,University,single,29,Delay0,161581,6000,Paid,Normal
180000,University,single,24,Delay0,54357,1260,Paid,Normal
200000,Graduate school,single,36,Delay1,0,0,Paid,Gold
200000,University,married,55,Delay1,181339,0,Missed,Gold
360000,Graduate school,single,26,unknown,145,3600,Missed,Normal
10000,University,single,26,Delay0,6346,1129,Paid,Normal
60000,University,married,60,Delay8+,69183,0,Paid,Normal
40000,University,married,24,Delay2,25618,1800,Missed,Normal
100000,University,single,39,ontime,4530,4921,Paid,Gold
50000,University,single,23,Delay0,38333,3000,Paid,Normal
300000,Graduate school,single,29,unknown,22391,4018,Paid,Gold
110000,High school,single,29,Delay0,64351,1415,Missed,Gold
120000,Graduate school,married,37,Delay0,19020,1363,Paid,Gold
150000,University,married,45,Delay0,64869,3049,Paid,Gold
230000,University,single,30,ontime,1243,113,Paid,Normal
180000,University,married,35,Delay0,43068,316,Paid,Normal
320000,University,single,33,ontime,7444,5783,Paid,Normal
80000,Graduate school,single,23,Delay1,-12,2333,Paid,Normal
160000,Graduate school,single,29,ontime,1289,2106,Paid,Normal
50000,University,single,23,Delay0,34997,1900,Missed,Normal
180000,University,single,26,ontime,316,692,Paid,Gold
110000,High school,single,26,Delay0,44089,3002,Paid,Gold
150000,Graduate school,single,32,ontime,994,10290,Paid,Gold
210000,High school,married,52,ontime,65265,39000,Paid,Normal
10000,University,single,43,Delay2,654,608,Missed,Gold
30000,University,single,22,unknown,0,2343,Paid,Normal
450000,Graduate school,single,36,ontime,3893,600,Missed,Normal
110000,Graduate school,single,25,Delay1,60491,3000,Paid,Normal
270000,University,married,37,Delay0,110593,4500,Paid,Normal
50000,High school,married,46,Delay0,51207,2162,Paid,Normal
100000,High school,other,43,Delay0,62300,2464,Paid,Normal
360000,University,single,30,unknown,2500,0,Paid,Normal
110000,University,married,32,Delay1,75505,0,Missed,Normal
180000,High school,single,55,ontime,6770,164163,Paid,Normal
230000,Graduate school,married,34,Delay2,190784,9300,Paid,Normal
20000,High school,married,41,Delay0,7478,1146,Paid,Normal
50000,Graduate school,single,22,Delay2,46035,2000,Missed,Normal
10000,High school,single,31,Delay0,5062,1259,Paid,Gold
320000,Graduate school,married,46,Delay0,3337,9061,Paid,Gold
280000,Graduate school,single,26,Delay0,36395,1700,Paid,Normal
20000,University,married,28,Delay0,18537,1358,Paid,Gold
70000,University,single,36,Delay0,66888,4000,Paid,Gold
80000,University,single,36,Delay0,47502,4000,Paid,Normal
200000,Graduate school,single,25,ontime,92400,0,Paid,Normal
30000,University,single,24,Delay0,27306,1747,Paid,Gold
100000,University,married,41,Delay1,51345,0,Missed,Normal
110000,Graduate school,single,26,Delay0,64767,6000,Paid,Gold
300000,Graduate school,married,33,ontime,356,1320,Paid,Normal
300000,University,married,31,Delay0,89240,4214,Paid,Normal
340000,Graduate school,single,29,Delay0,82770,10000,Paid,Normal
270000,Graduate school,married,37,ontime,396,396,Missed,Gold
100000,University,single,26,Delay0,80117,2683,Paid,Gold
50000,Graduate school,married,33,Delay1,46745,0,Paid,Gold
360000,University,married,40,Delay0,352583,10461,Paid,Normal
90000,University,married,49,Delay0,91263,3100,Paid,Normal
140000,University,married,42,Delay0,127939,5059,Paid,Gold
150000,Graduate school,single,28,ontime,1159,2468,Paid,Normal
50000,High school,single,34,unknown,17095,1448,Paid,Gold
30000,High school,single,26,Delay2,28189,0,Missed,Normal
230000,University,married,54,unknown,0,880,Paid,Normal
240000,University,married,40,unknown,0,0,Missed,Normal
200000,Graduate school,married,44,ontime,65520,0,Paid,Normal
330000,University,married,42,ontime,118601,4101,Paid,Gold
110000,Graduate school,married,29,Delay0,51499,1887,Paid,Gold
200000,High school,married,54,Delay0,114643,6000,Paid,Normal
50000,University,other,46,Delay0,44076,1810,Paid,Normal
70000,Graduate school,single,27,Delay0,69972,5000,Paid,Normal
360000,University,married,59,Delay1,0,0,Missed,Normal
50000,University,single,54,Delay0,4625,1121,Missed,Normal
80000,High school,single,28,ontime,4280,2800,Paid,Normal
200000,University,married,69,Delay0,106878,4000,Paid,Normal
50000,University,single,27,Delay0,47261,2055,Missed,Gold
30000,Graduate school,single,27,Delay0,18239,2000,Paid,Gold
390000,Graduate school,single,31,Delay0,252109,12009,Missed,Normal
380000,Graduate school,married,42,Delay2,326,326,Missed,Normal
20000,University,married,46,Delay0,16294,1600,Missed,Normal
80000,University,single,31,Delay0,28190,1751,Missed,Normal
50000,University,married,49,Delay0,47649,2220,Paid,Normal
50000,Graduate school,married,25,Delay0,11324,1500,Paid,Normal
200000,University,single,44,ontime,541,541,Paid,Gold
100000,High school,single,28,ontime,103728,3184,Missed,Gold
180000,Graduate school,single,31,ontime,300,253,Paid,Gold
120000,University,single,27,ontime,1066,5079,Paid,Normal
390000,University,single,31,Delay1,20852,0,Paid,Normal
250000,University,married,37,ontime,25366,36655,Paid,Normal
350000,University,married,47,Delay1,301553,0,Missed,Gold
70000,University,single,30,Delay0,71856,3377,Paid,Normal
210000,Graduate school,single,33,unknown,0,0,Paid,Normal
180000,Graduate school,single,29,Delay0,85069,5344,Paid,Gold
80000,Graduate school,single,25,ontime,390,390,Missed,Gold
120000,High school,single,26,ontime,1467,975,Paid,Normal
210000,Graduate school,married,23,unknown,0,0,Missed,Normal
20000,University,married,38,ontime,18669,1326,Paid,Gold
150000,Graduate school,married,38,ontime,750,0,Missed,Normal
390000,Graduate school,married,38,Delay0,30642,2000,Paid,Gold
310000,Graduate school,single,36,ontime,6514,8619,Paid,Normal
230000,Graduate school,single,27,Delay0,10941,1300,Paid,Normal
90000,University,married,51,Delay0,12822,1188,Paid,Normal
140000,Graduate school,single,29,Delay0,11693,2000,Paid,Gold
150000,Graduate school,single,28,Delay0,105035,4500,Paid,Normal
130000,University,single,27,Delay0,92043,2850,Paid,Gold
210000,Graduate school,single,27,ontime,1441,3000,Paid,Normal
100000,Graduate school,single,25,Delay1,0,3473,Paid,Normal
150000,other,married,36,Delay0,220889,3800,Paid,Gold
200000,Graduate school,single,29,Delay0,1467,439,Paid,Normal
80000,University,single,27,Delay0,78672,7018,Paid,Normal
230000,Graduate school,single,27,ontime,5652,7662,Paid,Gold
50000,University,other,37,Delay0,49642,2060,Paid,Gold
260000,University,single,33,unknown,4141,133280,Paid,Normal
110000,University,single,23,Delay0,43027,2000,Paid,Gold
20000,High school,married,56,Delay0,14231,2100,Paid,Gold
360000,University,married,42,Delay1,0,6815,Paid,Normal
160000,Graduate school,married,36,Delay0,67879,2500,Paid,Gold
10000,University,single,35,Delay0,8857,2300,Paid,Gold
150000,Graduate school,married,31,Delay2,159734,4800,Missed,Gold
500000,Graduate school,married,35,unknown,0,0,Missed,Gold
500000,Graduate school,married,69,ontime,1200,5652,Paid,Gold
360000,University,single,28,Delay0,63352,6010,Paid,Normal
50000,Graduate school,single,28,Delay0,48726,2406,Paid,Normal
270000,Graduate school,married,35,Delay2,128442,6300,Paid,Normal
10000,High school,married,58,Delay0,7569,1158,Paid,Normal
30000,University,married,29,Delay0,15455,2000,Paid,Normal
80000,High school,married,30,Delay1,0,1684,Paid,Normal
360000,University,married,27,ontime,896,782,Paid,Normal
120000,Graduate school,single,26,Delay0,112774,5000,Paid,Normal
400000,University,single,35,Delay0,109943,120018,Missed,Normal
500000,University,single,26,Delay0,59039,4028,Paid,Normal
140000,High school,married,54,ontime,1045,1952,Paid,Gold
110000,University,single,27,Delay0,29734,2500,Paid,Gold
30000,University,single,34,Delay0,29949,6000,Paid,Gold
140000,Graduate school,married,56,Delay0,138468,4300,Paid,Normal
150000,High school,married,39,Delay0,108755,5163,Paid,Normal
280000,High school,married,37,Delay0,271276,16991,Missed,Gold
20000,High school,married,45,ontime,5577,0,Paid,Gold
340000,High school,married,36,ontime,2566,8,Paid,Normal
60000,University,single,25,Delay2,36090,2017,Missed,Gold
20000,Graduate school,married,62,Delay0,17607,1500,Paid,Gold
50000,Graduate school,single,25,Delay0,23794,1398,Paid,Normal
200000,University,married,35,Delay0,71561,4000,Paid,Normal
180000,Graduate school,single,30,Delay0,40311,10000,Paid,Normal
240000,Graduate school,married,34,Delay0,41484,1709,Paid,Normal
360000,University,single,32,Delay0,33215,1331,Paid,Gold
50000,University,married,26,Delay0,49744,1500,Paid,Normal
100000,High school,single,50,Delay0,95889,4200,Paid,Gold
80000,High school,single,26,Delay1,0,0,Missed,Normal
50000,High school,married,32,Delay2,46364,2100,Missed,Normal
420000,High school,single,27,unknown,1486,2679,Missed,Normal
190000,Graduate school,married,35,ontime,980,68738,Paid,Normal
180000,University,married,33,Delay1,-84,982,Paid,Normal
40000,Graduate school,single,22,Delay0,34521,2000,Missed,Normal
50000,University,single,43,Delay1,44344,2021,Missed,Gold
10000,University,single,23,Delay2,2400,0,Missed,Gold
200000,Graduate school,single,39,Delay0,155693,6000,Paid,Normal
120000,High school,married,39,ontime,7764,10730,Paid,Gold
